Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,50,Albert Montanes[ESP] [yr|ev],6-1 6-3 6-2,1.69,3.8%,68.8%,72.7%,64.0%,9/9,2.4%,50.8%,64.1%,33.9%,13/19,2:21,1
R64,1,(1)Roger Federer[SUI] [yr|ev],d.,168,(WC)Thierry Ascione[FRA] [yr|ev],6-1 6-2 7-6(8),1.41,6.4%,68.1%,73.4%,56.7%,3/4,2.5%,66.9%,60.8%,43.6%,16/21,1:51,1
R64,57,Potito Starace[ITA] [yr|ev],d.,97,Carlos Berlocq[ARG] [yr|ev],6-2 6-4 6-2,1.82,1.4%,77.1%,74.1%,68.8%,0/1,1.1%,60.4%,54.5%,44.4%,9/15,2:05,27
R64,20,(17)Juan Carlos Ferrero[ESP] [yr|ev],d.,70,Stefan Koubek[AUT] [yr|ev],6-4 7-5 6-3,1.15,5.2%,70.1%,58.8%,51.7%,4/9,6.5%,67.6%,54.8%,40.0%,10/19,2:21,1
R64,15,(13)Mikhail Youzhny[RUS] [yr|ev],d.,65,Nicolas Lapentti[ECU] [yr|ev],6-3 6-0 6-4,1.68,9.7%,68.1%,83.7%,56.5%,1/1,4.3%,65.2%,68.9%,37.5%,2/7,1:38,8
R64,9,(9)Tommy Robredo[ESP] [yr|ev],d.,146,(Q)Konstantinos Economidis[GRE] [yr|ev],6-4 7-5 6-4,1.30,3.2%,63.4%,66.1%,67.6%,3/6,0.0%,62.2%,71.0%,33.3%,8/14,2:13,5
R64,80,Janko Tipsarevic[SRB] [yr|ev],d.,25,(22)Marat Safin[RUS] [yr|ev],6-4 6-4 7-5,1.17,2.8%,50.0%,60.4%,62.3%,9/12,4.9%,55.9%,64.9%,42.2%,5/11,2:38,8
R64,34,(29)Filippo Volandri[ITA] [yr|ev],d.,60,Martin Vassallo Arguello[ARG] [yr|ev],7-6(2) 7-5 6-2,1.21,0.0%,85.3%,60.2%,68.8%,2/5,1.8%,60.6%,59.1%,44.2%,5/11,2:26,25
R64,7,(7)Ivan Ljubicic[CRO] [yr|ev],d.,44,Stan Wawrinka[SUI] [yr|ev],6-4 6-3 6-7(3) 6-3,1.14,11.9%,59.0%,75.9%,56.4%,3/4,8.9%,56.9%,68.6%,56.6%,7/11,3:29,3
R64,4,(4)Nikolay Davydenko[RUS] [yr|ev],d.,93,Werner Eschauer[AUT] [yr|ev],7-5 6-3 6-1,1.74,3.9%,56.6%,81.4%,54.5%,2/4,2.2%,65.6%,52.5%,37.5%,5/12,2:05,3
R64,87,Michael Llodra[FRA] [yr|ev],d.,38,(32)Nicolas Almagro[ESP] [yr|ev],2-6 6-2 6-7(7) 6-4 6-4,0.97,10.9%,62.1%,71.3%,53.0%,9/12,16.0%,56.3%,70.4%,58.7%,3/8,3:05,21
R64,52,Gael Monfils[FRA] [yr|ev],d.,21,(18)Juan Ignacio Chela[ARG] [yr|ev],3-6 6-3 6-3 6-1,1.37,3.7%,62.4%,72.1%,56.1%,5/7,1.6%,56.7%,59.7%,45.5%,12/18,2:45,6
R64,18,(15)David Nalbandian[ARG] [yr|ev],d.,102,(Q)Ivan Navarro[ESP] [yr|ev],7-5 6-4 6-4,1.22,1.1%,66.0%,72.6%,65.6%,3/4,13.1%,56.6%,82.1%,39.5%,5/9,2:12,3
R64,74,Kristof Vliegen[BEL] [yr|ev],d.,13,(11)Richard Gasquet[FRA] [yr|ev],7-6(4) 6-3 6-1,1.40,6.1%,64.6%,65.6%,57.1%,5/8,5.6%,61.1%,58.2%,31.4%,7/14,2:16,30
R64,22,(19)Guillermo Canas[ARG] [yr|ev],d.,75,Simone Bolelli[ITA] [yr|ev],6-4 6-3 6-3,1.20,11.0%,58.2%,77.4%,47.4%,5/6,2.2%,70.0%,68.3%,33.3%,5/10,2:15,8
R64,35,Juan Monaco[ARG] [yr|ev],d.,30,(27)Jurgen Melzer[AUT] [yr|ev],6-2 6-3 6-2,1.96,8.6%,42.9%,83.3%,75.0%,4/4,2.9%,69.6%,62.5%,47.6%,2/7,1:30,10
R64,144,(WC)Edouard Roger-Vasselin[FRA] [yr|ev],d.,58,Radek Stepanek[CZE] [yr|ev],3-6 6-1 0-6 6-4 6-4,1.00,0.7%,66.2%,62.2%,50.0%,13/19,8.6%,59.0%,61.0%,54.4%,6/12,3:07,N/A
R64,6,(6)Novak Djokovic[SRB] [yr|ev],d.,306,(Q)Laurent Recouderc[FRA] [yr|ev],6-3 3-6 6-3 6-1,1.36,5.0%,67.3%,72.1%,57.6%,2/4,0.0%,53.7%,65.5%,44.0%,5/11,2:15,1
R64,129,(WC)Olivier Patience[FRA] [yr|ev],d.,88,(LL)Mariano Zabaleta[ARG] [yr|ev],7-5 6-3 3-6 2-6 6-4,0.88,2.6%,60.8%,58.5%,51.3%,20/28,7.2%,63.0%,71.3%,43.1%,4/12,3:36,87
R64,51,Fernando Verdasco[ESP] [yr|ev],d.,24,(21)Dmitry Tursunov[RUS] [yr|ev],6-4 6-4 6-4,1.31,5.7%,68.2%,73.3%,57.1%,1/3,7.3%,58.3%,64.3%,50.0%,1/6,2:09,7
R64,14,(12)David Ferrer[ESP] [yr|ev],d.,89,Diego Hartfield[ARG] [yr|ev],6-4 6-3 7-6(4),1.26,2.9%,73.1%,63.2%,67.9%,1/5,2.1%,71.9%,65.2%,29.6%,4/10,2:19,3
R64,19,(16)Marcos Baghdatis[CYP] [yr|ev],d.,81,Kristian Pless[DEN] [yr|ev],7-5 6-3 6-4,1.41,7.6%,43.5%,72.5%,65.4%,3/5,0.0%,68.0%,59.1%,48.4%,7/12,1:54,8
R64,100,Jan Hajek[CZE] [yr|ev],d.,199,(Q)Bohdan Ulihrach[CZE] [yr|ev],1-6 6-2 7-6(6) 3-6 6-2,1.05,6.8%,54.4%,75.0%,49.3%,14/19,8.3%,60.7%,67.6%,51.5%,16/22,2:48,71
R64,40,Paul Henri Mathieu[FRA] [yr|ev],d.,56,Gilles Simon[FRA] [yr|ev],3-6 6-4 6-1 7-6(2),1.20,2.9%,61.3%,75.0%,41.5%,6/10,5.6%,57.5%,57.6%,50.0%,12/18,3:38,12
R64,125,Igor Andreev[RUS] [yr|ev],d.,49,Nicolas Massu[CHI] [yr|ev],6-3 3-6 6-3 7-5,1.33,3.8%,70.8%,76.0%,45.2%,3/7,1.4%,61.5%,53.4%,60.0%,11/17,2:58,18
R64,39,Jonas Bjorkman[SWE] [yr|ev],d.,85,Ivo Karlovic[CRO] [yr|ev],3-6 3-6 6-4 7-6(2) 6-3,0.99,3.1%,64.8%,72.8%,62.5%,12/15,22.2%,69.4%,82.0%,40.9%,10/12,3:22,4
R64,61,Oscar Hernandez[ESP] [yr|ev],d.,32,(28)Philipp Kohlschreiber[GER] [yr|ev],7-6(8) 6-1 6-1,1.54,8.2%,67.3%,69.7%,65.6%,6/7,1.1%,63.6%,57.1%,40.6%,5/11,2:11,48
R64,26,(23)Carlos Moya[ESP] [yr|ev],d.,77,Florent Serra[FRA] [yr|ev],6-4 6-2 6-4,1.87,8.1%,64.9%,81.3%,69.2%,2/2,3.6%,61.6%,63.8%,46.5%,10/14,1:49,1
R64,134,(Q)Juan Pablo Brzezicki[ARG] [yr|ev],d.,64,Guillermo Garcia Lopez[ESP] [yr|ev],7-6(4) 6-2 6-0,1.38,1.1%,65.6%,70.5%,50.0%,5/7,1.1%,62.9%,55.4%,39.4%,7/14,2:16,94
R64,16,(14)Lleyton Hewitt[AUS] [yr|ev],d.,72,Gaston Gaudio[ARG] [yr|ev],4-6 3-6 6-2 6-4 6-2,1.11,14.0%,56.6%,70.4%,59.7%,4/7,4.5%,71.2%,73.4%,34.2%,6/11,3:28,1
R64,23,(20)Jarkko Nieminen[FIN] [yr|ev],d.,130,(WC)Mathieu Montcourt[FRA] [yr|ev],6-1 6-1 6-4,1.96,1.5%,67.7%,77.3%,61.9%,1/2,5.7%,67.1%,48.9%,39.1%,5/12,1:29,13
R64,50,Albert Montanes[ESP] [yr|ev],d.,84,Ernests Gulbis[LAT] [yr|ev],6-1 6-2 1-6 7-6(3),1.25,3.0%,62.4%,69.8%,65.8%,4/7,11.3%,62.3%,72.7%,40.0%,5/10,1:59,22
R64,2,(2)Rafael Nadal[ESP] [yr|ev],d.,227,(Q)Flavio Cipolla[ITA] [yr|ev],6-2 6-1 6-4,1.60,5.5%,75.3%,78.2%,33.3%,2/4,0.0%,68.3%,48.2%,46.2%,3/10,1:53,1
R128,1,(1)Roger Federer[SUI] [yr|ev],d.,68,Michael Russell[USA] [yr|ev],6-4 6-2 6-4,1.86,8.0%,70.7%,79.2%,77.3%,0/0,1.1%,78.5%,63.0%,50.0%,7/11,1:45,1
R128,168,(WC)Thierry Ascione[FRA] [yr|ev],d.,113,(Q)Marin Cilic[CRO] [yr|ev],6-2 6-2 6-1,1.64,2.5%,72.5%,70.7%,68.2%,9/9,6.0%,49.3%,66.7%,35.3%,4/10,1:33,81
R128,57,Potito Starace[ITA] [yr|ev],d.,211,(Q)Ivo Minar[CZE] [yr|ev],4-6 6-1 6-4 7-6(5),1.04,0.0%,75.9%,65.4%,72.7%,5/6,7.0%,58.8%,79.1%,46.8%,2/5,2:27,27
R128,97,Carlos Berlocq[ARG] [yr|ev],d.,36,(30)Julien Benneteau[FRA] [yr|ev],6-7(5) 7-5 6-2 6-3,1.29,1.6%,75.4%,59.8%,70.0%,7/11,1.8%,64.2%,55.7%,44.1%,19/28,3:59,37
R128,20,(17)Juan Carlos Ferrero[ESP] [yr|ev],d.,69,Amer Delic[BIH] [yr|ev],6-7(5) 6-3 6-3 6-4,1.39,3.5%,73.9%,72.9%,66.7%,2/4,7.2%,56.5%,71.8%,45.0%,10/16,2:44,1
R128,70,Stefan Koubek[AUT] [yr|ev],d.,179,(Q)Christophe Rochus[BEL] [yr|ev],6-7 7-6 6-4 1-2 RET,1.02,7.7%,58.0%,72.3%,60.0%,12/13,3.2%,59.2%,75.7%,52.9%,7/9,2:48,20
R128,65,Nicolas Lapentti[ECU] [yr|ev],d.,98,Alexander Peya[AUT] [yr|ev],6-1 6-4 2-1 RET,1.61,1.7%,67.2%,71.8%,68.4%,4/5,0.0%,63.6%,60.0%,40.0%,1/6,1:31,6
R128,15,(13)Mikhail Youzhny[RUS] [yr|ev],d.,92,Jan Hernych[CZE] [yr|ev],RET,,,,,,,,,,,,0:08,8
R128,9,(9)Tommy Robredo[ESP] [yr|ev],d.,83,Sergio Roitman[ARG] [yr|ev],6-3 6-4 6-2,1.36,1.2%,54.3%,68.2%,62.2%,2/4,0.0%,70.1%,54.1%,50.0%,10/16,1:56,5
R128,146,(Q)Konstantinos Economidis[GRE] [yr|ev],d.,99,Chris Guccione[AUS] [yr|ev],6-7(6) 6-4 6-4 6-1,1.32,8.9%,64.5%,72.5%,77.3%,3/3,16.2%,57.3%,71.6%,58.0%,6/10,2:21,112
R128,80,Janko Tipsarevic[SRB] [yr|ev],d.,239,(Q)Dusan Vemic[SRB] [yr|ev],7-6(3) 6-4 4-6 6-3,1.27,6.8%,56.4%,77.3%,58.8%,3/7,11.7%,65.6%,60.7%,61.4%,6/11,2:48,8
R128,25,(22)Marat Safin[RUS] [yr|ev],d.,133,(LL)Fernando Vicente[ESP] [yr|ev],6-1 6-3 6-1,2.22,14.3%,50.0%,85.7%,64.3%,0/1,2.4%,78.3%,49.2%,27.8%,6/14,1:24,1
R128,34,(29)Filippo Volandri[ITA] [yr|ev],d.,115,(Q)Paul Capdeville[CHI] [yr|ev],6-3 7-5 6-3,1.24,1.7%,79.1%,62.6%,45.8%,10/14,2.2%,66.7%,48.4%,51.6%,8/16,1:59,25
R128,60,Martin Vassallo Arguello[ARG] [yr|ev],d.,111,Alejandro Falla[COL] [yr|ev],6-3 6-3 6-7(3) 7-6(4),1.09,3.2%,59.9%,73.4%,52.4%,10/12,0.0%,68.1%,69.4%,45.7%,11/16,3:36,47
R128,44,Stan Wawrinka[SUI] [yr|ev],d.,63,Ruben Ramirez Hidalgo[ESP] [yr|ev],0-6 5-7 6-2 7-5 6-4,1.04,7.9%,54.3%,69.7%,46.9%,1/8,1.2%,54.1%,64.5%,49.4%,15/22,4:03,3
R128,7,(7)Ivan Ljubicic[CRO] [yr|ev],d.,45,Arnaud Clement[FRA] [yr|ev],6-1 7-5 7-6(2),1.56,12.4%,51.7%,84.8%,62.8%,2/3,0.0%,50.0%,63.8%,55.3%,4/8,2:29,3
R128,4,(4)Nikolay Davydenko[RUS] [yr|ev],d.,117,Stefano Galvani[ITA] [yr|ev],6-3 6-1 6-1,2.56,5.0%,61.7%,83.8%,69.6%,0/1,1.4%,65.3%,42.6%,48.0%,4/11,1:30,3
R128,93,Werner Eschauer[AUT] [yr|ev],d.,304,(WC)Alexandre Sidorenko[FRA] [yr|ev],6-3 3-6 6-3 5-4 RET,1.14,1.6%,62.9%,66.7%,47.8%,5/10,2.2%,63.7%,58.1%,46.9%,15/22,3:08,52
R128,87,Michael Llodra[FRA] [yr|ev],d.,91,Nicolas Devilder[FRA] [yr|ev],6-4 6-3 6-3,1.32,8.4%,51.6%,81.6%,52.2%,1/2,1.1%,65.6%,59.0%,53.1%,6/11,2:07,21
R128,38,(32)Nicolas Almagro[ESP] [yr|ev],d.,150,Justin Gimelstob[USA] [yr|ev],6-4 6-4 6-4,1.46,22.0%,52.4%,76.7%,64.1%,0/1,3.9%,69.9%,59.7%,51.6%,9/13,1:53,9
R128,21,(18)Juan Ignacio Chela[ARG] [yr|ev],d.,55,Fabrice Santoro[FRA] [yr|ev],6-7(5) 6-0 6-3 6-3,1.55,1.8%,52.7%,74.1%,63.5%,7/9,1.5%,55.9%,64.5%,36.7%,13/21,3:00,15
R128,52,Gael Monfils[FRA] [yr|ev],d.,47,Olivier Rochus[BEL] [yr|ev],4-6 6-4 6-2 3-6 6-1,1.24,10.8%,60.0%,73.1%,51.9%,4/9,0.0%,60.5%,64.2%,43.5%,14/22,3:13,6
R128,102,(Q)Ivan Navarro[ESP] [yr|ev],d.,178,(Q)Boris Pashanski[SRB] [yr|ev],7-6(1) 6-4 6-4,1.16,14.5%,61.8%,72.1%,57.1%,9/10,0.9%,67.6%,67.1%,48.6%,6/9,2:19,67
R128,18,(15)David Nalbandian[ARG] [yr|ev],d.,42,Hyung Taik Lee[KOR] [yr|ev],6-2 6-1 3-6 6-3,1.41,4.5%,64.0%,70.4%,57.5%,9/11,2.7%,63.6%,61.4%,35.0%,7/14,2:18,3
R128,13,(11)Richard Gasquet[FRA] [yr|ev],d.,107,(WC)Nicolas Mahut[FRA] [yr|ev],6-3 6-2 6-2,2.00,8.3%,56.9%,80.5%,67.7%,1/2,3.4%,67.0%,54.2%,41.4%,9/15,1:49,7
R128,74,Kristof Vliegen[BEL] [yr|ev],d.,103,Danai Udomchoke[THA] [yr|ev],6-2 6-4 6-3,2.06,11.6%,75.4%,82.7%,64.7%,2/2,1.2%,71.8%,59.0%,45.8%,4/9,1:37,30
R128,75,Simone Bolelli[ITA] [yr|ev],d.,717,Martin Verkerk[NED] [yr|ev],6-1 6-4 6-4,2.01,15.1%,65.8%,87.5%,60.0%,5/6,8.3%,54.8%,58.7%,52.6%,8/13,1:32,36
R128,22,(19)Guillermo Canas[ARG] [yr|ev],d.,425,Victor Hanescu[ROU] [yr|ev],6-3 6-1 6-4,1.45,13.3%,65.6%,79.7%,51.6%,9/9,2.4%,69.4%,64.4%,38.5%,7/12,2:00,8
R128,30,(27)Jurgen Melzer[AUT] [yr|ev],d.,46,Jose Acasuso[ARG] [yr|ev],6-4 7-5 6-4,1.21,5.9%,65.3%,75.8%,54.3%,6/7,2.1%,50.0%,63.8%,59.6%,7/11,2:06,8
R128,35,Juan Monaco[ARG] [yr|ev],d.,191,(Q)Fabio Fognini[ITA] [yr|ev],3-6 2-6 6-1 6-2 6-4,1.20,1.7%,69.7%,68.7%,61.1%,4/8,3.9%,66.7%,66.3%,46.5%,11/17,2:37,10
R128,144,(WC)Edouard Roger-Vasselin[FRA] [yr|ev],d.,174,(Q)Marcos Daniel[BRA] [yr|ev],6-1 4-1 RET,1.71,2.1%,70.8%,70.6%,57.1%,4/4,4.8%,59.5%,52.0%,29.4%,3/7,1:03,N/A
R128,58,Radek Stepanek[CZE] [yr|ev],d.,5,(5)Fernando Gonzalez[CHI] [yr|ev],6-2 6-2 6-4,1.78,4.1%,63.5%,78.7%,66.7%,4/4,2.2%,69.6%,62.5%,35.7%,6/11,1:52,8
R128,6,(6)Novak Djokovic[SRB] [yr|ev],d.,123,(LL)Santiago Giraldo[COL] [yr|ev],6-3 7-6(3) 6-4,1.15,6.0%,66.7%,70.5%,46.2%,9/11,5.3%,64.2%,63.9%,44.1%,7/11,2:11,1
R128,306,(Q)Laurent Recouderc[FRA] [yr|ev],d.,67,Sam Querrey[USA] [yr|ev],7-6(4) 2-6 6-0 6-7(5) 6-3,1.08,1.3%,58.7%,69.3%,66.1%,12/15,8.5%,56.9%,79.3%,47.0%,13/19,2:54,124
R128,129,(WC)Olivier Patience[FRA] [yr|ev],d.,820,(WC)Jonathan Eysseric[FRA] [yr|ev],6-1 3-6 6-2 6-4,1.30,5.8%,73.1%,73.7%,42.9%,3/6,4.9%,52.0%,67.9%,40.8%,4/11,2:02,87
R128,88,(LL)Mariano Zabaleta[ARG] [yr|ev],d.,29,(26)Agustin Calleri[ARG] [yr|ev],6-4 6-7(5) 7-6(5) 7-5,1.12,3.1%,66.9%,69.7%,55.6%,8/11,7.5%,59.5%,71.8%,44.3%,9/14,3:30,21
R128,24,(21)Dmitry Tursunov[RUS] [yr|ev],d.,135,Alessio Di Mauro[ITA] [yr|ev],6-3 6-4 3-6 6-3,1.09,2.5%,66.9%,70.9%,59.0%,7/9,5.0%,58.0%,73.9%,50.0%,13/17,2:43,20
R128,51,Fernando Verdasco[ESP] [yr|ev],d.,186,(Q)Jerome Haehnel[FRA] [yr|ev],4-6 6-2 6-2 6-0,1.57,8.3%,64.6%,80.6%,52.9%,5/6,3.8%,52.4%,58.2%,50.0%,7/14,2:13,7
R128,89,Diego Hartfield[ARG] [yr|ev],d.,48,Robby Ginepri[USA] [yr|ev],6-4 1-6 5-7 6-4 6-2,1.03,1.8%,75.8%,62.4%,50.0%,13/19,3.8%,66.3%,62.3%,50.0%,12/19,3:25,73
R128,14,(12)David Ferrer[ESP] [yr|ev],d.,110,Daniele Bracciali[ITA] [yr|ev],6-1 6-1 6-2,1.80,7.2%,71.0%,73.5%,50.0%,2/3,2.7%,46.7%,51.4%,30.0%,5/13,1:30,3
R128,19,(16)Marcos Baghdatis[CYP] [yr|ev],d.,62,Sebastien Grosjean[FRA] [yr|ev],6-3 6-2 6-4,1.45,3.8%,47.5%,76.3%,69.0%,0/0,3.6%,68.7%,66.7%,46.2%,7/11,1:58,8
R128,81,Kristian Pless[DEN] [yr|ev],d.,104,Yen Hsun Lu[TPE] [yr|ev],6-3 6-2 7-6(1),2.25,7.7%,70.5%,80.0%,78.3%,2/3,3.2%,57.0%,62.3%,42.5%,6/10,1:43,65
R128,100,Jan Hajek[CZE] [yr|ev],d.,79,Thomas Johansson[SWE] [yr|ev],7-5 7-6(3) 7-6(3),1.34,17.4%,60.0%,76.8%,60.9%,4/7,5.5%,63.0%,63.0%,55.6%,12/16,2:23,71
