Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
29,Filippo Volandri,ITA,4,914,70.4%,34.8%,2,0.4%,7,1.4%,80.0%,59.3%,52.6%,57.9%,41,48.8%,42.7%,45,53.3%,50.8%,1.01,10:04
,Marc Gicquel,FRA,1,288,69.6%,26.1%,10,6.8%,4,2.7%,50.0%,75.7%,41.9%,58.8%,13,46.2%,40.7%,12,50.0%,50.0%,0.99,3:17
WC,Olivier Patience,FRA,3,868,80.0%,29.9%,19,4.1%,13,2.8%,61.8%,66.6%,53.6%,61.6%,50,74.0%,38.1%,35,57.1%,50.8%,0.99,9:42
Q,Konstantinos Economidis,GRE,2,445,83.3%,20.0%,11,4.7%,10,4.3%,63.4%,71.8%,55.8%,66.0%,17,64.7%,33.8%,16,43.8%,50.8%,0.99,4:34
,Carlos Berlocq,ARG,2,448,69.7%,29.4%,3,1.4%,0,0.0%,69.0%,57.8%,56.1%,57.3%,26,61.5%,42.1%,29,34.5%,49.3%,0.99,6:04
WC,Edouard Roger-Vasselin,FRA,3,548,73.2%,26.8%,5,1.7%,4,1.4%,67.8%,64.3%,49.5%,59.5%,32,65.6%,40.2%,21,52.4%,50.4%,0.99,5:53
Q,Ivan Navarro,ESP,2,411,84.4%,12.5%,29,13.9%,4,1.9%,59.3%,76.6%,48.2%,65.1%,19,73.7%,34.7%,13,30.8%,50.1%,0.99,4:31
,Janko Tipsarevic,SRB,3,605,75.5%,22.4%,14,4.6%,2,0.7%,55.4%,66.1%,56.3%,61.7%,25,52.0%,37.7%,22,50.0%,49.8%,0.99,7:08
,Stan Wawrinka,SUI,2,569,74.4%,17.8%,22,8.4%,5,1.9%,55.5%,69.2%,51.3%,61.2%,19,42.1%,37.9%,26,30.8%,48.7%,0.98,7:32
,Florent Serra,FRA,2,305,84.6%,24.0%,10,5.7%,5,2.9%,66.9%,72.6%,46.6%,64.0%,14,71.4%,35.4%,13,46.2%,51.8%,0.98,3:02
Q,Christophe Rochus,BEL,1,268,89.5%,5.6%,4,3.2%,2,1.6%,59.2%,75.7%,52.9%,66.4%,9,77.8%,32.9%,13,7.7%,48.5%,0.98,2:48
,Robby Ginepri,USA,1,325,70.8%,26.1%,6,3.8%,5,3.1%,66.3%,62.3%,50.0%,58.1%,19,63.2%,40.6%,19,31.6%,49.2%,0.97,3:25
,Martin Vassallo Arguello,ARG,2,519,78.4%,21.6%,7,2.6%,16,6.0%,60.2%,67.5%,49.1%,60.2%,23,65.2%,38.3%,21,38.1%,49.5%,0.96,6:02
,Ruben Ramirez Hidalgo,ESP,1,312,70.8%,29.2%,2,1.2%,8,4.7%,54.1%,64.5%,49.4%,57.6%,22,68.2%,40.7%,8,87.5%,50.0%,0.96,4:03
,Gaston Gaudio,ARG,2,563,75.6%,21.7%,8,2.9%,15,5.5%,63.2%,66.9%,50.0%,60.7%,23,52.2%,37.8%,20,50.0%,48.8%,0.96,6:45
Q,Ivo Minar,CZE,1,251,84.2%,5.0%,8,7.0%,2,1.8%,58.8%,79.1%,46.8%,65.8%,5,40.0%,32.8%,6,16.7%,47.8%,0.96,2:27
,Nicolas Lapentti,ECU,2,254,72.7%,21.7%,4,3.1%,3,2.4%,66.1%,70.2%,51.2%,63.8%,12,50.0%,34.6%,7,71.4%,49.2%,0.96,3:09
,Nicolas Massu,CHI,2,573,72.7%,28.3%,10,3.4%,7,2.3%,69.1%,60.2%,58.7%,59.7%,39,69.2%,37.8%,21,61.9%,49.2%,0.94,7:12
28,Philipp Kohlschreiber,GER,2,625,77.1%,16.3%,7,2.4%,8,2.8%,67.6%,66.5%,53.8%,62.4%,22,50.0%,35.5%,27,29.6%,47.8%,0.94,6:06
,Stefan Koubek,AUT,2,473,70.6%,20.6%,18,7.2%,9,3.6%,62.2%,64.1%,52.6%,59.8%,32,68.8%,37.8%,18,38.9%,49.5%,0.94,5:09
,Gilles Simon,FRA,2,534,68.4%,29.7%,16,5.7%,6,2.2%,61.3%,63.7%,45.4%,56.6%,31,61.3%,40.4%,29,37.9%,48.9%,0.93,6:12
,Vincent Spadea,USA,1,237,61.1%,31.6%,3,2.5%,3,2.5%,61.0%,59.7%,52.2%,56.8%,19,63.2%,40.3%,13,46.2%,48.5%,0.93,2:34
21,Dmitry Tursunov,RUS,2,421,79.4%,18.2%,10,4.7%,4,1.9%,63.1%,68.1%,54.4%,63.1%,15,53.3%,34.3%,20,30.0%,48.9%,0.93,4:52
,Albert Montanes,ESP,3,530,76.3%,16.2%,12,4.2%,16,5.6%,58.9%,69.6%,49.6%,61.4%,28,67.9%,35.9%,20,30.0%,49.6%,0.93,5:35
,Diego Hartfield,ARG,2,525,68.4%,27.5%,5,1.9%,4,1.5%,74.3%,63.4%,41.8%,57.9%,29,58.6%,39.4%,24,45.8%,48.6%,0.93,5:44
,Sam Querrey,USA,1,303,75.0%,13.0%,13,8.5%,8,5.2%,56.9%,79.3%,47.0%,65.4%,19,68.4%,32.0%,15,20.0%,48.8%,0.92,2:54
,Michael Llodra,FRA,3,677,82.7%,21.2%,33,9.0%,8,2.2%,60.3%,68.9%,52.1%,62.2%,28,67.9%,34.6%,20,55.0%,49.6%,0.92,7:05
,Alejandro Falla,COL,1,301,76.2%,9.5%,0,0.0%,0,0.0%,68.1%,69.4%,45.7%,61.8%,16,68.8%,35.0%,12,16.7%,47.8%,0.92,3:36
,Alessio Di Mauro,ITA,1,237,77.8%,10.5%,6,5.0%,4,3.4%,58.0%,73.9%,50.0%,63.9%,17,76.5%,33.1%,9,22.2%,48.5%,0.91,2:43
Q,Flavio Cipolla,ITA,2,361,57.7%,33.3%,2,1.1%,9,5.1%,72.3%,57.0%,46.9%,54.2%,20,45.0%,41.8%,19,47.4%,47.9%,0.91,4:11
Q,Laurent Recouderc,FRA,2,512,77.5%,19.5%,2,0.8%,2,0.8%,56.6%,67.8%,56.3%,62.8%,26,65.4%,33.9%,23,34.8%,48.4%,0.91,5:09
,Luis Horna,PER,1,324,65.4%,24.0%,11,6.5%,8,4.7%,68.0%,67.8%,40.7%,59.2%,14,35.7%,36.8%,22,27.3%,48.5%,0.90,4:14
26,Agustin Calleri,ARG,1,336,78.3%,13.0%,13,7.5%,6,3.5%,59.5%,71.8%,44.3%,60.7%,14,64.3%,35.0%,11,27.3%,48.2%,0.89,3:30
WC,Alexandre Sidorenko,FRA,1,259,61.1%,27.8%,3,2.2%,0,0.0%,63.7%,58.1%,46.9%,54.1%,22,68.2%,40.3%,10,50.0%,47.5%,0.88,3:08
Q,Lukas Dlouhy,CZE,1,439,80.6%,14.3%,18,7.5%,8,3.3%,63.7%,70.6%,49.4%,62.9%,20,65.0%,32.7%,11,45.5%,49.2%,0.88,3:55
,Werner Eschauer,AUT,2,428,62.5%,28.1%,4,1.8%,8,3.7%,64.1%,60.4%,43.6%,54.4%,22,45.5%,40.3%,26,34.6%,47.4%,0.88,5:13
LL,Santiago Giraldo,COL,1,212,73.3%,12.5%,5,5.3%,2,2.1%,64.2%,63.9%,44.1%,56.8%,11,63.6%,37.6%,11,18.2%,46.2%,0.87,2:11
27,Jurgen Melzer,AUT,2,334,78.6%,13.8%,8,4.7%,1,0.6%,67.1%,70.2%,51.8%,64.1%,14,57.1%,31.1%,15,26.7%,47.9%,0.87,3:36
WC,Mathieu Montcourt,FRA,2,295,70.8%,28.0%,8,5.1%,8,5.1%,68.4%,66.7%,40.0%,58.2%,19,63.2%,35.8%,12,58.3%,47.8%,0.86,3:10
Q,Boris Pashanski,SRB,1,218,81.3%,6.3%,1,0.9%,3,2.8%,67.6%,67.1%,48.6%,61.1%,9,66.7%,33.6%,10,10.0%,47.2%,0.86,2:19
,Andreas Seppi,ITA,1,257,63.2%,20.0%,3,2.4%,5,4.0%,58.1%,58.3%,50.0%,54.8%,12,41.7%,38.3%,17,23.5%,46.3%,0.85,2:48
,Teymuraz Gabashvili,RUS,1,206,50.0%,28.6%,1,0.9%,3,2.7%,55.0%,62.3%,40.0%,52.3%,15,53.3%,40.0%,10,40.0%,46.6%,0.84,2:18
WC,Peter Luczak,AUS,1,308,68.0%,12.5%,14,8.8%,4,2.5%,66.7%,67.0%,47.2%,60.4%,15,46.7%,32.9%,11,27.3%,47.1%,0.83,3:16
,Jose Acasuso,ARG,1,195,75.0%,6.3%,2,2.1%,2,2.1%,50.0%,63.8%,59.6%,61.7%,11,63.6%,31.7%,7,14.3%,46.2%,0.83,2:06
24,Dominik Hrbaty,SVK,1,313,69.2%,16.0%,4,2.4%,9,5.3%,55.0%,64.5%,53.9%,59.8%,19,57.9%,33.3%,9,44.4%,47.6%,0.83,2:54
Q,Fabio Fognini,ITA,1,248,71.4%,19.0%,5,3.9%,5,3.9%,66.7%,66.3%,46.5%,59.7%,17,64.7%,33.6%,8,50.0%,47.2%,0.83,2:37
3,Andy Roddick,USA,1,246,78.9%,10.5%,5,4.0%,3,2.4%,61.1%,62.3%,55.1%,59.5%,11,63.6%,33.3%,12,16.7%,46.7%,0.82,2:43
Q,Paul Capdeville,CHI,1,208,46.7%,26.7%,2,2.2%,1,1.1%,66.7%,48.4%,51.6%,49.5%,16,50.0%,40.9%,14,28.6%,44.7%,0.81,1:59
,Olivier Rochus,BEL,1,287,63.6%,22.7%,0,0.0%,2,1.3%,60.5%,64.2%,43.5%,56.1%,22,63.6%,35.4%,9,55.6%,46.7%,0.81,3:13
Q,Dusan Vemic,SRB,1,245,75.0%,19.0%,15,11.7%,4,3.1%,65.6%,60.7%,61.4%,60.9%,11,54.5%,30.8%,7,57.1%,46.5%,0.79,2:48
30,Julien Benneteau,FRA,1,287,57.1%,20.0%,3,1.8%,2,1.2%,64.2%,55.7%,44.1%,51.5%,28,67.9%,37.7%,11,36.4%,45.6%,0.78,3:59
8,James Blake,USA,1,256,86.4%,4.5%,1,0.7%,1,0.7%,63.0%,70.6%,60.0%,66.7%,11,72.7%,25.6%,5,20.0%,47.3%,0.77,2:32
WC,Jonathan Eysseric,FRA,1,206,58.8%,17.6%,5,4.9%,8,7.8%,52.0%,67.9%,40.8%,54.9%,11,36.4%,34.6%,6,50.0%,44.7%,0.77,2:02
,Nicolas Devilder,FRA,1,188,64.3%,7.1%,1,1.1%,0,0.0%,65.6%,59.0%,53.1%,57.0%,11,54.5%,32.6%,2,50.0%,44.7%,0.76,2:07
,Chris Guccione,AUS,1,241,78.9%,0.0%,19,16.2%,5,4.3%,57.3%,71.6%,58.0%,65.8%,10,60.0%,25.8%,3,0.0%,45.2%,0.75,2:21
,Thomas Johansson,SWE,1,261,77.8%,16.7%,8,5.5%,1,0.7%,63.0%,63.0%,55.6%,60.3%,16,75.0%,29.6%,7,42.9%,46.7%,0.74,2:23
,Benjamin Becker,GER,1,160,53.8%,0.0%,4,5.6%,1,1.4%,59.7%,65.1%,44.8%,56.9%,10,40.0%,31.8%,7,0.0%,43.1%,0.74,1:41
,Sergio Roitman,ARG,1,168,53.8%,14.3%,0,0.0%,1,1.1%,70.1%,54.1%,50.0%,52.9%,16,62.5%,34.6%,4,50.0%,44.0%,0.73,1:56
,Amer Delic,BIH,1,253,70.0%,10.0%,10,7.2%,3,2.2%,56.5%,71.8%,45.0%,60.1%,16,62.5%,28.7%,4,50.0%,45.8%,0.72,2:44
,Hyung Taik Lee,KOR,1,221,58.8%,12.5%,3,2.7%,3,2.7%,63.6%,61.4%,35.0%,51.8%,14,50.0%,34.2%,11,18.2%,43.0%,0.71,2:18
31,Florian Mayer,GER,1,177,61.5%,7.1%,2,2.4%,2,2.4%,58.3%,63.3%,45.7%,56.0%,9,44.4%,31.2%,11,9.1%,42.9%,0.71,1:55
,Justin Gimelstob,USA,1,185,73.3%,6.7%,4,3.9%,3,2.9%,69.9%,59.7%,51.6%,57.3%,13,69.2%,29.3%,1,100.0%,44.9%,0.69,1:53
,Tim Henman,GBR,1,183,61.5%,7.1%,3,3.2%,1,1.1%,62.8%,54.2%,54.3%,54.3%,17,70.6%,31.5%,6,16.7%,43.2%,0.69,1:49
,Sebastien Grosjean,FRA,1,163,69.2%,0.0%,3,3.6%,1,1.2%,68.7%,66.7%,46.2%,60.2%,11,63.6%,27.5%,0,-,44.2%,0.69,1:58
,Victor Hanescu,ROU,1,175,61.5%,0.0%,2,2.4%,1,1.2%,69.4%,64.4%,38.5%,56.5%,12,58.3%,30.0%,9,0.0%,42.9%,0.69,2:00
,Juan Martin del Potro,ARG,1,173,46.7%,21.4%,0,0.0%,3,3.2%,70.5%,50.7%,50.0%,50.5%,20,60.0%,33.3%,9,33.3%,42.8%,0.67,2:19
10,Tomas Berdych,CZE,1,194,62.5%,18.8%,4,3.7%,4,3.7%,65.1%,62.0%,36.8%,53.2%,13,53.8%,30.6%,6,50.0%,43.3%,0.65,2:10
,Fabrice Santoro,FRA,1,246,55.6%,11.1%,2,1.5%,2,1.5%,55.9%,64.5%,36.7%,52.2%,21,61.9%,30.9%,9,22.2%,42.7%,0.65,3:00
25,Robin Soderling,SWE,1,117,87.5%,0.0%,7,11.9%,1,1.7%,52.5%,83.9%,39.3%,62.7%,1,0.0%,24.1%,2,0.0%,43.6%,0.65,1:15
,Robert Kendrick,USA,1,189,46.7%,18.8%,7,7.0%,6,6.0%,55.0%,47.3%,46.7%,47.0%,15,46.7%,33.7%,5,60.0%,40.7%,0.64,2:03
Q,Jerome Haehnel,FRA,1,201,56.3%,6.3%,4,3.8%,3,2.9%,52.4%,58.2%,50.0%,54.3%,14,50.0%,29.2%,6,16.7%,42.3%,0.64,2:13
,Arnaud Clement,FRA,1,183,73.3%,6.3%,0,0.0%,3,3.2%,50.0%,63.8%,55.3%,59.6%,8,50.0%,25.8%,3,33.3%,43.2%,0.64,2:29
,Alexander Peya,AUT,1,113,50.0%,10.0%,0,0.0%,3,5.5%,63.6%,60.0%,40.0%,52.7%,6,16.7%,29.3%,5,20.0%,40.7%,0.62,1:31
Q,Marin Cilic,CRO,1,147,45.5%,0.0%,4,6.0%,2,3.0%,49.3%,66.7%,35.3%,50.7%,10,40.0%,30.0%,9,0.0%,39.5%,0.61,1:33
Q,Marcos Daniel,BRA,1,90,33.3%,0.0%,2,4.8%,2,4.8%,59.5%,52.0%,29.4%,42.9%,7,42.9%,33.3%,4,0.0%,37.8%,0.58,1:03
,Feliciano Lopez,ESP,1,201,73.3%,6.7%,7,6.0%,2,1.7%,60.3%,71.4%,41.3%,59.5%,12,66.7%,23.5%,4,25.0%,44.3%,0.58,2:05
,Max Mirnyi,BLR,1,158,53.8%,0.0%,4,4.7%,7,8.1%,55.8%,60.4%,39.5%,51.2%,11,45.5%,27.8%,6,0.0%,40.5%,0.57,1:44
5,Fernando Gonzalez,CHI,1,166,61.5%,0.0%,2,2.2%,2,2.2%,69.6%,62.5%,35.7%,54.3%,11,54.5%,25.7%,4,0.0%,41.6%,0.56,1:52
,Daniele Bracciali,ITA,1,144,27.3%,9.1%,2,2.7%,3,4.0%,46.7%,51.4%,30.0%,40.0%,13,38.5%,33.3%,3,33.3%,36.8%,0.56,1:30
,Michael Russell,USA,1,168,71.4%,0.0%,1,1.1%,4,4.3%,78.5%,63.0%,50.0%,60.2%,11,63.6%,21.3%,0,-,42.9%,0.54,1:45
LL,Juan Pablo Guzman,ARG,1,157,53.8%,7.7%,3,3.6%,3,3.6%,59.5%,68.0%,32.4%,53.6%,7,14.3%,24.7%,1,100.0%,40.1%,0.53,1:41
,Martin Verkerk,NED,1,157,61.5%,7.1%,7,8.3%,4,4.8%,54.8%,58.7%,52.6%,56.0%,13,61.5%,21.9%,6,16.7%,40.1%,0.50,1:32
WC,Nicolas Mahut,FRA,1,160,50.0%,7.7%,3,3.4%,2,2.3%,67.0%,54.2%,41.4%,50.0%,15,60.0%,25.0%,2,50.0%,38.8%,0.50,1:49
,Danai Udomchoke,THA,1,154,64.3%,0.0%,1,1.2%,1,1.2%,71.8%,59.0%,45.8%,55.3%,9,44.4%,21.7%,2,0.0%,40.3%,0.49,1:37
,Igor Kunitsyn,RUS,1,119,45.5%,0.0%,0,0.0%,1,1.8%,69.6%,51.3%,41.2%,48.2%,11,45.5%,23.8%,0,-,35.3%,0.46,1:13
LL,Fernando Vicente,ESP,1,139,33.3%,9.1%,2,2.4%,2,2.4%,78.3%,49.2%,27.8%,44.6%,14,42.9%,25.0%,1,100.0%,36.7%,0.45,1:24
,Yen Hsun Lu,TPE,1,171,71.4%,6.7%,3,3.2%,5,5.4%,57.0%,62.3%,42.5%,53.8%,10,60.0%,20.5%,3,33.3%,38.6%,0.44,1:43
,Stefano Galvani,ITA,1,132,36.4%,8.3%,1,1.4%,2,2.8%,65.3%,42.6%,48.0%,44.4%,11,36.4%,21.7%,1,100.0%,34.1%,0.39,1:30
,All Main Draw Players,,127.0,,75.9%,24.1%,,5.0%,,2.6%,63.2%,67.5%,51.5%,61.6%,,61.0%,38.4%,,39.0%,50.0%,1.00,
