Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R64,91,Donald Young[USA] [yr|ev],d.,25,(24)Andreas Seppi[ITA] [yr|ev],6-4 2-6 6-3 4-6 7-5,0.91,3.4%,59.9%,67.0%,42.3%,12/18,8.1%,56.8%,67.9%,51.6%,9/15,3:31,38
R64,17,(16)Kei Nishikori[JPN] [yr|ev],d.,117,(Q)Dusan Lajovic[SRB] [yr|ev],6-1 6-1 7-6(3),1.78,6.2%,64.2%,82.7%,51.7%,4/5,7.7%,69.2%,55.6%,35.7%,6/12,1:49,4
R64,11,(11)Milos Raonic[CAN] [yr|ev],d.,76,Victor Hanescu[ROU] [yr|ev],7-6(9) 6-4 6-4,1.38,26.0%,64.4%,85.1%,62.2%,5/5,5.3%,67.3%,72.4%,59.5%,4/6,2:19,3
R64,22,(22)Grigor Dimitrov[BUL] [yr|ev],d.,53,Yen Hsun Lu[TPE] [yr|ev],6-3 6-3 7-6(11),1.43,15.6%,60.4%,86.2%,44.7%,2/4,1.7%,70.7%,57.3%,55.9%,16/21,2:04,3
R64,28,(27)Benoit Paire[FRA] [yr|ev],d.,183,(WC)Nick Kyrgios[AUS] [yr|ev],6-7(5) 6-7(5) 6-4 6-2 6-2,1.37,19.9%,50.9%,84.1%,58.2%,8/10,12.9%,66.7%,70.2%,41.9%,17/24,3:20,18
R64,62,Roberto Bautista Agut[ESP] [yr|ev],d.,5,(5)Juan Martin del Potro[ARG] [yr|ev],4-6 6-3 5-7 6-4 7-5,1.04,7.2%,69.9%,76.7%,44.0%,13/17,18.9%,72.3%,71.0%,51.2%,3/8,3:53,9
R64,4,(4)Andy Murray[GBR] [yr|ev],d.,267,(Q)Vincent Millot[FRA] [yr|ev],6-2 6-2 7-5,1.78,6.7%,58.7%,79.5%,54.8%,1/4,2.0%,54.5%,46.3%,44.4%,9/17,2:01,1
R64,27,(26)Feliciano Lopez[ESP] [yr|ev],d.,144,(Q)Michael Berrer[GER] [yr|ev],6-4 7-6(6) 6-4,1.30,8.2%,61.9%,75.0%,62.2%,2/4,5.6%,69.4%,65.3%,51.5%,8/12,2:13,12
R64,119,(LL)Stephane Robert[FRA] [yr|ev],d.,64,Michal Przysiezny[POL] [yr|ev],7-6(3) 6-1 6-7(3) 6-1,1.42,9.7%,57.3%,77.5%,58.5%,5/7,9.2%,55.0%,65.3%,45.8%,11/17,2:33,50
R64,106,(LL)Martin Klizan[SVK] [yr|ev],d.,185,(Q)Blaz Rola[SLO] [yr|ev],6-4 6-3 5-7 7-6(2),1.35,13.8%,57.8%,73.1%,69.4%,1/4,8.2%,63.0%,71.7%,44.4%,9/14,2:52,24
R64,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,129,(Q)Thomaz Bellucci[BRA] [yr|ev],7-6(6) 6-4 6-4,1.55,14.1%,64.1%,86.4%,54.5%,3/4,8.5%,45.3%,64.6%,58.6%,6/9,2:15,5
R64,19,(18)Gilles Simon[FRA] [yr|ev],d.,36,Marin Cilic[CRO] [yr|ev],4-6 7-6(3) 6-7(5) 6-1 6-2,1.08,3.9%,49.4%,73.0%,45.1%,8/15,10.2%,49.7%,68.5%,43.2%,2/12,3:57,6
R64,79,Teymuraz Gabashvili[RUS] [yr|ev],d.,33,(31)Fernando Verdasco[ESP] [yr|ev],7-6(1) 3-6 2-6 6-4 6-4,0.95,1.4%,68.5%,64.3%,55.6%,4/10,6.9%,58.5%,68.8%,56.1%,12/17,3:31,43
R64,6,(6)Roger Federer[SUI] [yr|ev],d.,99,Blaz Kavcic[SLO] [yr|ev],6-2 6-1 7-6(4),1.71,14.5%,76.3%,77.6%,50.0%,1/2,6.1%,61.6%,52.5%,47.4%,5/11,1:47,1
R64,7,(7)Tomas Berdych[CZE] [yr|ev],d.,86,Kenny De Schepper[FRA] [yr|ev],6-4 6-1 6-3,2.30,7.6%,63.6%,88.1%,62.5%,0/0,9.5%,64.3%,61.1%,33.3%,3/8,1:42,4
R64,188,(Q)Damir Dzumhur[BIH] [yr|ev],d.,34,(32)Ivan Dodig[CRO] [yr|ev],4-6 4-6 6-3 4-1 RET,1.05,7.4%,51.1%,75.0%,56.5%,4/7,15.2%,56.5%,76.9%,47.5%,2/5,2:22,23
R64,21,(19)Kevin Anderson[RSA] [yr|ev],d.,136,(Q)Dominic Thiem[AUT] [yr|ev],6-4 6-3 6-4,1.44,18.8%,63.7%,84.3%,62.1%,2/2,13.2%,57.9%,77.3%,50.0%,2/5,1:47,5
R64,40,Edouard Roger-Vasselin[FRA] [yr|ev],d.,58,Guillermo Garcia Lopez[ESP] [yr|ev],7-6(1) 6-4 4-6 6-1,1.15,9.0%,57.4%,70.0%,53.8%,9/13,7.2%,51.2%,71.9%,42.6%,10/17,2:51,N/A
R64,37,Florian Mayer[GER] [yr|ev],d.,15,(14)Mikhail Youzhny[RUS] [yr|ev],6-4 3-6 6-3 3-6 6-3,1.18,14.2%,59.8%,76.3%,66.7%,4/7,10.4%,52.6%,74.6%,59.4%,9/13,3:06,18
R64,20,(20)Jerzy Janowicz[POL] [yr|ev],d.,48,Pablo Andujar[ESP] [yr|ev],4-6 7-6(3) 7-6(5) 6-3,0.97,9.4%,67.3%,71.0%,48.1%,8/11,7.8%,79.4%,64.3%,65.5%,8/11,3:25,14
R64,31,(29)Jeremy Chardy[FRA] [yr|ev],d.,56,Alexandr Dolgopolov[UKR] [yr|ev],7-5 7-6(5) 6-7(3) 7-6(5),1.05,13.8%,59.4%,77.9%,46.2%,8/12,9.2%,70.6%,69.6%,47.9%,9/14,3:31,25
R64,3,(3)David Ferrer[ESP] [yr|ev],d.,71,Adrian Mannarino[FRA] [yr|ev],7-6(2) 5-7 6-0 6-3,1.33,0.0%,68.6%,69.1%,48.6%,5/10,2.2%,56.2%,57.1%,41.7%,8/17,3:02,3
R64,8,(8)Stan Wawrinka[SUI] [yr|ev],d.,87,Alejandro Falla[COL] [yr|ev],6-3 6-3 6-7(4) 6-4,1.38,7.3%,54.8%,83.8%,55.4%,5/7,0.7%,59.3%,70.0%,45.5%,11/17,2:47,3
R64,30,(28)Vasek Pospisil[CAN] [yr|ev],d.,67,Matthew Ebden[AUS] [yr|ev],3-6 7-6(6) 7-6(9) 6-1,1.13,10.9%,60.2%,76.6%,60.8%,8/11,7.2%,68.8%,74.4%,48.7%,1/5,2:49,25
R64,18,(17)Tommy Robredo[ESP] [yr|ev],d.,38,Julien Benneteau[FRA] [yr|ev],6-3 6-7(4) 6-1 7-6(6),1.28,12.0%,57.0%,75.3%,62.3%,10/11,9.0%,62.6%,70.1%,46.6%,9/13,3:32,5
R64,9,(9)Richard Gasquet[FRA] [yr|ev],d.,61,Nikolay Davydenko[RUS] [yr|ev],7-6(3) 6-4 6-4,1.18,9.0%,57.0%,70.2%,51.2%,1/5,6.7%,75.2%,59.5%,42.3%,4/10,2:20,7
R64,16,(15)Fabio Fognini[ITA] [yr|ev],d.,39,Jarkko Nieminen[FIN] [yr|ev],7-5 6-4 3-6 6-2,1.07,6.2%,60.3%,75.0%,44.8%,14/16,2.3%,65.2%,66.3%,50.0%,10/15,2:47,9
R64,51,Sam Querrey[USA] [yr|ev],d.,24,(23)Ernests Gulbis[LAT] [yr|ev],6-2 6-3 6-4,1.99,26.8%,71.8%,88.2%,55.0%,2/3,9.2%,46.1%,65.7%,51.2%,4/9,1:37,11
R64,49,Denis Istomin[UZB] [yr|ev],d.,26,(30)Dmitry Tursunov[RUS] [yr|ev],7-6(3) 4-6 6-1 6-4,1.29,11.9%,55.9%,72.7%,67.3%,7/10,4.3%,53.9%,72.6%,49.1%,3/8,2:44,33
R64,2,(2)Novak Djokovic[SRB] [yr|ev],d.,98,Leonardo Mayer[ARG] [yr|ev],6-0 6-4 6-4,2.25,17.9%,65.7%,81.8%,73.9%,0/0,3.5%,51.8%,63.6%,41.5%,1/6,1:47,1
R128,1,(1)Rafael Nadal[ESP] [yr|ev],d.,57,Bernard Tomic[AUS] [yr|ev],6-4 RET,1.55,19.2%,61.5%,87.5%,60.0%,0/0,10.7%,67.9%,78.9%,33.3%,0/1,0:41,1
R128,570,(WC)Thanasi Kokkinakis[AUS] [yr|ev],d.,73,Igor Sijsling[NED] [yr|ev],7-6(4) 0-6 7-6(3) 6-2,0.94,4.1%,53.7%,69.6%,52.9%,5/9,16.3%,59.3%,78.1%,44.0%,2/5,3:02,65
R128,95,Jack Sock[USA] [yr|ev],d.,78,Tobias Kamke[GER] [yr|ev],7-6(5) 5-7 6-2 6-4,1.05,10.8%,50.0%,73.0%,58.1%,10/12,4.4%,48.5%,77.3%,51.4%,6/10,4:02,8
R128,32,(25)Gael Monfils[FRA] [yr|ev],d.,110,Ryan Harrison[USA] [yr|ev],6-4 6-4 6-4,1.68,12.8%,65.4%,86.3%,63.0%,0/0,2.2%,61.3%,73.7%,47.2%,1/4,1:51,6
R128,25,(24)Andreas Seppi[ITA] [yr|ev],d.,43,Lleyton Hewitt[AUS] [yr|ev],7-6(4) 6-3 5-7 5-7 7-5,0.98,9.7%,58.5%,69.9%,54.8%,6/13,13.0%,50.8%,84.4%,43.7%,11/18,4:18,18
R128,91,Donald Young[USA] [yr|ev],d.,45,Robin Haase[NED] [yr|ev],6-7(4) 7-6(2) 6-2 1-0 RET,1.34,0.0%,72.6%,75.3%,55.2%,3/4,8.9%,65.3%,67.9%,44.2%,5/7,2:34,38
R128,117,(Q)Dusan Lajovic[SRB] [yr|ev],d.,193,(WC)Lucas Pouille[FRA] [yr|ev],6-4 7-6(9) 4-6 6-3,1.16,5.3%,60.6%,66.3%,57.7%,4/8,1.5%,62.2%,66.7%,41.2%,5/10,3:03,23
R128,17,(16)Kei Nishikori[JPN] [yr|ev],d.,54,Marinko Matosevic[AUS] [yr|ev],6-3 5-7 6-2 4-6 6-2,1.28,4.2%,67.1%,71.9%,55.3%,6/9,7.6%,59.9%,66.0%,43.5%,8/15,3:41,4
R128,11,(11)Milos Raonic[CAN] [yr|ev],d.,77,Daniel Gimeno Traver[ESP] [yr|ev],7-6(2) 6-1 4-6 6-2,1.60,20.8%,64.4%,86.2%,47.2%,3/6,4.1%,56.6%,62.3%,47.2%,13/20,2:24,3
R128,76,Victor Hanescu[ROU] [yr|ev],d.,135,(Q)Peter Gojowczyk[GER] [yr|ev],7-6(5) 7-6(5) 6-3,1.19,6.7%,65.0%,75.6%,57.1%,5/6,6.7%,54.8%,77.2%,46.8%,5/7,2:16,26
R128,53,Yen Hsun Lu[TPE] [yr|ev],d.,173,(Q)Jimmy Wang[TPE] [yr|ev],6-3 6-2 6-1,1.34,11.8%,61.8%,70.2%,37.9%,4/7,1.0%,63.4%,50.0%,32.4%,10/19,1:48,33
R128,22,(22)Grigor Dimitrov[BUL] [yr|ev],d.,93,Bradley Klahn[USA] [yr|ev],6-7(7) 6-4 6-4 6-3,1.73,13.0%,57.4%,88.7%,65.2%,0/0,7.7%,57.7%,72.0%,50.9%,4/8,2:34,3
R128,28,(27)Benoit Paire[FRA] [yr|ev],d.,122,(Q)Frank Dancevic[CAN] [yr|ev],7-6(12) 6-3 6-4,1.34,22.6%,56.6%,90.0%,47.8%,3/4,11.1%,60.2%,73.8%,44.2%,9/12,2:12,18
R128,183,(WC)Nick Kyrgios[AUS] [yr|ev],d.,81,Benjamin Becker[GER] [yr|ev],6-3 6-7(5) 6-2 7-6(2),1.25,27.6%,56.1%,91.3%,40.7%,4/7,9.7%,52.4%,67.7%,54.2%,2/8,2:32,13
R128,62,Roberto Bautista Agut[ESP] [yr|ev],d.,90,Tim Smyczek[USA] [yr|ev],6-2 6-1 6-1,2.06,1.6%,82.0%,74.0%,63.6%,1/2,9.0%,60.7%,51.9%,28.6%,10/18,1:30,9
R128,5,(5)Juan Martin del Potro[ARG] [yr|ev],d.,130,(Q)Rhyne Williams[USA] [yr|ev],6-7(1) 6-3 6-4 6-4,1.24,13.9%,63.5%,83.6%,57.1%,1/2,25.4%,57.0%,80.0%,51.0%,4/8,3:04,3
R128,4,(4)Andy Murray[GBR] [yr|ev],d.,112,Go Soeda[JPN] [yr|ev],6-1 6-1 6-3,2.13,18.6%,69.5%,80.5%,61.1%,0/0,8.1%,60.8%,62.2%,20.7%,6/13,1:27,1
R128,267,(Q)Vincent Millot[FRA] [yr|ev],d.,139,(Q)Wayne Odesnik[USA] [yr|ev],7-5 4-6 6-7(4) 6-1 6-3,1.11,10.8%,57.8%,66.7%,47.1%,13/20,6.7%,66.7%,60.0%,41.8%,15/26,3:29,135
R128,144,(Q)Michael Berrer[GER] [yr|ev],d.,102,Michael Llodra[FRA] [yr|ev],6-4 7-5 6-1,1.88,12.3%,63.0%,84.8%,70.4%,2/2,10.4%,71.9%,68.1%,44.4%,7/12,1:34,42
R128,27,(26)Feliciano Lopez[ESP] [yr|ev],d.,97,Somdev Devvarman[IND] [yr|ev],6-4 6-4 7-6(2),1.42,12.6%,65.3%,80.6%,54.5%,5/7,5.8%,51.9%,63.0%,56.0%,3/7,2:13,12
R128,119,(LL)Stephane Robert[FRA] [yr|ev],d.,104,Aljaz Bedene[SLO] [yr|ev],7-6(3) 6-3 6-0,1.54,5.6%,46.5%,75.8%,55.3%,1/5,15.0%,54.2%,69.0%,18.4%,8/17,1:53,50
R128,64,Michal Przysiezny[POL] [yr|ev],d.,65,Horacio Zeballos[ARG] [yr|ev],6-3 7-6(4) 7-5,1.45,16.9%,68.5%,78.7%,60.7%,2/4,11.0%,60.0%,71.7%,45.0%,3/8,2:06,57
R128,185,(Q)Blaz Rola[SLO] [yr|ev],d.,55,Federico Delbonis[ARG] [yr|ev],6-4 6-2 7-5,1.32,5.9%,67.6%,82.6%,39.4%,8/8,4.3%,63.0%,65.5%,47.1%,5/9,2:08,78
R128,106,(LL)Martin Klizan[SVK] [yr|ev],d.,13,(13)John Isner[USA] [yr|ev],6-2 7-6(6) RET,2.16,15.5%,55.2%,84.4%,80.8%,3/3,14.9%,77.6%,69.2%,40.0%,3/5,1:22,24
R128,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,70,Filippo Volandri[ITA] [yr|ev],7-5 6-3 6-3,1.66,18.3%,62.2%,72.5%,74.2%,1/2,2.0%,60.6%,61.7%,46.2%,8/13,1:50,5
R128,129,(Q)Thomaz Bellucci[BRA] [yr|ev],d.,88,Julian Reister[GER] [yr|ev],4-6 6-3 7-6(5) RET,1.05,8.1%,53.5%,75.5%,50.0%,4/8,5.4%,62.0%,75.4%,40.0%,3/7,2:12,21
R128,36,Marin Cilic[CRO] [yr|ev],d.,35,Marcel Granollers[ESP] [yr|ev],4-6 4-6 6-3 6-3 6-2,1.42,18.3%,58.3%,82.9%,58.0%,1/3,8.7%,61.1%,70.3%,46.6%,3/8,3:12,3
R128,19,(18)Gilles Simon[FRA] [yr|ev],d.,59,Daniel Brands[GER] [yr|ev],6-7(4) 6-4 3-6 6-3 16-14,0.86,12.5%,55.6%,79.7%,50.0%,23/25,20.1%,62.7%,84.4%,48.7%,6/10,4:32,6
R128,33,(31)Fernando Verdasco[ESP] [yr|ev],d.,253,(Q)Ze Zhang[CHN] [yr|ev],5-7 6-3 6-2 6-3,1.36,17.4%,60.9%,84.3%,53.3%,4/5,6.3%,57.7%,68.8%,53.2%,9/14,2:26,7
R128,79,Teymuraz Gabashvili[RUS] [yr|ev],d.,82,Sergiy Stakhovsky[UKR] [yr|ev],6-7(3) 6-4 6-2 6-0,1.27,4.4%,57.9%,74.2%,50.0%,3/6,10.7%,55.0%,69.4%,35.6%,8/17,2:51,43
R128,99,Blaz Kavcic[SLO] [yr|ev],d.,44,Radek Stepanek[CZE] [yr|ev],6-7(3) 4-6 6-1 2-0 RET,1.24,9.7%,63.1%,66.2%,57.9%,7/11,4.1%,50.8%,59.7%,48.3%,8/14,2:47,68
R128,6,(6)Roger Federer[SUI] [yr|ev],d.,133,(WC)James Duckworth[AUS] [yr|ev],6-4 6-4 6-2,1.65,14.1%,57.7%,88.9%,57.6%,1/1,14.1%,52.2%,75.0%,43.2%,13/17,1:46,1
R128,7,(7)Tomas Berdych[CZE] [yr|ev],d.,94,Aleksandr Nedovyesov[KAZ] [yr|ev],6-3 6-4 6-3,2.29,11.3%,66.2%,83.0%,79.2%,2/2,8.6%,61.3%,64.9%,47.2%,10/14,1:50,4
R128,86,Kenny De Schepper[FRA] [yr|ev],d.,203,(WC)Di Wu[CHN] [yr|ev],7-5 7-5 7-6(2),1.08,14.3%,63.2%,75.0%,40.8%,11/13,2.4%,58.7%,62.2%,55.8%,7/11,2:42,62
R128,188,(Q)Damir Dzumhur[BIH] [yr|ev],d.,103,Jan Hajek[CZE] [yr|ev],6-4 6-2 6-1,2.07,5.9%,52.9%,86.1%,59.4%,1/2,2.4%,73.2%,51.7%,27.3%,5/12,1:26,23
R128,34,(32)Ivan Dodig[CRO] [yr|ev],d.,75,Ivo Karlovic[CRO] [yr|ev],7-6(8) 6-3 7-6(4),1.39,8.0%,83.0%,81.9%,70.6%,2/3,24.8%,66.3%,82.1%,52.9%,1/3,1:54,29
R128,21,(19)Kevin Anderson[RSA] [yr|ev],d.,83,Jiri Vesely[CZE] [yr|ev],2-6 6-7(4) 6-4 6-4 6-4,1.07,14.4%,63.0%,82.6%,51.9%,4/6,9.9%,56.8%,75.0%,61.4%,11/14,3:49,5
R128,136,(Q)Dominic Thiem[AUT] [yr|ev],d.,50,Joao Sousa[POR] [yr|ev],5-7 6-4 6-3 7-6(3),1.18,14.6%,55.5%,78.9%,50.8%,5/8,5.6%,65.3%,60.6%,60.0%,7/12,3:05,3
R128,40,Edouard Roger-Vasselin[FRA] [yr|ev],d.,41,Carlos Berlocq[ARG] [yr|ev],6-4 7-6(5) 6-7(9) 6-2,1.07,3.6%,64.9%,61.5%,54.2%,9/13,6.2%,57.2%,59.0%,51.6%,9/16,3:48,N/A
R128,58,Guillermo Garcia Lopez[ESP] [yr|ev],d.,12,(12)Tommy Haas[GER] [yr|ev],7-5 5-2 RET,1.23,11.7%,58.3%,77.1%,44.0%,1/2,6.7%,51.7%,71.0%,37.9%,0/4,1:20,23
R128,15,(14)Mikhail Youzhny[RUS] [yr|ev],d.,105,Jan Lennard Struff[GER] [yr|ev],6-1 6-4 6-2,1.49,5.8%,68.6%,66.1%,63.0%,3/5,2.7%,49.3%,64.9%,31.6%,2/9,1:49,8
R128,37,Florian Mayer[GER] [yr|ev],d.,113,(Q)Denis Kudla[USA] [yr|ev],6-4 6-2 6-4,1.49,7.2%,59.0%,75.5%,61.8%,2/3,1.0%,59.4%,61.4%,46.2%,6/11,1:45,18
