Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
4,Andy Murray,GBR,6,1152,93.6%,26.7%,89,16.9%,10,1.9%,56.6%,83.3%,62.4%,74.2%,25,76.0%,39.6%,61,39.3%,55.5%,1.54,12:30
,Mardy Fish,USA,2,438,88.6%,11.4%,55,29.1%,2,1.1%,65.6%,87.9%,53.8%,76.2%,8,50.0%,35.3%,19,21.1%,53.0%,1.48,4:23
15,Lleyton Hewitt,AUS,4,758,87.5%,29.2%,29,8.2%,10,2.8%,57.7%,83.7%,55.7%,71.9%,17,52.9%,41.4%,36,52.8%,55.5%,1.47,8:35
2,Rafael Nadal,ESP,7,1469,93.5%,26.0%,54,7.6%,15,2.1%,68.1%,79.0%,61.9%,73.6%,23,65.2%,36.8%,71,45.1%,54.5%,1.39,17:31
5,Andy Roddick,USA,4,1010,97.6%,15.7%,104,21.0%,11,2.2%,70.6%,83.4%,54.1%,74.8%,14,85.7%,33.3%,31,41.9%,53.7%,1.32,11:18
1,Roger Federer,SUI,5,1134,91.1%,22.0%,69,12.8%,14,2.6%,63.5%,77.3%,60.4%,71.1%,22,63.6%,37.9%,55,36.4%,53.7%,1.31,11:38
3,Novak Djokovic,SRB,6,1250,87.0%,26.8%,59,10.2%,38,6.6%,63.5%,76.6%,56.9%,69.4%,34,61.8%,40.2%,63,41.3%,53.7%,1.31,14:32
6,Robin Soderling,SWE,5,1010,89.5%,26.2%,79,16.0%,27,5.5%,62.3%,84.7%,48.4%,71.1%,25,64.0%,37.8%,44,50.0%,54.1%,1.31,10:37
12,Tomas Berdych,CZE,7,1594,92.3%,16.9%,111,14.3%,23,3.0%,58.6%,83.3%,58.7%,73.1%,35,71.4%,34.9%,53,39.6%,53.5%,1.30,17:49
,Illya Marchenko,UKR,2,117,90.9%,30.0%,10,16.7%,1,1.7%,70.0%,76.2%,55.6%,70.0%,1,0.0%,38.6%,7,42.9%,54.7%,1.29,1:25
,Lukas Lacko,SVK,2,560,88.6%,17.4%,26,10.1%,11,4.3%,65.4%,79.2%,58.4%,72.0%,13,61.5%,34.3%,23,34.8%,51.6%,1.23,5:38
,Michael Russell,USA,2,618,76.1%,24.5%,18,6.4%,11,3.9%,63.1%,70.8%,59.6%,66.7%,22,50.0%,39.9%,25,48.0%,52.1%,1.20,6:52
,Michael Llodra,FRA,2,469,90.0%,12.5%,34,15.8%,5,2.3%,63.7%,81.0%,57.7%,72.6%,7,42.9%,32.7%,17,29.4%,51.0%,1.19,4:51
9,David Ferrer,ESP,4,1017,83.7%,23.5%,61,12.1%,16,3.2%,64.5%,76.0%,52.0%,67.5%,40,65.0%,38.4%,43,46.5%,52.8%,1.18,10:39
,Marcel Granollers,ESP,2,315,81.5%,22.2%,23,16.0%,2,1.4%,58.3%,82.1%,50.0%,68.8%,8,37.5%,36.8%,16,37.5%,51.4%,1.18,3:12
10,Jo-Wilfried Tsonga,FRA,5,1273,91.3%,13.6%,99,15.7%,23,3.6%,64.6%,80.1%,55.8%,71.5%,38,76.3%,33.2%,41,34.1%,52.2%,1.17,12:54
,Thiemo De Bakker,NED,3,866,97.1%,15.3%,80,18.9%,9,2.1%,63.9%,87.1%,48.4%,73.1%,12,83.3%,31.4%,23,47.8%,51.8%,1.17,8:35
Q,Marsel Ilhan,TUR,2,515,85.7%,21.4%,42,16.4%,5,2.0%,69.5%,78.7%,44.9%,68.4%,17,64.7%,37.1%,20,45.0%,52.6%,1.17,5:27
,Viktor Troicki,SRB,2,519,92.1%,17.5%,53,21.2%,8,3.2%,62.4%,81.4%,48.9%,69.2%,18,83.3%,35.7%,21,33.3%,51.8%,1.16,5:09
Q,Ilija Bozoljac,SRB,2,575,88.4%,4.8%,58,22.1%,8,3.1%,65.3%,80.7%,53.8%,71.4%,17,70.6%,32.6%,17,11.8%,50.3%,1.14,5:46
,Xavier Malisse,BEL,3,924,85.1%,20.8%,54,11.9%,6,1.3%,60.0%,79.0%,53.0%,68.7%,29,62.1%,35.7%,35,42.9%,51.8%,1.14,9:42
Q,Nicolas Mahut,FRA,1,980,97.8%,1.1%,103,21.1%,21,4.3%,67.1%,86.6%,62.7%,78.7%,14,85.7%,23.8%,3,33.3%,51.2%,1.12,11:05
Q,Ivan Dodig,CRO,2,382,88.2%,18.8%,26,13.4%,8,4.1%,58.8%,78.9%,60.0%,71.1%,11,63.6%,31.9%,12,50.0%,51.8%,1.11,4:05
,Karol Beck,SVK,2,495,86.8%,18.4%,24,9.9%,7,2.9%,64.6%,75.2%,53.5%,67.5%,23,78.3%,36.1%,23,30.4%,51.5%,1.11,5:25
Q,Ricardas Berankis,LTU,2,445,89.2%,15.4%,27,12.4%,9,4.1%,56.0%,77.9%,61.5%,70.6%,9,55.6%,32.2%,10,60.0%,51.0%,1.10,4:28
21,Gael Monfils,FRA,3,634,92.0%,18.0%,69,21.8%,12,3.8%,60.6%,81.8%,51.2%,69.7%,18,77.8%,33.4%,28,32.1%,51.6%,1.10,6:34
,Rainer Schuettler,GER,2,435,75.7%,33.3%,8,3.8%,4,1.9%,63.8%,70.1%,53.9%,64.3%,13,30.8%,39.1%,29,41.4%,51.3%,1.10,4:32
22,Feliciano Lopez,ESP,3,713,84.5%,17.2%,57,16.6%,11,3.2%,51.9%,80.9%,54.5%,68.2%,24,62.5%,34.9%,36,27.8%,50.9%,1.10,7:50
Q,Martin Fischer,AUT,2,473,82.9%,25.7%,6,2.7%,6,2.7%,65.0%,69.9%,53.2%,64.1%,8,25.0%,39.1%,26,34.6%,50.7%,1.09,5:21
,Yen Hsun Lu,TPE,5,1068,90.6%,13.8%,77,14.7%,14,2.7%,61.3%,80.7%,52.2%,69.7%,32,75.0%,32.7%,34,35.3%,50.8%,1.08,12:28
32,Julien Benneteau,FRA,4,1072,77.8%,27.7%,69,13.1%,22,4.2%,67.2%,71.0%,48.6%,63.6%,48,62.5%,39.3%,47,48.9%,51.3%,1.08,11:30
,Denis Istomin,UZB,3,931,84.0%,18.4%,37,7.9%,5,1.1%,69.4%,73.9%,57.6%,68.9%,32,62.5%,33.2%,22,63.6%,51.2%,1.07,9:58
18,Sam Querrey,USA,4,976,88.2%,17.9%,75,15.2%,18,3.7%,63.6%,77.6%,53.6%,68.9%,30,70.0%,32.9%,41,34.1%,51.0%,1.06,9:56
,Arnaud Clement,FRA,3,635,88.7%,13.2%,31,9.9%,5,1.6%,63.1%,78.2%,52.2%,68.6%,17,64.7%,33.4%,17,41.2%,50.7%,1.06,7:14
WC,Andrey Kuznetsov,RUS,1,367,80.8%,19.2%,17,10.0%,7,4.1%,67.1%,73.7%,44.6%,64.1%,16,68.8%,38.1%,22,22.7%,50.1%,1.06,3:47
,Daniel Brands,GER,4,1035,89.0%,14.5%,83,16.2%,14,2.7%,65.3%,77.0%,57.3%,70.2%,17,47.1%,31.4%,25,48.0%,50.6%,1.05,11:05
13,Mikhail Youzhny,RUS,2,570,72.1%,32.6%,19,6.6%,8,2.8%,65.6%,65.6%,47.5%,59.4%,25,52.0%,42.6%,37,37.8%,51.1%,1.05,6:45
29,Philipp Kohlschreiber,GER,3,825,85.3%,11.9%,47,11.6%,12,3.0%,67.3%,78.7%,50.8%,69.6%,24,58.3%,31.8%,31,25.8%,50.3%,1.05,8:57
,Jeremy Chardy,FRA,3,810,88.2%,19.7%,68,16.3%,23,5.5%,56.2%,82.6%,49.7%,68.2%,31,74.2%,33.4%,30,43.3%,51.4%,1.05,8:07
,Juan Ignacio Chela,ARG,1,290,81.8%,8.7%,5,3.8%,4,3.1%,60.0%,75.6%,55.8%,67.7%,5,20.0%,33.8%,4,50.0%,49.0%,1.04,2:49
WC,Teymuraz Gabashvili,RUS,2,610,91.7%,16.7%,33,10.7%,13,4.2%,63.2%,76.8%,54.9%,68.7%,20,80.0%,32.7%,24,33.3%,50.8%,1.04,6:29
,Andreas Seppi,ITA,2,478,82.4%,14.7%,18,7.9%,7,3.1%,61.4%,78.6%,43.2%,64.9%,17,64.7%,36.4%,26,19.2%,50.0%,1.04,4:45
,Lukasz Kubot,POL,2,470,82.9%,22.5%,32,12.6%,16,6.3%,68.8%,75.9%,41.8%,65.2%,18,61.1%,35.9%,17,52.9%,51.7%,1.03,5:07
,Alexandr Dolgopolov,UKR,2,570,88.9%,15.6%,42,14.7%,14,4.9%,55.9%,76.3%,56.3%,67.5%,21,76.2%,33.5%,26,26.9%,50.5%,1.03,5:39
,Peter Luczak,AUS,2,474,85.0%,7.5%,27,11.3%,5,2.1%,64.7%,76.6%,54.8%,68.9%,11,45.5%,31.8%,6,50.0%,50.4%,1.02,5:17
25,Thomaz Bellucci,BRA,3,684,82.7%,19.2%,42,12.1%,9,2.6%,56.0%,78.5%,46.4%,64.4%,26,65.4%,36.3%,20,50.0%,50.6%,1.02,7:20
,Guillermo Garcia Lopez,ESP,1,330,69.2%,30.8%,6,3.7%,7,4.3%,51.6%,72.3%,42.3%,57.8%,17,52.9%,43.2%,20,40.0%,50.3%,1.02,3:36
7,Nikolay Davydenko,RUS,2,613,85.7%,16.0%,17,5.7%,8,2.7%,75.7%,73.6%,54.8%,69.0%,18,61.1%,31.6%,12,66.7%,49.9%,1.02,6:37
,Benjamin Becker,GER,2,376,85.3%,17.1%,35,18.9%,10,5.4%,60.0%,87.4%,47.3%,71.4%,12,58.3%,29.3%,15,40.0%,50.0%,1.02,3:37
LL,Stefan Koubek,AUT,1,267,76.2%,14.3%,4,3.1%,2,1.6%,62.2%,68.4%,52.1%,62.2%,10,50.0%,38.6%,11,27.3%,49.8%,1.02,2:37
Q,Brendan Evans,USA,2,459,87.2%,10.5%,34,15.0%,15,6.6%,59.5%,79.3%,57.6%,70.5%,7,28.6%,29.7%,11,36.4%,49.9%,1.01,4:01
33,Philipp Petzschner,GER,3,869,81.9%,15.1%,50,11.8%,10,2.4%,61.1%,78.0%,49.1%,66.7%,30,56.7%,33.5%,29,37.9%,49.7%,1.01,9:14
28,Albert Montanes,ESP,3,624,90.4%,13.7%,22,6.6%,6,1.8%,66.8%,77.1%,52.3%,68.9%,18,72.2%,31.0%,13,53.8%,51.3%,1.00,5:50
,Santiago Giraldo,COL,1,424,89.2%,2.8%,11,5.1%,3,1.4%,70.1%,76.7%,59.4%,71.5%,9,55.6%,28.1%,6,16.7%,50.0%,0.99,4:06
16,Jurgen Melzer,AUT,4,891,84.4%,20.3%,48,10.3%,20,4.3%,64.5%,73.2%,54.8%,66.7%,33,63.6%,32.9%,32,46.9%,50.6%,0.99,8:58
,Florent Serra,FRA,2,458,80.0%,21.6%,13,5.8%,4,1.8%,59.2%,70.5%,51.6%,62.8%,9,22.2%,36.2%,18,44.4%,49.1%,0.97,4:48
,Florian Mayer,GER,3,605,91.7%,15.2%,14,4.3%,7,2.1%,65.0%,74.1%,53.5%,66.9%,26,84.6%,32.3%,26,26.9%,50.9%,0.97,6:28
,Michal Przysiezny,POL,2,381,80.6%,21.2%,18,9.4%,7,3.6%,60.9%,75.2%,48.0%,64.6%,15,60.0%,34.4%,13,53.8%,49.6%,0.97,4:38
,Fabio Fognini,ITA,3,866,73.1%,24.6%,22,5.0%,22,5.0%,61.7%,71.5%,45.9%,61.7%,33,45.5%,37.0%,33,48.5%,49.7%,0.97,9:27
,Paul Henri Mathieu,FRA,4,982,83.1%,16.0%,42,8.4%,20,4.0%,51.9%,77.3%,53.9%,66.1%,36,63.9%,33.1%,34,35.3%,49.9%,0.97,11:00
,Dudi Sela,ISR,1,284,60.0%,33.3%,3,2.2%,5,3.6%,54.3%,65.3%,39.7%,53.6%,23,65.2%,44.5%,11,63.6%,48.9%,0.96,3:13
,Stephane Robert,FRA,1,295,76.0%,28.0%,5,3.2%,9,5.8%,59.1%,72.5%,47.6%,62.3%,14,57.1%,36.2%,13,53.8%,49.8%,0.96,2:46
,Andreas Beck,GER,2,501,82.9%,18.4%,15,5.7%,14,5.4%,54.4%,75.4%,55.5%,66.3%,18,61.1%,32.5%,25,28.0%,50.1%,0.96,5:48
Q,Tobias Kamke,GER,3,758,79.3%,20.3%,11,2.9%,18,4.7%,59.2%,66.7%,52.9%,61.1%,37,67.6%,37.0%,35,34.3%,49.1%,0.95,7:55
31,Victor Hanescu,ROU,3,895,85.5%,13.0%,60,13.0%,11,2.4%,71.4%,73.6%,49.2%,66.6%,35,71.4%,31.8%,28,32.1%,49.7%,0.95,9:31
,Robin Haase,NED,2,412,83.3%,16.7%,37,18.1%,4,2.0%,62.3%,77.2%,50.6%,67.2%,19,68.4%,31.3%,15,40.0%,49.0%,0.95,3:59
,Kevin Anderson,RSA,1,374,87.1%,10.0%,36,18.8%,9,4.7%,67.7%,81.5%,41.9%,68.8%,7,42.9%,29.1%,10,30.0%,49.5%,0.93,4:13
,Evgeny Korolev,KAZ,2,371,77.4%,20.7%,19,9.3%,4,2.0%,57.8%,74.6%,44.2%,61.8%,17,58.8%,34.7%,12,50.0%,49.6%,0.91,3:49
LL,Julian Reister,GER,2,484,76.3%,20.0%,11,4.4%,5,2.0%,73.8%,61.7%,63.1%,62.1%,17,47.1%,34.3%,18,44.4%,48.6%,0.91,5:06
,Kristof Vliegen,BEL,1,336,69.6%,16.7%,12,7.7%,6,3.9%,56.8%,64.8%,49.3%,58.1%,9,22.2%,37.6%,15,26.7%,47.0%,0.90,3:34
Q,Rik De Voest,RSA,1,242,70.0%,15.8%,9,7.3%,1,0.8%,62.1%,68.8%,46.8%,60.5%,14,57.1%,35.6%,7,42.9%,48.3%,0.90,2:32
20,Stan Wawrinka,SUI,1,288,82.6%,12.0%,9,6.7%,10,7.4%,62.2%,66.7%,64.7%,65.9%,5,20.0%,29.4%,3,100.0%,46.5%,0.86,3:05
