Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(2)Rafael Nadal[ESP] [yr|ev],d.,13,(12)Tomas Berdych[CZE] [yr|ev],6-3 7-5 6-4,1.25,5.6%,68.9%,77.4%,64.3%,4/4,16.0%,59.3%,72.9%,57.6%,2/6,2:13,1
SF,13,(12)Tomas Berdych[CZE] [yr|ev],d.,3,(3)Novak Djokovic[SRB] [yr|ev],6-3 7-6(9) 6-3,1.33,10.8%,56.9%,81.0%,63.6%,3/4,10.2%,72.7%,73.4%,41.7%,4/7,2:18,4
SF,1,(2)Rafael Nadal[ESP] [yr|ev],d.,4,(4)Andy Murray[GBR] [yr|ev],6-4 7-6(6) 6-4,1.09,4.1%,70.1%,77.9%,58.6%,2/3,16.3%,59.8%,78.2%,56.8%,1/4,2:22,1
QF,13,(12)Tomas Berdych[CZE] [yr|ev],d.,2,(1)Roger Federer[SUI] [yr|ev],6-4 3-6 6-1 6-4,1.10,9.7%,58.1%,81.9%,44.2%,7/8,11.6%,67.8%,69.5%,48.7%,2/6,2:35,4
QF,3,(3)Novak Djokovic[SRB] [yr|ev],d.,82,Yen Hsun Lu[TPE] [yr|ev],6-3 6-2 6-2,2.55,6.2%,63.1%,85.4%,75.0%,0/0,4.6%,62.1%,64.8%,33.3%,10/15,1:51,1
QF,4,(4)Andy Murray[GBR] [yr|ev],d.,10,(10)Jo-Wilfried Tsonga[FRA] [yr|ev],6-7(5) 7-6(5) 6-2 6-2,1.50,11.8%,54.6%,83.1%,63.0%,5/6,9.6%,65.1%,66.3%,51.0%,11/16,2:49,1
QF,1,(2)Rafael Nadal[ESP] [yr|ev],d.,6,(6)Robin Soderling[SWE] [yr|ev],3-6 6-3 7-6(4) 6-1,1.07,9.5%,67.5%,69.4%,61.0%,4/7,16.3%,59.6%,82.3%,38.1%,4/9,2:43,1
R16,2,(1)Roger Federer[SUI] [yr|ev],d.,16,(16)Jurgen Melzer[AUT] [yr|ev],6-3 6-2 6-3,2.14,16.9%,52.3%,85.3%,67.7%,0/1,7.8%,71.4%,52.7%,45.5%,4/10,1:24,1
R16,13,(12)Tomas Berdych[CZE] [yr|ev],d.,98,Daniel Brands[GER] [yr|ev],4-6 7-6(1) 7-5 6-3,1.32,15.2%,58.3%,80.5%,60.0%,5/7,12.1%,65.2%,71.7%,46.9%,5/8,3:04,4
R16,3,(3)Novak Djokovic[SRB] [yr|ev],d.,26,(15)Lleyton Hewitt[AUS] [yr|ev],7-5 6-4 3-6 6-4,0.98,7.3%,60.5%,76.0%,53.1%,6/9,4.5%,61.3%,77.9%,51.2%,5/9,2:54,1
