Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
12,Fernando Gonzalez,CHI,6,1161,90.8%,31.0%,65,11.9%,10,1.8%,66.5%,77.4%,62.3%,72.3%,27,66.7%,41.0%,64,48.4%,55.7%,1.48,11:57
2,Roger Federer,SUI,7,1648,88.6%,26.4%,80,10.4%,8,1.0%,64.4%,78.9%,57.8%,71.4%,42,64.3%,40.5%,76,44.7%,55.0%,1.42,18:35
6,Andy Roddick,USA,4,643,89.1%,26.4%,37,12.0%,3,1.0%,73.1%,77.8%,56.6%,72.1%,18,66.7%,39.4%,42,33.3%,55.1%,1.41,7:00
Q,Leonardo Mayer,ARG,2,511,90.2%,15.0%,23,10.0%,6,2.6%,62.4%,82.5%,60.5%,74.2%,11,63.6%,34.8%,27,22.2%,52.4%,1.35,5:36
5,Juan Martin del Potro,ARG,6,1198,89.7%,35.4%,59,9.8%,20,3.3%,59.6%,80.7%,49.8%,68.2%,28,64.3%,42.4%,68,50.0%,55.3%,1.33,14:13
1,Rafael Nadal,ESP,4,749,85.2%,35.0%,15,4.2%,3,0.8%,73.9%,70.1%,59.8%,67.4%,20,55.0%,43.4%,41,51.2%,54.7%,1.33,10:01
10,Nikolay Davydenko,RUS,5,897,82.9%,37.0%,12,2.9%,15,3.6%,70.4%,70.6%,58.5%,67.1%,30,60.0%,43.7%,60,45.0%,54.5%,1.33,11:04
13,Marin Cilic,CRO,4,737,83.3%,40.4%,25,7.3%,14,4.1%,56.1%,74.5%,53.3%,65.2%,22,59.1%,46.1%,58,36.2%,55.0%,1.32,8:34
8,Fernando Verdasco,ESP,4,713,83.3%,32.1%,23,6.9%,7,2.1%,75.7%,72.2%,50.6%,67.0%,19,52.6%,42.6%,49,34.7%,54.0%,1.29,8:15
16,Tommy Robredo,ESP,5,971,87.0%,30.4%,21,4.6%,19,4.1%,61.2%,74.8%,56.4%,67.7%,33,69.7%,41.4%,58,41.4%,53.9%,1.28,11:29
11,Gael Monfils,FRA,5,897,91.5%,31.9%,45,9.9%,5,1.1%,62.5%,74.6%,55.9%,67.5%,27,77.8%,41.0%,39,59.0%,54.4%,1.26,9:32
4,Novak Djokovic,SRB,3,472,80.0%,32.4%,9,4.3%,5,2.4%,66.5%,69.8%,52.9%,64.1%,15,53.3%,43.7%,31,35.5%,52.8%,1.22,5:43
17,Stan Wawrinka,SUI,3,649,77.4%,29.6%,24,8.0%,8,2.7%,61.9%,74.6%,51.8%,65.9%,22,45.5%,41.4%,36,44.4%,52.7%,1.21,8:10
23,Robin Soderling,SWE,7,1631,86.0%,24.6%,54,6.8%,16,2.0%,60.7%,74.0%,57.2%,67.4%,42,57.1%,39.3%,77,40.3%,53.0%,1.21,18:28
,Andreas Beck,GER,2,500,91.9%,13.2%,9,3.8%,6,2.5%,61.2%,75.9%,65.2%,71.7%,14,78.6%,33.1%,15,33.3%,51.4%,1.17,6:02
,Daniel Koellerer,AUT,1,272,81.0%,22.7%,6,5.1%,5,4.3%,66.7%,70.5%,59.0%,66.7%,10,60.0%,38.7%,16,31.3%,50.7%,1.16,3:43
24,Jurgen Melzer,AUT,3,616,78.3%,28.3%,24,8.2%,6,2.1%,63.4%,71.9%,50.5%,64.0%,21,52.4%,41.7%,32,40.6%,52.3%,1.16,6:49
3,Andy Murray,GBR,5,957,74.3%,37.8%,37,7.7%,6,1.3%,60.0%,70.1%,50.0%,62.1%,45,57.8%,43.8%,53,52.8%,53.0%,1.16,11:00
30,Victor Hanescu,ROU,4,879,85.7%,17.5%,22,5.2%,9,2.1%,68.9%,74.0%,51.5%,67.0%,38,76.3%,38.0%,44,25.0%,52.0%,1.15,9:47
31,Nicolas Almagro,ESP,3,614,91.8%,22.0%,31,10.1%,4,1.3%,54.5%,79.2%,60.0%,70.5%,10,60.0%,33.7%,21,52.4%,52.1%,1.14,6:58
29,Philipp Kohlschreiber,GER,4,871,79.2%,33.3%,15,3.3%,5,1.1%,64.7%,64.3%,61.0%,63.1%,36,58.3%,42.0%,44,54.5%,52.9%,1.14,10:22
,Marc Gicquel,FRA,3,620,87.2%,22.9%,29,9.7%,6,2.0%,56.7%,72.8%,59.7%,67.1%,22,72.7%,37.3%,27,40.7%,51.6%,1.13,7:06
7,Gilles Simon,FRA,3,673,86.3%,22.0%,27,8.1%,8,2.4%,52.3%,73.6%,56.6%,65.5%,31,77.4%,38.5%,35,31.4%,51.9%,1.12,7:39
,Ernests Gulbis,LAT,2,434,87.2%,10.8%,36,16.6%,1,0.5%,65.0%,83.0%,55.3%,73.3%,11,54.5%,30.0%,7,57.1%,51.6%,1.12,4:28
32,Paul Henri Mathieu,FRA,3,576,84.4%,28.3%,22,7.4%,4,1.3%,58.2%,73.0%,51.2%,63.9%,26,73.1%,40.1%,27,48.1%,52.4%,1.11,7:03
Q,Victor Crivoi,ROU,2,346,82.1%,18.5%,8,4.7%,2,1.2%,65.3%,74.8%,49.2%,65.9%,8,37.5%,37.5%,15,33.3%,51.4%,1.10,3:32
,Andreas Seppi,ITA,2,392,74.1%,35.7%,6,3.4%,4,2.3%,60.5%,71.0%,42.9%,59.9%,19,63.2%,43.7%,34,29.4%,51.0%,1.09,4:46
,Juan Monaco,ARG,2,427,78.8%,30.3%,3,1.4%,1,0.5%,77.3%,63.2%,68.8%,64.5%,16,56.3%,38.4%,27,37.0%,51.3%,1.08,5:05
14,David Ferrer,ESP,3,817,81.7%,23.3%,13,3.2%,8,2.0%,66.3%,68.0%,52.6%,62.8%,32,65.6%,39.9%,40,35.0%,51.2%,1.07,9:48
20,Marat Safin,RUS,2,602,87.0%,22.2%,25,8.1%,6,2.0%,56.7%,74.7%,51.1%,64.5%,30,80.0%,38.0%,24,41.7%,51.5%,1.07,6:51
