Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Roger Federer[SUI] [yr|ev],d.,25,(23)Robin Soderling[SWE] [yr|ev],6-1 7-6(1) 6-4,1.84,20.3%,65.8%,84.6%,66.7%,2/2,2.2%,60.4%,63.6%,55.6%,2/6,1:55,1
SF,25,(23)Robin Soderling[SWE] [yr|ev],d.,12,(12)Fernando Gonzalez[CHI] [yr|ev],6-3 7-5 5-7 4-6 6-4,1.25,10.8%,66.2%,71.4%,66.0%,3/7,12.5%,67.6%,67.2%,50.9%,13/18,3:28,4
SF,2,(2)Roger Federer[SUI] [yr|ev],d.,5,(5)Juan Martin del Potro[ARG] [yr|ev],3-6 7-6(2) 2-6 6-1 6-4,1.14,3.5%,64.8%,72.8%,52.0%,8/13,9.5%,58.3%,73.5%,42.9%,8/12,3:29,1
QF,25,(23)Robin Soderling[SWE] [yr|ev],d.,11,(10)Nikolay Davydenko[RUS] [yr|ev],6-1 6-3 6-1,2.11,5.7%,64.3%,77.8%,72.0%,2/2,1.3%,77.5%,50.0%,44.4%,8/14,1:41,4
QF,12,(12)Fernando Gonzalez[CHI] [yr|ev],d.,3,(3)Andy Murray[GBR] [yr|ev],6-3 3-6 6-0 6-4,1.40,4.0%,69.7%,73.9%,56.7%,4/6,2.9%,71.8%,59.5%,48.3%,6/12,2:15,5
QF,5,(5)Juan Martin del Potro[ARG] [yr|ev],d.,17,(16)Tommy Robredo[ESP] [yr|ev],6-3 6-4 6-2,1.41,14.9%,54.3%,90.2%,46.5%,7/7,3.7%,61.7%,70.0%,38.7%,6/10,2:07,3
QF,2,(2)Roger Federer[SUI] [yr|ev],d.,10,(11)Gael Monfils[FRA] [yr|ev],7-6(6) 6-2 6-4,1.50,8.5%,57.4%,79.6%,65.0%,4/4,6.7%,58.1%,67.2%,50.0%,2/5,2:10,1
R16,25,(23)Robin Soderling[SWE] [yr|ev],d.,1,(1)Rafael Nadal[ESP] [yr|ev],6-2 6-7(2) 6-4 7-6(2),1.12,6.3%,63.6%,68.1%,61.5%,2/4,2.3%,77.3%,66.7%,44.8%,1/6,3:30,4
R16,11,(10)Nikolay Davydenko[RUS] [yr|ev],d.,8,(8)Fernando Verdasco[ESP] [yr|ev],6-2 6-2 6-4,1.96,5.3%,77.3%,82.8%,52.9%,3/3,4.8%,59.0%,55.1%,50.0%,4/9,2:02,3
R16,3,(3)Andy Murray[GBR] [yr|ev],d.,13,(13)Marin Cilic[CRO] [yr|ev],7-5 7-6(4) 6-1,1.26,9.4%,52.8%,75.0%,52.0%,1/4,3.8%,57.7%,65.0%,40.9%,6/12,2:31,1
