Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Roger Federer,SUI,7,1274,86.3%,41.4%,53,9.3%,8,1.4%,60.2%,77.0%,63.0%,71.4%,24,41.7%,47.3%,76,53.9%,58.1%,1.65,13:19
,Ivo Karlovic,CRO,1,199,87.5%,0.0%,27,32.5%,3,3.6%,60.2%,94.0%,57.6%,79.5%,3,33.3%,28.4%,4,0.0%,49.7%,1.39,2:02
13,Tomas Berdych,CZE,4,730,86.2%,40.0%,28,7.8%,16,4.4%,57.2%,77.7%,51.3%,66.4%,31,74.2%,46.2%,52,42.3%,56.2%,1.38,7:48
5,James Blake,USA,4,748,83.6%,31.7%,42,11.9%,11,3.1%,57.1%,78.2%,59.9%,70.3%,20,50.0%,40.6%,37,51.4%,54.7%,1.37,7:11
9,Mario Ancic,CRO,4,800,83.8%,32.8%,49,12.8%,10,2.6%,68.1%,74.3%,57.4%,68.9%,29,62.1%,42.2%,37,59.5%,55.0%,1.36,9:18
3,Nikolay Davydenko,RUS,5,1046,86.4%,34.5%,38,7.3%,15,2.9%,64.3%,72.1%,56.8%,66.6%,34,67.6%,43.0%,58,50.0%,54.7%,1.29,12:02
7,Tommy Robredo,ESP,5,983,87.3%,32.9%,45,9.4%,10,2.1%,64.9%,74.3%,52.4%,66.6%,23,56.5%,42.5%,58,44.8%,54.2%,1.27,10:52
2,Rafael Nadal,ESP,5,1076,84.7%,29.3%,18,3.5%,14,2.7%,68.7%,72.6%,52.2%,66.2%,39,66.7%,42.2%,58,41.4%,53.7%,1.25,13:36
12,Tommy Haas,GER,6,1189,81.4%,26.6%,66,11.7%,21,3.7%,66.4%,75.8%,50.0%,67.1%,36,50.0%,40.4%,58,43.1%,53.2%,1.23,12:57
14,Novak Djokovic,SRB,4,727,84.2%,38.6%,35,9.5%,5,1.4%,68.4%,68.9%,55.2%,64.6%,25,64.0%,43.6%,47,46.8%,54.2%,1.23,7:57
18,Richard Gasquet,FRA,4,780,84.6%,32.3%,16,4.0%,8,2.0%,72.3%,69.9%,54.5%,65.6%,39,74.4%,42.0%,35,57.1%,54.2%,1.22,8:31
15,Andy Murray,GBR,4,825,78.5%,38.1%,31,7.6%,14,3.4%,55.6%,72.2%,49.7%,62.3%,28,50.0%,45.8%,64,37.5%,53.9%,1.21,9:39
10,Fernando Gonzalez,CHI,7,1499,90.1%,27.0%,91,12.1%,12,1.6%,63.9%,76.8%,55.7%,69.2%,33,63.6%,36.6%,68,48.5%,52.9%,1.19,16:33
,Fabrice Santoro,FRA,3,536,82.9%,28.6%,28,10.8%,8,3.1%,50.0%,76.9%,54.6%,65.8%,15,53.3%,40.6%,26,46.2%,52.8%,1.19,6:10
,Paul Henri Mathieu,FRA,1,247,94.1%,11.8%,5,4.3%,4,3.5%,58.3%,80.6%,54.2%,69.6%,6,83.3%,35.6%,16,12.5%,51.4%,1.17,3:00
25,Mikhail Youzhny,RUS,3,591,77.3%,34.1%,19,6.7%,9,3.2%,51.2%,76.7%,46.0%,61.8%,25,60.0%,44.1%,34,44.1%,52.6%,1.15,6:39
6,Andy Roddick,USA,6,1250,84.9%,21.2%,75,12.2%,11,1.8%,67.2%,77.5%,52.5%,69.3%,29,44.8%,35.2%,52,42.3%,52.0%,1.15,13:45
,Frank Dancevic,CAN,2,428,82.9%,20.6%,41,20.6%,9,4.5%,57.3%,78.9%,50.6%,66.8%,9,33.3%,38.0%,17,41.2%,51.4%,1.15,4:41
16,David Ferrer,ESP,4,1001,81.6%,35.1%,19,3.9%,6,1.2%,64.8%,70.0%,50.0%,63.0%,28,50.0%,41.8%,61,44.3%,52.1%,1.13,10:52
,Marc Gicquel,FRA,2,466,83.3%,25.6%,24,10.9%,6,2.7%,54.5%,75.8%,54.0%,65.9%,18,66.7%,38.2%,19,52.6%,51.3%,1.12,5:04
,Juan Martin del Potro,ARG,2,450,81.1%,27.8%,11,4.8%,8,3.5%,62.3%,68.8%,59.8%,65.4%,14,50.0%,38.8%,17,58.8%,52.4%,1.12,5:06
28,Sebastien Grosjean,FRA,3,755,78.2%,30.9%,42,12.0%,4,1.1%,50.7%,78.1%,46.8%,62.7%,37,67.6%,41.8%,52,32.7%,51.5%,1.12,8:52
WC,Sam Querrey,USA,3,644,88.2%,19.2%,45,14.8%,9,3.0%,58.7%,81.0%,49.2%,67.9%,18,66.7%,35.7%,27,37.0%,50.9%,1.11,6:35
,Vincent Spadea,USA,2,462,73.5%,32.4%,7,2.9%,8,3.3%,62.4%,64.9%,50.5%,59.5%,31,71.0%,43.6%,29,37.9%,51.9%,1.08,4:43
Q,Dudi Sela,ISR,2,477,64.9%,42.1%,1,0.4%,12,5.3%,58.7%,65.2%,49.5%,58.7%,27,51.9%,44.4%,39,41.0%,51.2%,1.08,5:12
,Lukas Dlouhy,CZE,2,776,75.9%,28.8%,29,7.9%,11,3.0%,63.4%,75.0%,41.8%,62.8%,28,50.0%,40.2%,39,43.6%,50.9%,1.08,7:31
20,Radek Stepanek,CZE,3,765,76.3%,30.5%,40,10.2%,10,2.6%,63.4%,72.2%,46.9%,62.9%,44,68.2%,40.1%,35,51.4%,51.8%,1.08,7:52
,Andreas Seppi,ITA,2,580,74.5%,24.4%,29,10.1%,13,4.5%,51.2%,72.8%,51.4%,62.4%,26,53.8%,40.6%,22,50.0%,51.4%,1.08,6:25
,Danai Udomchoke,THA,3,738,73.6%,32.7%,11,3.0%,23,6.2%,56.9%,70.5%,45.9%,59.9%,35,60.0%,43.4%,45,37.8%,51.6%,1.08,8:14
8,David Nalbandian,ARG,4,1032,76.3%,27.5%,47,9.1%,24,4.6%,59.9%,71.1%,50.0%,62.6%,49,61.2%,40.4%,57,38.6%,51.6%,1.08,11:40
,Nicolas Mahut,FRA,2,487,79.5%,30.8%,18,7.4%,15,6.2%,48.8%,75.4%,50.8%,62.8%,21,61.9%,40.0%,23,52.2%,51.3%,1.08,5:36
,Robby Ginepri,USA,3,736,82.1%,24.1%,30,8.4%,5,1.4%,62.4%,72.5%,53.0%,65.2%,26,61.5%,36.8%,37,35.1%,50.5%,1.06,6:46
,Gael Monfils,FRA,3,751,81.0%,18.6%,45,12.4%,8,2.2%,57.7%,73.2%,59.5%,67.4%,26,57.7%,34.4%,34,32.4%,50.3%,1.06,8:31
WC,Wayne Arthurs,AUS,3,549,80.4%,27.3%,45,16.1%,19,6.8%,59.6%,76.0%,48.7%,65.0%,19,52.6%,37.2%,23,52.2%,51.4%,1.06,5:26
11,Marcos Baghdatis,CYP,2,437,70.6%,28.6%,17,8.1%,9,4.3%,48.3%,77.5%,45.9%,61.1%,23,56.5%,40.7%,19,52.6%,50.6%,1.05,5:01
,Gilles Muller,LUX,2,357,76.7%,21.4%,39,21.7%,5,2.8%,66.1%,69.7%,50.8%,63.3%,14,50.0%,38.4%,9,66.7%,51.0%,1.05,3:42
22,Dominik Hrbaty,SVK,3,730,71.2%,30.2%,13,3.9%,15,4.5%,55.3%,67.9%,47.0%,58.6%,28,46.4%,43.1%,50,32.0%,50.1%,1.04,7:28
Q,Paul Capdeville,CHI,2,458,58.3%,44.4%,19,8.3%,9,3.9%,63.3%,63.4%,41.7%,55.5%,25,40.0%,46.3%,26,61.5%,50.9%,1.04,5:14
,Nicolas Lapentti,ECU,2,358,82.8%,20.7%,7,3.8%,4,2.2%,66.8%,70.7%,54.1%,65.2%,17,70.6%,36.2%,17,35.3%,51.1%,1.04,4:10
,Juan Ignacio Chela,ARG,3,610,72.9%,25.0%,11,3.7%,7,2.3%,60.7%,67.0%,53.4%,61.7%,29,55.2%,39.4%,29,41.4%,50.3%,1.03,6:51
,Olivier Rochus,BEL,2,695,84.9%,13.0%,10,3.0%,13,3.9%,66.1%,74.3%,51.8%,66.7%,33,75.8%,34.3%,27,25.9%,49.9%,1.03,7:59
26,Marat Safin,RUS,3,886,79.2%,25.4%,54,11.9%,10,2.2%,64.2%,72.1%,50.6%,64.4%,40,62.5%,36.2%,41,43.9%,50.6%,1.02,9:59
21,Dmitry Tursunov,RUS,3,567,78.7%,17.8%,40,14.1%,18,6.3%,52.8%,76.0%,51.5%,64.4%,21,52.4%,36.4%,17,47.1%,50.4%,1.02,5:47
,Luis Horna,PER,1,329,87.5%,20.0%,7,4.2%,8,4.8%,75.3%,69.6%,51.2%,65.1%,19,84.2%,35.6%,14,35.7%,50.5%,1.02,3:38
,Philipp Kohlschreiber,GER,2,516,76.3%,25.0%,19,7.6%,6,2.4%,57.0%,68.5%,50.9%,61.0%,31,71.0%,39.2%,33,30.3%,49.8%,1.01,6:24
31,Stan Wawrinka,SUI,3,522,72.1%,31.7%,39,13.6%,8,2.8%,61.9%,68.9%,45.0%,59.8%,27,55.6%,39.8%,20,65.0%,50.8%,0.99,5:53
,Jonas Bjorkman,SWE,2,412,67.6%,32.4%,5,2.4%,8,3.8%,61.9%,65.4%,46.3%,58.1%,21,47.6%,41.6%,22,50.0%,50.0%,0.99,4:20
,Yen Hsun Lu,TPE,2,374,70.0%,33.3%,9,4.7%,12,6.3%,56.3%,67.3%,45.8%,57.9%,19,52.6%,41.8%,23,43.5%,50.0%,0.99,4:37
19,Lleyton Hewitt,AUS,3,712,75.0%,23.0%,49,13.4%,22,6.0%,52.3%,78.1%,45.7%,62.7%,35,57.1%,36.8%,18,77.8%,50.1%,0.99,8:57
,Florian Mayer,GER,3,719,73.7%,31.6%,30,8.1%,7,1.9%,57.2%,65.9%,50.6%,59.3%,29,48.3%,40.3%,38,47.4%,50.1%,0.99,6:50
Q,Ilija Bozoljac,SRB,2,306,84.6%,22.2%,22,14.1%,11,7.1%,53.2%,81.9%,50.7%,67.3%,9,55.6%,32.0%,8,75.0%,50.0%,0.98,3:02
17,Jarkko Nieminen,FIN,2,504,71.8%,30.0%,13,5.0%,12,4.7%,57.8%,70.5%,44.0%,59.3%,29,62.1%,39.8%,23,52.2%,49.8%,0.98,5:42
4,Ivan Ljubicic,CRO,1,267,90.5%,4.8%,28,22.6%,2,1.6%,57.3%,84.5%,47.2%,68.5%,4,50.0%,30.8%,7,14.3%,48.3%,0.98,2:53
WC,Robert Smeets,AUS,2,413,80.0%,19.4%,25,12.1%,11,5.3%,53.4%,78.2%,44.8%,62.6%,25,76.0%,36.2%,23,26.1%,49.4%,0.97,3:44
,Feliciano Lopez,ESP,2,468,80.0%,5.7%,24,10.8%,8,3.6%,61.9%,76.1%,45.9%,64.6%,18,61.1%,34.3%,15,13.3%,48.7%,0.97,4:58
,Mardy Fish,USA,5,904,81.3%,17.6%,61,13.0%,14,3.0%,50.3%,78.8%,49.8%,64.4%,31,54.8%,34.7%,24,54.2%,50.1%,0.97,9:51
Q,Mischa Zverev,GER,2,503,74.3%,14.3%,25,9.2%,7,2.6%,65.4%,67.4%,47.9%,60.7%,38,76.3%,37.7%,14,35.7%,50.1%,0.96,5:03
Q,Marco Chiudinelli,SUI,1,265,72.7%,27.3%,7,5.0%,2,1.4%,54.0%,70.7%,48.4%,60.4%,8,25.0%,38.1%,9,66.7%,49.8%,0.96,3:02
,Amer Delic,BIH,2,280,73.9%,32.0%,13,9.9%,4,3.1%,50.4%,71.2%,47.7%,59.5%,10,40.0%,38.3%,14,57.1%,48.2%,0.95,2:46
30,Agustin Calleri,ARG,1,269,65.0%,23.8%,12,9.5%,12,9.5%,57.1%,69.4%,40.7%,57.1%,12,41.7%,40.6%,13,38.5%,48.3%,0.95,2:30
,Joachim Johansson,SWE,1,18,100.0%,0.0%,0,0.0%,1,10.0%,50.0%,80.0%,40.0%,60.0%,0,-,37.5%,0,-,50.0%,0.94,0:43
Q,Zack Fleishman,USA,2,502,75.0%,20.0%,21,8.2%,16,6.3%,48.4%,75.0%,48.5%,61.3%,21,52.4%,36.2%,16,50.0%,49.0%,0.94,4:50
,Paul Goldstein,USA,1,279,61.9%,28.6%,9,6.7%,5,3.7%,48.9%,65.2%,46.4%,55.6%,15,46.7%,41.7%,17,35.3%,48.4%,0.94,3:02
,Stefan Koubek,AUT,1,302,70.8%,25.0%,4,2.6%,6,3.9%,66.4%,64.4%,54.9%,61.2%,15,53.3%,36.7%,12,50.0%,49.0%,0.94,3:00
,Florent Serra,FRA,2,389,82.8%,17.2%,9,4.5%,4,2.0%,59.0%,66.9%,53.7%,61.5%,16,68.8%,35.4%,15,33.3%,48.8%,0.92,3:55
24,Juan Carlos Ferrero,ESP,2,323,72.7%,22.7%,10,6.5%,4,2.6%,66.5%,66.0%,40.4%,57.4%,20,70.0%,38.7%,15,33.3%,47.7%,0.91,3:29
Q,Alex Kuznetsov,USA,2,453,71.1%,23.7%,35,14.8%,9,3.8%,61.9%,75.3%,40.0%,61.9%,22,50.0%,34.6%,19,47.4%,48.8%,0.91,4:54
,Arnaud Clement,FRA,2,399,76.5%,17.6%,12,6.0%,3,1.5%,59.5%,71.4%,50.6%,63.0%,17,52.9%,33.2%,13,46.2%,48.1%,0.90,4:56
23,Robin Soderling,SWE,1,259,72.7%,18.2%,11,8.2%,9,6.7%,64.2%,74.4%,39.6%,61.9%,13,53.8%,34.4%,7,57.1%,48.6%,0.90,2:19
,Thomas Johansson,SWE,2,482,67.5%,17.5%,23,9.8%,9,3.8%,56.4%,74.2%,42.2%,60.3%,22,40.9%,35.5%,12,58.3%,47.5%,0.89,5:27
,Max Mirnyi,BLR,2,532,76.9%,10.3%,32,12.2%,7,2.7%,59.5%,73.1%,45.3%,61.8%,23,60.9%,33.7%,24,16.7%,47.6%,0.88,5:50
Q,Teymuraz Gabashvili,RUS,1,490,62.9%,22.9%,13,5.1%,11,4.3%,57.3%,66.2%,43.5%,56.5%,25,48.0%,38.4%,17,47.1%,47.8%,0.88,4:46
,Benjamin Becker,GER,1,315,88.5%,11.5%,14,8.4%,6,3.6%,48.8%,79.0%,57.6%,68.1%,12,75.0%,28.2%,8,37.5%,49.2%,0.88,3:26
,Evgeny Korolev,KAZ,1,245,85.0%,0.0%,14,12.1%,5,4.3%,69.0%,82.5%,52.8%,73.3%,5,40.0%,23.3%,2,0.0%,46.9%,0.87,2:25
Q,Michael Berrer,GER,1,273,80.0%,19.0%,10,7.6%,15,11.5%,58.8%,74.0%,38.9%,59.5%,8,50.0%,35.2%,18,22.2%,46.9%,0.87,3:00
29,Xavier Malisse,BEL,1,232,70.0%,20.0%,14,12.1%,2,1.7%,51.7%,66.7%,55.4%,61.2%,11,45.5%,33.6%,6,66.7%,47.4%,0.87,2:47
,Kristian Pless,DEN,1,208,56.3%,20.0%,6,5.8%,4,3.9%,55.3%,59.6%,50.0%,55.3%,14,50.0%,39.0%,6,50.0%,47.1%,0.87,2:06
WC,Peter Luczak,AUS,1,310,72.0%,15.4%,13,8.8%,1,0.7%,65.5%,72.2%,45.1%,62.8%,17,58.8%,32.1%,11,36.4%,46.8%,0.86,3:32
,Fernando Verdasco,ESP,2,465,73.5%,17.6%,24,10.0%,9,3.7%,61.8%,61.7%,53.3%,58.5%,33,72.7%,35.7%,14,42.9%,47.5%,0.86,5:48
,Rainer Schuettler,GER,1,212,61.1%,23.5%,2,1.8%,6,5.4%,53.2%,67.8%,42.3%,55.9%,10,30.0%,37.6%,6,66.7%,47.2%,0.85,2:24
,Guillermo Garcia Lopez,ESP,2,236,63.2%,20.0%,2,1.7%,3,2.5%,61.3%,63.0%,47.8%,57.1%,12,41.7%,35.9%,6,66.7%,46.6%,0.84,3:20
,Filippo Volandri,ITA,1,184,42.9%,28.6%,3,3.0%,3,3.0%,59.0%,54.2%,41.5%,49.0%,16,50.0%,42.9%,7,57.1%,46.2%,0.84,1:56
27,Jose Acasuso,ARG,1,243,68.4%,5.3%,13,10.8%,3,2.5%,51.7%,67.7%,53.4%,60.8%,13,53.8%,32.5%,10,10.0%,46.5%,0.83,2:28
Q,Michael Russell,USA,1,251,68.2%,27.3%,6,4.6%,1,0.8%,75.6%,63.6%,40.6%,58.0%,9,22.2%,35.0%,9,66.7%,47.0%,0.83,3:29
,Janko Tipsarevic,SRB,1,288,59.1%,28.6%,14,9.6%,12,8.2%,54.1%,72.2%,31.3%,53.4%,21,57.1%,38.7%,16,37.5%,46.2%,0.83,3:19
32,Nicolas Almagro,ESP,1,306,79.2%,12.0%,19,11.7%,9,5.5%,55.2%,75.6%,46.6%,62.6%,13,61.5%,30.8%,7,42.9%,47.7%,0.82,2:50
,Kevin Kim,USA,1,205,56.3%,23.5%,2,2.2%,1,1.1%,63.7%,67.2%,27.3%,52.7%,10,30.0%,38.6%,14,28.6%,44.9%,0.82,2:11
,Julien Benneteau,FRA,1,302,31.8%,43.5%,3,2.0%,18,12.1%,68.5%,52.0%,25.5%,43.6%,24,37.5%,45.8%,16,62.5%,44.7%,0.81,3:35
,Kristof Vliegen,BEL,1,263,70.0%,10.5%,11,7.9%,3,2.1%,62.1%,67.8%,43.4%,58.6%,20,70.0%,33.3%,10,20.0%,46.8%,0.80,2:54
,Juan Monaco,ARG,1,233,50.0%,21.1%,3,2.5%,5,4.2%,70.3%,61.4%,34.3%,53.4%,17,47.1%,37.4%,10,40.0%,45.5%,0.80,2:41
WC,Jo-Wilfried Tsonga,FRA,1,282,81.0%,4.8%,16,11.3%,5,3.5%,68.1%,75.0%,48.9%,66.7%,6,33.3%,26.2%,7,14.3%,46.5%,0.79,2:44
,Martin Vassallo Arguello,ARG,1,188,38.5%,23.1%,7,6.8%,4,3.9%,63.1%,58.5%,31.6%,48.5%,16,50.0%,40.0%,7,42.9%,44.7%,0.78,2:06
,Simon Greul,GER,1,166,57.1%,14.3%,1,1.3%,3,3.8%,58.2%,58.7%,48.5%,54.4%,11,45.5%,35.6%,4,50.0%,44.6%,0.78,2:00
,Potito Starace,ITA,1,204,68.8%,18.8%,1,0.9%,2,1.8%,67.3%,66.2%,44.4%,59.1%,13,61.5%,31.9%,6,50.0%,46.6%,0.78,2:21
,Nicolas Devilder,FRA,1,206,66.7%,6.7%,7,6.2%,2,1.8%,52.2%,61.0%,51.9%,56.6%,15,66.7%,33.3%,4,25.0%,46.1%,0.77,2:11
,Jiri Vanek,CZE,1,296,60.0%,20.0%,10,6.1%,8,4.8%,53.9%,60.7%,43.4%,52.7%,19,57.9%,35.9%,7,57.1%,45.3%,0.76,2:52
Q,Alan Mackin,GBR,1,192,57.1%,14.3%,1,1.1%,9,9.5%,61.1%,60.3%,40.5%,52.6%,15,60.0%,36.1%,10,20.0%,44.3%,0.76,2:14
Q,Bobby Reynolds,USA,1,335,80.0%,7.4%,21,12.6%,8,4.8%,53.9%,76.7%,41.6%,60.5%,10,50.0%,29.8%,7,28.6%,45.1%,0.75,3:59
WC,Alun Jones,AUS,1,283,56.5%,19.0%,5,3.3%,6,3.9%,58.8%,54.4%,50.8%,52.9%,16,37.5%,35.4%,12,33.3%,44.9%,0.75,3:08
WC,Chris Guccione,AUS,1,376,90.3%,3.3%,45,21.8%,3,1.5%,63.6%,80.9%,42.7%,67.0%,12,75.0%,24.7%,11,9.1%,47.9%,0.75,3:57
Q,Brian Wilson,USA,1,292,95.2%,4.5%,13,8.2%,3,1.9%,65.4%,73.1%,47.3%,64.2%,10,90.0%,26.3%,3,33.3%,46.9%,0.73,2:57
,Paradorn Srichaphan,THA,1,169,46.2%,15.4%,0,0.0%,8,9.1%,58.0%,54.9%,43.2%,50.0%,19,63.2%,35.8%,5,40.0%,43.2%,0.72,1:51
Q,Lukas Lacko,SVK,1,209,70.6%,5.9%,5,4.6%,5,4.6%,59.3%,65.6%,54.5%,61.1%,14,64.3%,27.7%,6,16.7%,45.0%,0.71,1:49
,Olivier Patience,FRA,1,260,57.1%,18.2%,4,2.9%,6,4.4%,78.7%,57.0%,34.5%,52.2%,20,55.0%,33.9%,9,44.4%,43.5%,0.71,2:45
,Jurgen Melzer,AUT,2,359,75.0%,13.8%,2,1.0%,8,4.1%,66.7%,65.4%,50.8%,60.5%,18,61.1%,28.0%,8,50.0%,45.7%,0.71,3:40
,Victor Hanescu,ROU,1,198,73.3%,6.7%,4,3.6%,0,0.0%,72.1%,63.7%,48.4%,59.5%,10,60.0%,27.6%,3,33.3%,45.5%,0.68,1:53
,Igor Andreev,RUS,1,179,50.0%,15.4%,1,1.1%,4,4.3%,62.4%,56.9%,37.1%,49.5%,16,56.3%,33.7%,6,33.3%,41.9%,0.67,1:50
,Igor Kunitsyn,RUS,1,189,50.0%,15.4%,3,3.0%,4,4.0%,56.0%,57.1%,40.9%,50.0%,13,46.2%,33.7%,5,40.0%,42.3%,0.67,1:57
,Jan Hernych,CZE,1,182,46.2%,15.4%,3,2.9%,2,1.9%,62.1%,57.8%,28.2%,46.6%,15,53.3%,35.4%,5,40.0%,41.8%,0.66,1:58
,Robert Kendrick,USA,1,185,78.6%,0.0%,7,7.1%,6,6.1%,57.1%,75.0%,38.1%,59.2%,7,57.1%,26.4%,0,-,43.8%,0.65,2:07
Q,Alexander Waske,GER,1,229,80.0%,9.5%,24,19.0%,7,5.6%,58.7%,71.6%,50.0%,62.7%,8,50.0%,24.3%,3,66.7%,45.4%,0.65,2:12
