Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,9,(10)Fernando Gonzalez[CHI] [yr|ev],7-6(2) 6-4 6-4,2.03,5.8%,58.1%,82.0%,77.8%,0/1,4.7%,60.6%,68.8%,46.0%,7/10,2:20,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,7,(6)Andy Roddick[USA] [yr|ev],6-4 6-0 6-2,2.18,15.9%,50.8%,81.3%,67.7%,0/1,6.2%,63.1%,53.7%,29.2%,0/7,1:23,1
SF,9,(10)Fernando Gonzalez[CHI] [yr|ev],d.,12,(12)Tommy Haas[GER] [yr|ev],6-1 6-3 6-1,2.41,15.0%,63.3%,86.8%,63.6%,0/0,0.0%,59.7%,62.5%,25.9%,5/12,1:31,5
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,6,(7)Tommy Robredo[ESP] [yr|ev],6-3 7-6(2) 7-5,1.41,5.2%,62.5%,71.7%,58.3%,4/8,3.4%,60.7%,63.4%,37.0%,6/12,2:20,1
QF,7,(6)Andy Roddick[USA] [yr|ev],d.,42,Mardy Fish[USA] [yr|ev],6-2 6-2 6-2,2.37,16.4%,62.3%,92.1%,52.2%,0/1,17.1%,44.3%,64.5%,30.8%,6/13,1:27,1
QF,12,(12)Tommy Haas[GER] [yr|ev],d.,3,(3)Nikolay Davydenko[RUS] [yr|ev],6-3 2-6 1-6 6-1 7-5,1.02,6.8%,59.1%,69.2%,48.1%,4/10,3.7%,70.1%,61.7%,55.0%,10/16,3:19,2
QF,9,(10)Fernando Gonzalez[CHI] [yr|ev],d.,2,(2)Rafael Nadal[ESP] [yr|ev],6-2 6-4 6-3,1.29,12.0%,66.3%,72.7%,60.7%,3/3,1.3%,70.9%,69.6%,34.8%,3/8,2:05,5
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,15,(14)Novak Djokovic[SRB] [yr|ev],6-2 7-5 6-3,1.78,15.0%,62.5%,80.0%,66.7%,1/2,6.9%,61.4%,61.3%,46.2%,3/8,1:50,1
R16,6,(7)Tommy Robredo[ESP] [yr|ev],d.,17,(18)Richard Gasquet[FRA] [yr|ev],6-4 6-2 3-6 6-4,1.38,7.8%,63.1%,78.5%,55.3%,2/3,0.7%,77.6%,59.6%,54.5%,17/21,2:47,5
R16,42,Mardy Fish[USA] [yr|ev],d.,14,(16)David Ferrer[ESP] [yr|ev],6-1 7-6(4) 2-6 7-5,1.13,12.0%,52.0%,75.4%,56.7%,2/5,6.2%,69.0%,67.9%,48.6%,1/5,2:30,7
R16,7,(6)Andy Roddick[USA] [yr|ev],d.,10,(9)Mario Ancic[CRO] [yr|ev],6-3 3-6 6-1 5-7 6-4,1.06,12.1%,68.9%,79.1%,48.8%,1/4,16.0%,64.1%,72.6%,59.6%,9/14,3:03,1
R16,12,(12)Tommy Haas[GER] [yr|ev],d.,8,(8)David Nalbandian[ARG] [yr|ev],4-6 6-3 6-2 6-3,1.32,14.2%,70.8%,76.3%,45.5%,5/7,7.6%,55.1%,63.1%,49.1%,5/11,2:29,2
R16,3,(3)Nikolay Davydenko[RUS] [yr|ev],d.,13,(13)Tomas Berdych[CZE] [yr|ev],5-7 6-4 6-1 7-6(5),1.25,6.3%,57.8%,75.7%,55.6%,9/12,4.7%,56.6%,68.5%,46.4%,8/14,3:00,3
R16,9,(10)Fernando Gonzalez[CHI] [yr|ev],d.,5,(5)James Blake[USA] [yr|ev],7-5 6-4 7-6(4),1.26,17.6%,69.6%,74.6%,54.8%,5/8,7.2%,49.5%,74.5%,46.4%,8/13,2:06,5
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,16,(15)Andy Murray[GBR] [yr|ev],6-7(3) 6-4 4-6 6-3 6-1,1.17,3.2%,72.9%,69.0%,54.8%,14/17,9.4%,52.5%,73.8%,43.4%,9/16,3:51,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,25,(25)Mikhail Youzhny[RUS] [yr|ev],6-3 6-3 7-6(5),1.28,7.0%,53.0%,83.0%,53.2%,3/4,6.9%,54.5%,78.2%,39.1%,4/8,2:04,1
R32,15,(14)Novak Djokovic[SRB] [yr|ev],d.,102,Danai Udomchoke[THA] [yr|ev],6-3 6-4 5-7 6-1,1.23,12.4%,74.4%,67.8%,54.8%,6/9,0.8%,52.9%,64.1%,47.4%,8/15,2:45,1
