Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,4,(4)Marat Safin[RUS] [yr|ev],d.,3,(3)Lleyton Hewitt[AUS] [yr|ev],1-6 6-3 6-4 6-4,1.17,16.4%,60.0%,72.7%,56.8%,5/8,5.6%,48.8%,70.5%,51.6%,7/11,2:45,1
SF,4,(4)Marat Safin[RUS] [yr|ev],d.,1,(1)Roger Federer[SUI] [yr|ev],5-7 6-4 5-7 7-6(6) 9-7,0.90,7.7%,59.4%,74.0%,52.4%,10/14,11.7%,56.9%,82.2%,50.6%,9/13,4:28,1
SF,3,(3)Lleyton Hewitt[AUS] [yr|ev],d.,2,(2)Andy Roddick[USA] [yr|ev],3-6 7-6(3) 7-6(4) 6-1,1.18,10.4%,62.2%,83.3%,47.1%,6/8,23.1%,56.0%,81.3%,42.4%,9/12,2:54,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,8,(8)Andre Agassi[USA] [yr|ev],6-3 6-4 6-4,1.25,22.2%,65.7%,76.9%,61.8%,4/4,1.3%,55.7%,75.0%,51.4%,3/6,1:39,1
QF,4,(4)Marat Safin[RUS] [yr|ev],d.,27,(20)Dominik Hrbaty[SVK] [yr|ev],6-2 6-4 6-2,1.77,20.3%,49.3%,88.2%,57.1%,3/4,2.8%,44.4%,62.5%,42.5%,2/8,1:30,1
QF,3,(3)Lleyton Hewitt[AUS] [yr|ev],d.,9,(9)David Nalbandian[ARG] [yr|ev],6-3 6-2 1-6 3-6 10-8,1.04,10.2%,50.3%,73.4%,51.3%,6/12,2.6%,62.3%,70.8%,44.8%,10/16,4:05,1
QF,2,(2)Andy Roddick[USA] [yr|ev],d.,26,(26)Nikolay Davydenko[RUS] [yr|ev],6-3 7-5 4-1 RET,1.47,21.5%,65.8%,78.8%,51.9%,4/5,6.8%,58.1%,65.1%,41.9%,4/9,1:35,1
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,155,(Q)Marcos Baghdatis[CYP] [yr|ev],6-2 6-2 7-6(4),1.85,11.5%,60.3%,85.1%,64.5%,0/1,4.2%,53.1%,58.8%,55.6%,3/8,1:43,1
R16,8,(8)Andre Agassi[USA] [yr|ev],d.,11,(11)Joachim Johansson[SWE] [yr|ev],6-7(4) 7-6(5) 7-6(3) 6-4,1.14,11.5%,65.5%,81.3%,60.4%,2/4,34.2%,64.4%,81.3%,50.9%,7/10,2:38,1
R16,4,(4)Marat Safin[RUS] [yr|ev],d.,53,Olivier Rochus[BEL] [yr|ev],4-6 7-6(1) 7-6(5) 7-6(2),1.49,20.7%,62.1%,82.8%,60.4%,3/5,0.6%,62.8%,71.7%,44.8%,17/18,3:42,1
R16,27,(20)Dominik Hrbaty[SVK] [yr|ev],d.,31,(30)Thomas Johansson[SWE] [yr|ev],7-5 6-3 6-1,1.81,7.7%,57.7%,86.7%,57.6%,1/1,11.1%,60.2%,60.0%,44.2%,5/10,1:41,12
R16,9,(9)David Nalbandian[ARG] [yr|ev],d.,6,(6)Guillermo Coria[ARG] [yr|ev],5-7 7-5 6-3 6-0,1.15,0.7%,62.2%,69.0%,35.3%,14/20,2.9%,66.2%,59.8%,29.8%,6/16,3:24,3
R16,3,(3)Lleyton Hewitt[AUS] [yr|ev],d.,56,Rafael Nadal[ESP] [yr|ev],7-5 3-6 1-6 7-6(3) 6-2,1.05,12.3%,51.4%,76.0%,52.1%,12/18,3.1%,69.4%,64.9%,57.1%,12/17,3:53,1
