Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,4,(4)Andy Roddick[USA] [yr|ev],d.,3,(3)Juan Carlos Ferrero[ESP] [yr|ev],6-3 7-6(2) 6-3,1.68,26.4%,63.2%,89.1%,59.4%,3/3,7.8%,63.3%,73.7%,45.5%,3/5,1:41,1
SF,3,(3)Juan Carlos Ferrero[ESP] [yr|ev],d.,1,(1)Andre Agassi[USA] [yr|ev],6-4 6-3 3-6 6-4,1.06,7.7%,58.5%,75.0%,42.6%,8/12,9.2%,51.5%,74.6%,42.9%,8/14,2:34,1
SF,4,(4)Andy Roddick[USA] [yr|ev],d.,13,(13)David Nalbandian[ARG] [yr|ev],6-7(4) 3-6 7-6(7) 6-1 6-3,1.28,25.0%,62.5%,81.1%,57.9%,6/7,2.9%,74.3%,64.6%,64.4%,9/13,3:31,1
QF,1,(1)Andre Agassi[USA] [yr|ev],d.,5,(5)Guillermo Coria[ARG] [yr|ev],6-4 6-3 7-5,1.36,7.5%,52.7%,81.6%,54.5%,1/3,8.5%,63.2%,61.2%,51.3%,9/14,2:05,1
QF,3,(3)Juan Carlos Ferrero[ESP] [yr|ev],d.,6,(6)Lleyton Hewitt[AUS] [yr|ev],4-6 6-3 7-6(5) 6-1,1.24,16.5%,58.3%,74.3%,58.5%,10/13,6.8%,52.1%,68.9%,50.0%,7/12,2:47,1
QF,4,(4)Andy Roddick[USA] [yr|ev],d.,12,(12)Sjeng Schalken[NED] [yr|ev],6-4 6-2 6-3,1.94,20.0%,66.7%,88.0%,52.0%,5/6,1.4%,72.6%,54.7%,50.0%,3/8,1:24,1
QF,13,(13)David Nalbandian[ARG] [yr|ev],d.,21,(22)Younes El Aynaoui[MAR] [yr|ev],7-6(2) 6-2 3-6 7-5,1.49,4.3%,71.6%,78.3%,54.5%,3/7,11.0%,65.8%,66.7%,40.0%,12/18,2:58,3
R16,1,(1)Andre Agassi[USA] [yr|ev],d.,73,Taylor Dent[USA] [yr|ev],6-7(5) 6-4 7-5 RET,1.07,1.6%,58.7%,67.6%,50.0%,7/11,8.1%,48.6%,63.0%,52.6%,6/12,2:23,1
R16,5,(5)Guillermo Coria[ARG] [yr|ev],d.,44,Jonas Bjorkman[SWE] [yr|ev],6-2 6-3 4-6 6-2,1.40,6.5%,64.5%,71.0%,60.5%,3/5,6.2%,57.5%,56.0%,51.6%,18/25,2:49,3
R16,3,(3)Juan Carlos Ferrero[ESP] [yr|ev],d.,93,Todd Martin[USA] [yr|ev],6-2 6-4 3-6 5-7 6-3,1.21,8.6%,64.7%,74.4%,57.1%,10/13,14.6%,53.7%,76.1%,44.7%,12/17,3:23,1
R16,6,(6)Lleyton Hewitt[AUS] [yr|ev],d.,11,(11)Paradorn Srichaphan[THA] [yr|ev],4-6 6-2 6-4 6-2,1.38,6.1%,56.6%,71.4%,58.1%,2/6,5.2%,60.3%,62.9%,37.0%,8/16,2:24,1
R16,12,(12)Sjeng Schalken[NED] [yr|ev],d.,8,(8)Rainer Schuettler[GER] [yr|ev],6-1 4-6 6-3 6-4,1.35,2.9%,67.6%,66.2%,70.6%,5/7,8.5%,52.1%,63.9%,48.2%,7/13,2:31,11
R16,4,(4)Andy Roddick[USA] [yr|ev],d.,67,Xavier Malisse[BEL] [yr|ev],6-3 6-4 7-6(5),1.88,10.0%,63.3%,91.2%,63.6%,5/5,11.2%,52.3%,78.6%,49.0%,6/8,1:59,1
R16,21,(22)Younes El Aynaoui[MAR] [yr|ev],d.,7,(7)Carlos Moya[ESP] [yr|ev],7-6(4) 7-6(7) 4-6 6-4,0.95,12.0%,63.3%,82.1%,49.1%,7/8,7.5%,60.9%,74.1%,67.3%,3/4,3:09,14
R16,13,(13)David Nalbandian[ARG] [yr|ev],d.,2,(2)Roger Federer[SUI] [yr|ev],3-6 7-6(1) 6-4 6-3,1.27,2.7%,59.8%,67.2%,62.2%,5/9,11.2%,54.5%,66.7%,43.1%,10/16,2:52,3
R32,1,(1)Andre Agassi[USA] [yr|ev],d.,28,(28)Yevgeny Kafelnikov[RUS] [yr|ev],6-3 7-6(4) 6-4,1.24,6.3%,59.4%,68.4%,51.3%,6/10,10.2%,48.0%,68.1%,37.3%,4/11,1:55,1
R32,73,Taylor Dent[USA] [yr|ev],d.,15,(15)Fernando Gonzalez[CHI] [yr|ev],7-6(9) 6-7(3) 3-6 7-6(4) 6-4,0.96,14.4%,55.2%,84.0%,55.6%,15/19,6.5%,69.4%,78.0%,59.6%,5/8,3:20,21
R32,44,Jonas Bjorkman[SWE] [yr|ev],d.,37,Karol Kucera[SVK] [yr|ev],6-4 4-6 6-7(3) 6-4 6-4,1.01,2.6%,53.1%,66.3%,44.6%,16/23,8.7%,57.4%,61.9%,47.4%,16/25,4:38,4
R32,5,(5)Guillermo Coria[ARG] [yr|ev],d.,100,Gregory Carraz[FRA] [yr|ev],7-5 6-1 7-5,1.41,2.9%,67.3%,70.0%,73.5%,10/10,8.3%,65.7%,67.6%,43.2%,7/11,2:13,3
R32,3,(3)Juan Carlos Ferrero[ESP] [yr|ev],d.,41,(33)Juan Ignacio Chela[ARG] [yr|ev],7-5 7-5 6-1,1.35,3.1%,51.5%,66.0%,53.2%,9/14,3.1%,63.3%,54.8%,30.6%,3/13,2:09,1
R32,93,Todd Martin[USA] [yr|ev],d.,40,Robby Ginepri[USA] [yr|ev],6-7(2) 7-6(4) 6-4 6-4,1.24,10.7%,69.3%,75.3%,58.1%,4/6,13.0%,61.5%,71.7%,48.4%,11/15,3:00,4
R32,11,(11)Paradorn Srichaphan[THA] [yr|ev],d.,119,(LL)Fernando Verdasco[ESP] [yr|ev],6-3 6-4 6-3,1.90,6.8%,54.8%,90.0%,66.7%,1/1,8.5%,59.8%,69.4%,48.5%,2/6,1:26,9
R32,6,(6)Lleyton Hewitt[AUS] [yr|ev],d.,46,Radek Stepanek[CZE] [yr|ev],6-1 3-0 RET,2.55,16.1%,51.6%,93.8%,46.7%,4/4,3.7%,63.0%,29.4%,20.0%,1/5,0:42,1
R32,8,(8)Rainer Schuettler[GER] [yr|ev],d.,63,Alberto Martin[ESP] [yr|ev],6-1 6-4 6-2,1.86,7.0%,67.6%,83.3%,60.9%,2/2,0.0%,75.0%,59.3%,44.4%,3/8,1:41,5
R32,12,(12)Sjeng Schalken[NED] [yr|ev],d.,109,(Q)Ivo Karlovic[CRO] [yr|ev],7-6(8) 7-6(5) 7-6(3),1.03,1.7%,77.5%,79.6%,63.0%,4/5,22.2%,65.7%,83.1%,59.5%,1/2,2:20,11
R32,67,Xavier Malisse[BEL] [yr|ev],d.,174,(Q)Dmitry Tursunov[RUS] [yr|ev],7-5 6-4 7-6(8),1.28,8.7%,49.5%,76.5%,51.9%,1/5,6.3%,60.4%,64.2%,38.6%,4/10,1:59,19
R32,4,(4)Andy Roddick[USA] [yr|ev],d.,49,Flavio Saretta[BRA] [yr|ev],6-1 6-3 6-3,2.95,15.4%,50.8%,84.8%,84.4%,2/2,10.4%,53.2%,68.3%,38.9%,10/15,1:26,1
R32,7,(7)Carlos Moya[ESP] [yr|ev],d.,42,Nicolas Massu[CHI] [yr|ev],7-5 6-4 3-6 6-3,1.33,10.4%,50.9%,74.1%,59.6%,0/4,4.5%,53.8%,70.4%,39.3%,8/14,2:54,1
R32,21,(22)Younes El Aynaoui[MAR] [yr|ev],d.,10,(10)Jiri Novak[CZE] [yr|ev],7-6(1) 5-7 3-6 6-3 7-6(5),0.99,15.9%,75.9%,74.4%,43.9%,6/10,4.1%,63.7%,74.3%,54.8%,11/14,3:28,14
R32,13,(13)David Nalbandian[ARG] [yr|ev],d.,20,(20)Mark Philippoussis[AUS] [yr|ev],7-5 6-7(10) 6-3 6-2,1.41,3.8%,50.8%,78.8%,62.5%,4/6,23.0%,64.2%,74.7%,30.2%,10/16,3:13,3
R32,2,(2)Roger Federer[SUI] [yr|ev],d.,35,James Blake[USA] [yr|ev],6-3 7-6(4) 6-3,1.41,9.9%,61.4%,75.8%,64.1%,3/4,3.9%,60.9%,67.9%,46.0%,20/23,1:59,1
R64,1,(1)Andre Agassi[USA] [yr|ev],d.,92,Andreas Vinciguerra[SWE] [yr|ev],7-6(1) 6-1 6-4,1.67,5.7%,60.9%,75.5%,67.6%,2/4,9.0%,66.7%,63.5%,35.1%,10/15,1:51,1
R64,28,(28)Yevgeny Kafelnikov[RUS] [yr|ev],d.,72,Kenneth Carlsen[DEN] [yr|ev],4-6 6-2 6-3 6-3,1.42,3.7%,62.6%,71.6%,67.5%,5/7,14.2%,55.0%,72.7%,38.9%,2/8,2:27,1
R64,73,Taylor Dent[USA] [yr|ev],d.,38,Nikolay Davydenko[RUS] [yr|ev],6-3 6-4 7-6(7),1.28,7.5%,60.7%,81.5%,54.8%,5/5,0.9%,89.4%,63.4%,58.3%,4/6,2:03,21
R64,15,(15)Fernando Gonzalez[CHI] [yr|ev],d.,68,Stefan Koubek[AUT] [yr|ev],7-6(1) 6-1 6-2,1.59,8.6%,63.0%,78.4%,53.3%,1/3,1.0%,72.4%,56.3%,37.0%,5/11,1:29,5
R64,44,Jonas Bjorkman[SWE] [yr|ev],d.,158,(Q)Ramon Delgado[PAR] [yr|ev],4-6 6-4 6-4 3-6 6-3,1.41,13.3%,52.3%,88.1%,57.4%,2/4,8.0%,59.9%,64.3%,60.0%,15/18,3:17,4
