Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R16,11,(10)Nicolas Almagro[ESP] [yr|ev],d.,9,(8)Janko Tipsarevic[SRB] [yr|ev],6-2 5-1 RET,2.12,11.6%,51.2%,86.4%,61.9%,1/1,4.3%,52.2%,58.3%,31.8%,5/9,1:02,9
R16,36,Jeremy Chardy[FRA] [yr|ev],d.,23,(21)Andreas Seppi[ITA] [yr|ev],5-7 6-3 6-2 6-2,1.27,8.1%,65.3%,76.5%,46.5%,9/11,7.6%,63.0%,69.3%,36.4%,9/15,2:42,25
R16,3,(3)Andy Murray[GBR] [yr|ev],d.,16,(14)Gilles Simon[FRA] [yr|ev],6-3 6-1 6-3,1.73,19.0%,61.9%,76.9%,58.3%,0/2,1.1%,66.7%,56.7%,30.0%,7/15,1:35,1
R16,8,(7)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,10,(9)Richard Gasquet[FRA] [yr|ev],6-4 3-6 6-3 6-2,1.14,10.4%,54.7%,81.0%,56.3%,6/7,6.9%,57.8%,78.0%,48.8%,5/9,2:20,5
R16,2,(2)Roger Federer[SUI] [yr|ev],d.,15,(13)Milos Raonic[CAN] [yr|ev],6-4 7-6(4) 6-2,2.37,17.9%,64.1%,90.0%,75.0%,0/0,19.8%,65.6%,69.8%,51.5%,4/7,1:53,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,34,(31)Radek Stepanek[CZE] [yr|ev],6-4 6-3 7-5,1.85,8.2%,64.7%,85.5%,66.7%,2/2,3.7%,69.2%,68.9%,42.4%,8/11,2:22,1
R32,17,(15)Stan Wawrinka[SUI] [yr|ev],d.,22,(20)Sam Querrey[USA] [yr|ev],7-6(6) 7-5 6-4,1.14,12.4%,53.3%,83.9%,57.1%,3/4,10.8%,67.6%,78.7%,44.4%,5/8,2:09,3
R32,31,Kevin Anderson[RSA] [yr|ev],d.,24,(22)Fernando Verdasco[ESP] [yr|ev],4-6 6-3 4-6 7-6(4) 6-2,1.16,6.1%,76.9%,75.2%,47.1%,5/9,3.1%,67.9%,68.2%,53.8%,9/14,3:46,5
R32,6,(5)Tomas Berdych[CZE] [yr|ev],d.,29,(26)Jurgen Melzer[AUT] [yr|ev],6-3 6-2 6-2,1.95,17.1%,64.5%,81.6%,63.0%,1/1,3.7%,65.9%,57.4%,39.3%,5/10,1:49,4
R32,5,(4)David Ferrer[ESP] [yr|ev],d.,35,(28)Marcos Baghdatis[CYP] [yr|ev],6-4 6-2 6-3,1.34,5.9%,63.5%,68.5%,58.1%,3/5,5.3%,56.6%,53.5%,51.5%,3/9,1:57,3
R32,18,(16)Kei Nishikori[JPN] [yr|ev],d.,82,Evgeny Donskoy[RUS] [yr|ev],7-6(3) 6-2 6-3,1.62,7.2%,68.0%,77.3%,64.5%,3/4,5.4%,55.4%,68.6%,41.5%,3/7,2:06,4
R32,11,(10)Nicolas Almagro[ESP] [yr|ev],d.,26,(24)Jerzy Janowicz[POL] [yr|ev],7-6(3) 7-6(4) 6-1,1.58,19.8%,56.0%,86.3%,72.5%,0/0,11.5%,68.8%,80.3%,43.3%,7/9,2:05,9
R32,9,(8)Janko Tipsarevic[SRB] [yr|ev],d.,38,(32)Julien Benneteau[FRA] [yr|ev],3-6 6-4 2-6 6-4 6-3,1.08,10.1%,52.7%,67.6%,68.9%,1/4,8.3%,63.4%,72.8%,52.8%,7/10,3:29,8
R32,36,Jeremy Chardy[FRA] [yr|ev],d.,7,(6)Juan Martin del Potro[ARG] [yr|ev],6-3 6-3 6-7(3) 3-6 6-3,1.03,11.9%,58.5%,78.5%,51.5%,5/7,8.7%,67.1%,74.0%,51.0%,12/17,3:45,25
R32,23,(21)Andreas Seppi[ITA] [yr|ev],d.,14,(12)Marin Cilic[CRO] [yr|ev],6-7(2) 6-3 2-6 6-4 6-2,1.01,3.1%,55.6%,71.1%,43.1%,12/19,9.6%,50.0%,75.0%,41.2%,8/17,3:38,18
R32,16,(14)Gilles Simon[FRA] [yr|ev],d.,86,Gael Monfils[FRA] [yr|ev],6-4 6-4 4-6 1-6 8-6,0.92,0.0%,68.7%,56.0%,54.4%,16/25,5.4%,66.9%,67.6%,41.8%,17/25,4:43,6
R32,3,(3)Andy Murray[GBR] [yr|ev],d.,110,(Q)Ricardas Berankis[LTU] [yr|ev],6-3 6-4 7-5,1.19,13.2%,67.5%,71.4%,37.8%,9/12,6.9%,57.5%,62.0%,40.5%,7/13,2:12,1
R32,8,(7)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,93,Blaz Kavcic[SLO] [yr|ev],6-2 6-1 6-4,1.91,10.1%,71.0%,75.5%,65.0%,4/5,1.4%,67.6%,42.0%,58.3%,2/9,1:19,5
R32,10,(9)Richard Gasquet[FRA] [yr|ev],d.,74,Ivan Dodig[CRO] [yr|ev],4-6 6-3 7-6(2) 6-0,1.43,9.8%,56.3%,87.3%,49.0%,3/5,7.9%,55.3%,66.7%,47.1%,8/13,2:25,7
R32,15,(13)Milos Raonic[CAN] [yr|ev],d.,19,(17)Philipp Kohlschreiber[GER] [yr|ev],7-6(4) 6-3 6-4,1.61,26.7%,65.1%,82.1%,76.7%,0/0,5.3%,51.1%,70.8%,65.2%,2/4,1:52,3
R32,2,(2)Roger Federer[SUI] [yr|ev],d.,43,Bernard Tomic[AUS] [yr|ev],6-4 7-6(5) 6-1,1.60,11.6%,70.5%,88.1%,42.9%,1/1,6.6%,69.4%,67.9%,40.5%,13/16,1:58,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,62,Ryan Harrison[USA] [yr|ev],6-1 6-2 6-3,3.58,12.5%,73.2%,85.4%,86.7%,0/0,6.7%,63.3%,56.1%,36.4%,7/13,1:31,1
R64,34,(31)Radek Stepanek[CZE] [yr|ev],d.,42,Feliciano Lopez[ESP] [yr|ev],6-2 6-2 6-4,1.49,16.5%,73.4%,77.6%,52.4%,2/2,18.1%,60.2%,72.0%,33.3%,4/9,1:55,8
R64,22,(20)Sam Querrey[USA] [yr|ev],d.,57,Brian Baker[USA] [yr|ev],6-7(2) 1-1 RET,0.89,10.6%,63.8%,70.0%,52.9%,3/4,9.4%,67.9%,69.4%,64.7%,4/5,1:06,11
R64,17,(15)Stan Wawrinka[SUI] [yr|ev],d.,90,Tobias Kamke[GER] [yr|ev],6-3 7-6(4) RET,1.14,13.3%,53.0%,75.0%,46.2%,5/7,0.0%,60.7%,61.1%,48.6%,8/11,1:48,3
R64,31,Kevin Anderson[RSA] [yr|ev],d.,79,Andrey Kuznetsov[RUS] [yr|ev],6-1 7-5 6-4,1.49,21.1%,72.2%,80.0%,52.0%,2/2,6.9%,58.6%,66.7%,47.2%,5/9,1:46,5
R64,24,(22)Fernando Verdasco[ESP] [yr|ev],d.,55,Xavier Malisse[BEL] [yr|ev],6-1 6-3 6-2,1.63,2.7%,70.3%,67.3%,63.6%,4/6,3.3%,48.4%,59.1%,31.9%,7/15,1:57,7
R64,29,(26)Jurgen Melzer[AUT] [yr|ev],d.,56,Roberto Bautista Agut[ESP] [yr|ev],6-7(4) 6-3 6-7(3) 6-3 6-2,1.09,9.0%,65.5%,69.8%,63.9%,9/10,2.6%,76.6%,66.1%,61.1%,9/14,3:49,8
R64,6,(5)Tomas Berdych[CZE] [yr|ev],d.,92,Guillaume Rufin[FRA] [yr|ev],6-2 6-2 6-4,1.73,11.0%,63.0%,78.3%,63.0%,3/4,5.9%,56.4%,68.4%,31.8%,10/16,2:00,4
R64,5,(4)David Ferrer[ESP] [yr|ev],d.,125,(LL)Tim Smyczek[USA] [yr|ev],6-0 7-5 4-6 6-3,1.39,2.8%,61.1%,74.2%,54.8%,7/10,4.1%,64.5%,61.5%,39.5%,14/21,2:38,3
R64,35,(28)Marcos Baghdatis[CYP] [yr|ev],d.,84,Tatsuma Ito[JPN] [yr|ev],3-6 6-3 6-2 6-2,1.34,6.4%,53.2%,72.0%,63.6%,2/4,1.7%,59.1%,66.2%,44.7%,11/17,2:13,8
R64,82,Evgeny Donskoy[RUS] [yr|ev],d.,25,(23)Mikhail Youzhny[RUS] [yr|ev],3-6 7-6(4) 6-2 3-6 6-3,1.26,14.7%,64.0%,77.0%,57.1%,4/6,2.3%,61.6%,65.1%,57.4%,14/17,3:45,65
R64,18,(16)Kei Nishikori[JPN] [yr|ev],d.,68,Carlos Berlocq[ARG] [yr|ev],7-6(4) 6-4 6-1,1.38,6.2%,68.0%,72.7%,48.4%,2/5,3.3%,63.7%,60.3%,36.4%,6/12,2:18,4
R64,11,(10)Nicolas Almagro[ESP] [yr|ev],d.,71,Daniel Gimeno Traver[ESP] [yr|ev],6-4 6-1 6-2,1.47,12.0%,63.9%,79.2%,50.0%,5/6,5.1%,48.7%,65.8%,42.5%,4/10,1:41,9
R64,26,(24)Jerzy Janowicz[POL] [yr|ev],d.,551,Somdev Devvarman[IND] [yr|ev],6-7(10) 3-6 6-1 6-0 7-5,1.11,8.2%,61.4%,70.5%,43.9%,14/18,5.7%,61.8%,60.8%,48.3%,10/19,4:00,14
R64,38,(32)Julien Benneteau[FRA] [yr|ev],d.,101,Edouard Roger-Vasselin[FRA] [yr|ev],4-6 7-5 7-6(5) 7-6(5),1.13,6.1%,64.2%,68.4%,52.8%,8/15,7.8%,70.7%,63.6%,44.9%,10/17,3:34,25
R64,9,(8)Janko Tipsarevic[SRB] [yr|ev],d.,44,Lukas Lacko[SVK] [yr|ev],6-3 6-4 3-6 4-6 7-5,0.99,9.7%,59.4%,75.0%,49.2%,11/15,9.0%,65.4%,71.6%,51.9%,6/11,3:51,8
R64,7,(6)Juan Martin del Potro[ARG] [yr|ev],d.,66,Benjamin Becker[GER] [yr|ev],6-2 6-4 6-2,1.95,28.0%,73.3%,87.3%,50.0%,1/1,12.7%,51.9%,68.3%,42.1%,5/10,1:44,3
R64,36,Jeremy Chardy[FRA] [yr|ev],d.,32,(30)Marcel Granollers[ESP] [yr|ev],6-3 3-6 6-1 6-2,1.39,7.6%,70.5%,81.1%,48.4%,7/8,5.4%,73.1%,66.2%,44.0%,6/11,2:16,25
R64,23,(21)Andreas Seppi[ITA] [yr|ev],d.,50,Denis Istomin[UZB] [yr|ev],7-6(4) 5-7 6-7(3) 7-6(3) 6-2,1.09,7.1%,60.7%,75.7%,65.3%,6/7,8.4%,61.8%,76.3%,57.5%,5/7,4:07,18
R64,14,(12)Marin Cilic[CRO] [yr|ev],d.,130,(Q)Rajeev Ram[USA] [yr|ev],7-5 6-2 6-4,2.05,11.8%,53.9%,92.7%,65.7%,0/0,1.1%,71.3%,67.2%,40.7%,9/13,1:59,3
R64,16,(14)Gilles Simon[FRA] [yr|ev],d.,88,Jesse Levine[CAN] [yr|ev],2-6 6-3 7-6(4) 6-2,1.13,9.0%,51.9%,78.3%,50.0%,7/10,5.7%,60.2%,68.9%,46.9%,8/12,2:50,6
R64,86,Gael Monfils[FRA] [yr|ev],d.,61,Yen Hsun Lu[TPE] [yr|ev],7-6(5) 4-6 0-6 6-1 8-6,0.93,18.2%,58.8%,76.3%,41.2%,5/10,6.2%,64.6%,74.0%,47.4%,4/8,3:37,6
R64,110,(Q)Ricardas Berankis[LTU] [yr|ev],d.,28,(25)Florian Mayer[GER] [yr|ev],6-2 6-3 6-1,2.00,7.1%,54.3%,81.6%,68.8%,3/3,5.6%,63.9%,65.2%,26.9%,4/10,1:17,50
R64,3,(3)Andy Murray[GBR] [yr|ev],d.,100,Joao Sousa[POR] [yr|ev],6-2 6-2 6-4,1.70,19.5%,58.4%,80.0%,65.6%,0/0,3.9%,63.6%,63.3%,42.9%,3/8,1:41,1
R64,8,(7)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,73,Go Soeda[JPN] [yr|ev],6-3 7-6(1) 6-3,1.19,17.0%,58.0%,82.8%,57.1%,3/4,6.4%,55.1%,74.4%,57.1%,1/4,2:03,5
R64,93,Blaz Kavcic[SLO] [yr|ev],d.,223,(WC)James Duckworth[AUS] [yr|ev],3-6 6-3 6-4 6-7(3) 10-8,1.14,10.8%,60.0%,77.8%,47.4%,8/12,13.4%,57.8%,73.1%,44.3%,15/21,4:52,68
R64,74,Ivan Dodig[CRO] [yr|ev],d.,70,Jarkko Nieminen[FIN] [yr|ev],6-3 6-7(4) 6-3 6-7(4) 6-1,1.17,18.4%,62.0%,82.9%,48.5%,17/18,6.1%,63.9%,73.4%,49.1%,5/10,3:18,29
R64,10,(9)Richard Gasquet[FRA] [yr|ev],d.,54,Alejandro Falla[COL] [yr|ev],6-3 6-2 6-2,1.86,17.4%,56.5%,79.5%,63.3%,1/2,8.3%,70.2%,59.3%,24.0%,7/13,1:40,7
R64,15,(13)Milos Raonic[CAN] [yr|ev],d.,75,Lukas Rosol[CZE] [yr|ev],7-6(2) 6-2 6-3,1.78,22.2%,64.2%,86.5%,58.6%,2/3,13.5%,47.9%,67.4%,50.0%,3/8,1:48,3
R64,19,(17)Philipp Kohlschreiber[GER] [yr|ev],d.,196,(Q)Amir Weintraub[ISR] [yr|ev],6-2 7-6(4) 6-4,1.82,13.6%,60.2%,90.6%,65.7%,3/3,8.5%,71.3%,71.6%,48.1%,3/6,1:49,16
R64,43,Bernard Tomic[AUS] [yr|ev],d.,120,(Q)Daniel Brands[GER] [yr|ev],6-7(4) 7-5 7-6(3) 7-6(8),1.05,17.6%,77.0%,78.1%,58.8%,1/1,14.5%,65.4%,76.0%,65.5%,6/7,2:55,17
R64,2,(2)Roger Federer[SUI] [yr|ev],d.,40,Nikolay Davydenko[RUS] [yr|ev],6-3 6-4 6-4,1.55,9.9%,68.1%,75.8%,65.5%,0/0,8.5%,66.0%,62.9%,47.2%,10/13,1:59,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,60,Paul Henri Mathieu[FRA] [yr|ev],6-2 6-4 7-5,1.97,11.7%,63.6%,83.7%,75.0%,3/3,5.8%,67.4%,72.4%,39.3%,3/7,1:42,1
R128,62,Ryan Harrison[USA] [yr|ev],d.,64,Santiago Giraldo[COL] [yr|ev],2-6 6-4 7-5 6-4,1.14,8.6%,59.5%,66.7%,61.7%,9/14,2.3%,69.5%,67.0%,42.5%,6/12,2:37,40
R128,42,Feliciano Lopez[ESP] [yr|ev],d.,198,(Q)Arnau Brugues Davi[ESP] [yr|ev],6-3 6-2 6-4,1.85,34.7%,64.0%,89.6%,59.3%,2/2,3.7%,50.6%,65.9%,55.0%,6/10,1:24,12
R128,34,(31)Radek Stepanek[CZE] [yr|ev],d.,37,Viktor Troicki[SRB] [yr|ev],5-7 4-6 6-3 6-3 7-5,1.09,1.8%,65.9%,65.5%,52.6%,12/18,9.3%,60.5%,66.3%,44.1%,13/21,3:59,8
R128,22,(20)Sam Querrey[USA] [yr|ev],d.,174,(Q)Daniel Munoz de la Nava[ESP] [yr|ev],6-7(2) 6-4 6-2 6-4,1.36,23.3%,69.0%,80.0%,61.1%,0/0,4.0%,49.6%,75.8%,54.0%,5/9,2:13,11
R128,57,Brian Baker[USA] [yr|ev],d.,133,(Q)Alex Bogomolov Jr[RUS] [yr|ev],7-6(4) 6-3 6-7(0) 3-6 6-2,1.13,8.3%,71.2%,69.4%,46.7%,9/14,1.7%,73.2%,61.8%,47.9%,7/15,3:42,52
R128,90,Tobias Kamke[GER] [yr|ev],d.,95,Flavio Cipolla[ITA] [yr|ev],6-1 6-4 6-1,1.53,2.4%,54.8%,67.4%,57.9%,4/6,1.3%,63.2%,50.0%,32.1%,5/13,1:58,64
R128,17,(15)Stan Wawrinka[SUI] [yr|ev],d.,164,(Q)Cedrik Marcel Stebe[GER] [yr|ev],6-2 6-4 6-3,1.55,3.7%,63.4%,75.0%,70.0%,2/2,0.0%,66.7%,56.3%,62.5%,5/9,1:29,3
R128,79,Andrey Kuznetsov[RUS] [yr|ev],d.,12,(11)Juan Monaco[ARG] [yr|ev],7-6(3) 6-1 6-1,1.41,5.1%,53.5%,67.9%,45.7%,8/12,1.3%,61.3%,34.8%,48.3%,6/15,1:55,39
R128,31,Kevin Anderson[RSA] [yr|ev],d.,59,Paolo Lorenzi[ITA] [yr|ev],3-6 7-6(3) 6-3 6-4,1.13,6.7%,75.4%,73.3%,54.5%,4/7,3.9%,65.4%,75.9%,43.2%,5/8,2:54,5
R128,55,Xavier Malisse[BEL] [yr|ev],d.,45,Pablo Andujar[ESP] [yr|ev],6-3 6-1 6-2,1.85,8.3%,62.5%,77.8%,66.7%,4/4,1.2%,57.0%,65.3%,32.4%,6/12,1:53,19
R128,24,(22)Fernando Verdasco[ESP] [yr|ev],d.,49,David Goffin[BEL] [yr|ev],6-3 3-6 4-6 6-3 6-4,1.11,3.5%,59.6%,72.6%,52.6%,8/13,4.7%,61.2%,70.9%,44.0%,3/9,3:22,7
R128,29,(26)Jurgen Melzer[AUT] [yr|ev],d.,105,Mikhail Kukushkin[KAZ] [yr|ev],6-1 6-1 6-2,2.13,15.9%,66.7%,81.0%,57.1%,2/2,1.4%,54.8%,45.0%,39.4%,9/16,1:22,8
R128,56,Roberto Bautista Agut[ESP] [yr|ev],d.,47,Fabio Fognini[ITA] [yr|ev],6-0 2-6 6-4 3-6 6-1,1.19,0.8%,63.1%,63.6%,57.8%,4/9,4.7%,57.4%,60.8%,45.5%,10/18,2:29,9
R128,92,Guillaume Rufin[FRA] [yr|ev],d.,296,(Q)Julian Reister[GER] [yr|ev],4-6 7-6(4) 6-1 6-2,1.25,4.3%,60.7%,66.2%,54.3%,4/8,1.7%,76.0%,55.4%,41.4%,10/18,2:41,81
R128,6,(5)Tomas Berdych[CZE] [yr|ev],d.,94,Michael Russell[USA] [yr|ev],6-3 7-5 6-3,1.38,5.4%,51.1%,74.5%,60.0%,6/8,1.1%,74.2%,60.9%,37.5%,6/12,2:11,4
R128,5,(4)David Ferrer[ESP] [yr|ev],d.,126,Olivier Rochus[BEL] [yr|ev],6-3 6-4 6-2,1.71,2.8%,67.6%,77.1%,65.2%,3/5,0.0%,60.0%,58.8%,47.1%,9/15,1:50,3
R128,125,(LL)Tim Smyczek[USA] [yr|ev],d.,103,Ivo Karlovic[CRO] [yr|ev],6-4 7-6(5) 7-5,1.24,3.8%,72.1%,78.7%,55.2%,3/3,14.5%,62.7%,73.9%,51.2%,5/7,2:18,68
R128,84,Tatsuma Ito[JPN] [yr|ev],d.,184,(WC)John Millman[AUS] [yr|ev],6-4 6-4 3-6 0-6 7-5,0.91,1.9%,50.0%,61.7%,48.1%,7/15,10.9%,60.3%,69.1%,43.5%,14/21,3:29,60
R128,35,(28)Marcos Baghdatis[CYP] [yr|ev],d.,51,Albert Ramos[ESP] [yr|ev],6-7(0) 7-6(4) 6-4 3-6 6-3,1.02,11.7%,59.2%,72.6%,49.3%,15/19,2.6%,62.0%,75.6%,41.1%,11/16,4:15,8
R128,25,(23)Mikhail Youzhny[RUS] [yr|ev],d.,108,Matthew Ebden[AUS] [yr|ev],4-6 6-7(0) 6-2 7-6(4) 6-3,0.92,2.6%,64.8%,67.7%,53.6%,14/18,8.7%,62.4%,75.3%,50.0%,6/12,3:59,8
R128,82,Evgeny Donskoy[RUS] [yr|ev],d.,99,Adrian Ungur[ROU] [yr|ev],6-4 6-4 6-2,1.46,12.6%,52.6%,86.0%,53.3%,6/6,3.2%,60.0%,68.4%,39.5%,5/9,2:01,65
R128,68,Carlos Berlocq[ARG] [yr|ev],d.,156,(Q)Maxime Authom[BEL] [yr|ev],1-6 7-6(5) 7-6(4) 6-2,1.09,7.5%,59.7%,73.8%,50.0%,4/9,2.8%,58.9%,68.7%,50.0%,8/12,3:25,37
R128,18,(16)Kei Nishikori[JPN] [yr|ev],d.,63,Victor Hanescu[ROU] [yr|ev],6-7(5) 6-3 6-1 6-3,1.28,5.0%,71.1%,70.9%,57.1%,5/7,4.9%,67.5%,63.9%,45.0%,9/16,2:39,4
R128,11,(10)Nicolas Almagro[ESP] [yr|ev],d.,175,(Q)Steve Johnson[USA] [yr|ev],7-5 6-7(4) 6-2 6-7(6) 6-2,1.40,22.7%,53.9%,80.7%,63.4%,3/5,12.7%,57.6%,80.0%,37.1%,8/15,3:10,9
R128,71,Daniel Gimeno Traver[ESP] [yr|ev],d.,76,Lukasz Kubot[POL] [yr|ev],6-7(4) 6-4 6-0 4-6 6-4,1.06,9.4%,62.9%,70.0%,47.5%,11/15,2.8%,59.2%,75.0%,36.2%,6/14,3:17,48
R128,551,Somdev Devvarman[IND] [yr|ev],d.,78,Bjorn Phau[GER] [yr|ev],6-3 6-2 6-3,1.30,4.2%,64.2%,65.6%,58.8%,13/14,2.6%,50.6%,64.1%,39.5%,3/9,1:50,62
R128,26,(24)Jerzy Janowicz[POL] [yr|ev],d.,80,Simone Bolelli[ITA] [yr|ev],7-5 6-4 6-3,1.28,12.1%,59.6%,81.4%,42.5%,3/5,3.1%,57.1%,58.9%,52.4%,3/9,2:15,14
R128,38,(32)Julien Benneteau[FRA] [yr|ev],d.,41,Grigor Dimitrov[BUL] [yr|ev],6-4 6-2 6-4,1.75,8.0%,62.7%,85.1%,57.1%,2/3,5.1%,63.6%,55.6%,55.6%,2/7,1:46,25
R128,101,Edouard Roger-Vasselin[FRA] [yr|ev],d.,114,(Q)Ruben Bemelmans[BEL] [yr|ev],6-3 6-7(5) 2-6 7-5 11-9,0.96,7.2%,57.5%,69.7%,46.6%,7/14,6.8%,62.3%,65.9%,53.8%,9/17,4:25,N/A
R128,44,Lukas Lacko[SVK] [yr|ev],d.,69,Gilles Muller[LUX] [yr|ev],6-2 6-4 7-6(3),1.48,12.5%,61.5%,86.4%,54.1%,6/7,10.4%,57.3%,74.5%,43.9%,2/6,1:59,44
R128,9,(8)Janko Tipsarevic[SRB] [yr|ev],d.,81,Lleyton Hewitt[AUS] [yr|ev],7-6(4) 7-5 6-3,1.33,13.1%,59.8%,78.1%,48.8%,2/5,3.9%,48.8%,67.7%,43.1%,8/13,3:02,8
R128,7,(6)Juan Martin del Potro[ARG] [yr|ev],d.,170,(Q)Adrian Mannarino[FRA] [yr|ev],6-1 6-2 6-2,3.04,12.1%,74.1%,83.7%,80.0%,0/0,8.2%,59.0%,52.8%,40.0%,4/10,1:16,3
R128,66,Benjamin Becker[GER] [yr|ev],d.,77,Aljaz Bedene[SLO] [yr|ev],4-6 6-3 7-5 7-6(1),1.12,12.1%,47.7%,76.2%,49.3%,6/11,7.8%,56.0%,64.6%,48.4%,8/15,3:05,35
R128,36,Jeremy Chardy[FRA] [yr|ev],d.,233,(Q)Adrian Menendez Maceiras[ESP] [yr|ev],7-6(5) 6-7(3) 6-2 6-1,1.36,16.5%,56.7%,88.9%,41.8%,3/4,8.7%,60.9%,66.7%,42.6%,7/12,2:57,25
R128,32,(30)Marcel Granollers[ESP] [yr|ev],d.,58,Grega Zemlja[SLO] [yr|ev],7-6(6) 7-6(5) 1-0 RET,1.43,6.0%,61.9%,65.4%,78.1%,4/6,7.1%,57.6%,68.4%,42.9%,4/6,2:11,19
R128,23,(21)Andreas Seppi[ITA] [yr|ev],d.,67,Horacio Zeballos[ARG] [yr|ev],6-2 6-4 6-2,1.74,16.9%,60.6%,86.0%,60.7%,3/3,7.8%,66.2%,62.7%,50.0%,7/12,1:29,18
R128,50,Denis Istomin[UZB] [yr|ev],d.,65,Igor Sijsling[NED] [yr|ev],4-6 6-3 6-4 6-2,1.43,3.0%,63.4%,73.4%,70.3%,2/4,6.0%,59.5%,65.2%,53.2%,12/17,2:00,33
R128,130,(Q)Rajeev Ram[USA] [yr|ev],d.,85,Guillermo Garcia Lopez[ESP] [yr|ev],6-4 6-4 3-6 6-2,1.22,9.6%,68.7%,74.7%,50.0%,4/6,10.1%,54.6%,70.8%,46.3%,6/11,2:37,56
R128,14,(12)Marin Cilic[CRO] [yr|ev],d.,48,Marinko Matosevic[AUS] [yr|ev],6-4 7-5 6-2,1.30,8.5%,54.7%,75.9%,60.4%,11/11,2.2%,48.3%,69.8%,50.0%,6/10,2:22,3
R128,16,(14)Gilles Simon[FRA] [yr|ev],d.,87,Filippo Volandri[ITA] [yr|ev],2-6 6-3 6-2 6-2,1.35,8.5%,57.4%,68.5%,62.5%,2/5,1.0%,65.7%,55.2%,51.4%,6/12,2:04,6
