Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Novak Djokovic,SRB,7,1505,93.5%,29.5%,54,7.8%,13,1.9%,65.5%,78.7%,65.8%,74.2%,31,74.2%,41.1%,78,46.2%,56.4%,1.60,18:17
6,Juan Martin del Potro,ARG,3,581,89.8%,27.1%,41,14.5%,5,1.8%,70.2%,79.8%,56.0%,72.7%,18,72.2%,39.8%,27,48.1%,55.8%,1.46,6:45
9,Richard Gasquet,FRA,4,745,87.5%,29.5%,44,12.5%,6,1.7%,57.5%,83.2%,54.4%,70.9%,17,52.9%,41.9%,43,41.9%,55.6%,1.44,8:01
3,Andy Murray,GBR,7,1394,87.4%,36.3%,81,11.7%,6,0.9%,64.7%,76.1%,51.6%,67.4%,43,67.4%,43.1%,80,51.2%,55.2%,1.32,16:36
,Yen Hsun Lu,TPE,2,499,87.5%,29.3%,20,8.1%,6,2.4%,63.3%,75.2%,56.0%,68.1%,11,54.5%,41.4%,21,57.1%,54.7%,1.30,5:38
13,Milos Raonic,CAN,4,766,92.1%,17.5%,90,24.3%,17,4.6%,64.3%,79.8%,62.1%,73.5%,15,66.7%,34.1%,27,40.7%,53.1%,1.29,7:58
2,Roger Federer,SUI,6,1406,89.8%,19.4%,48,7.3%,12,1.8%,64.7%,79.9%,54.3%,70.8%,29,62.1%,37.4%,72,29.2%,53.1%,1.28,14:47
Q,Ricardas Berankis,LTU,3,559,86.0%,27.3%,17,6.6%,6,2.3%,56.8%,74.7%,57.7%,67.3%,19,68.4%,41.1%,35,34.3%,53.1%,1.26,5:36
10,Nicolas Almagro,ESP,5,1071,87.5%,30.2%,83,15.5%,13,2.4%,53.3%,79.7%,57.4%,69.3%,33,66.7%,38.6%,55,47.3%,54.0%,1.26,11:42
5,Tomas Berdych,CZE,5,944,84.9%,32.4%,41,8.9%,12,2.6%,57.4%,75.4%,55.1%,66.7%,34,67.6%,41.9%,54,42.6%,54.0%,1.26,11:15
17,Philipp Kohlschreiber,GER,3,518,95.5%,15.9%,27,10.5%,5,1.9%,58.5%,84.8%,60.7%,74.8%,10,80.0%,31.5%,15,46.7%,53.1%,1.25,5:27
12,Marin Cilic,CRO,3,663,83.0%,27.8%,31,9.7%,10,3.1%,52.5%,79.6%,53.0%,67.0%,28,67.9%,40.9%,42,35.7%,53.4%,1.24,7:59
7,Jo-Wilfried Tsonga,FRA,5,1032,92.0%,26.7%,67,12.5%,8,1.5%,63.9%,78.7%,54.9%,70.1%,36,80.6%,36.4%,39,59.0%,53.9%,1.22,11:02
4,David Ferrer,ESP,6,1178,76.5%,36.6%,33,5.7%,10,1.7%,65.2%,70.1%,50.7%,63.4%,52,55.8%,43.4%,77,44.2%,53.3%,1.19,13:48
