Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,5,(4)Rafael Nadal[ESP] [yr|ev],d.,37,Mariano Puerta[ARG] [yr|ev],6-7(6) 6-3 6-1 7-5,1.17,5.1%,78.8%,67.6%,41.4%,11/14,2.9%,60.6%,63.9%,42.6%,10/18,3:24,1
SF,5,(4)Rafael Nadal[ESP] [yr|ev],d.,1,(1)Roger Federer[SUI] [yr|ev],6-3 4-6 6-4 6-3,1.11,1.7%,73.3%,61.4%,50.0%,6/12,2.5%,62.2%,63.5%,37.8%,4/13,2:47,1
SF,37,Mariano Puerta[ARG] [yr|ev],d.,12,(12)Nikolay Davydenko[RUS] [yr|ev],6-3 5-7 2-6 6-4 6-4,1.00,0.7%,52.7%,69.6%,49.3%,5/12,8.0%,59.1%,65.4%,51.8%,5/12,3:29,9
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,90,Victor Hanescu[ROU] [yr|ev],6-2 7-6(3) 6-3,1.44,7.6%,46.7%,81.4%,57.1%,1/3,1.8%,70.9%,59.0%,43.8%,11/16,2:04,1
QF,5,(4)Rafael Nadal[ESP] [yr|ev],d.,21,(20)David Ferrer[ESP] [yr|ev],7-5 6-2 6-0,1.50,3.3%,71.7%,65.2%,61.5%,10/12,1.3%,65.0%,53.8%,32.1%,2/10,2:08,1
QF,12,(12)Nikolay Davydenko[RUS] [yr|ev],d.,16,(15)Tommy Robredo[ESP] [yr|ev],3-6 6-1 6-2 4-6 6-4,1.12,2.8%,77.3%,60.6%,46.9%,6/13,0.6%,64.3%,60.4%,37.5%,19/29,3:18,3
QF,37,Mariano Puerta[ARG] [yr|ev],d.,10,(9)Guillermo Canas[ARG] [yr|ev],6-2 3-6 1-6 6-3 6-4,0.97,1.5%,64.9%,67.1%,54.3%,4/9,5.3%,51.5%,72.1%,54.7%,9/14,3:35,9
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,15,(14)Carlos Moya[ESP] [yr|ev],6-1 6-4 6-3,1.46,2.6%,57.1%,68.2%,66.7%,1/2,0.0%,66.3%,55.6%,46.9%,12/18,1:42,1
R16,90,Victor Hanescu[ROU] [yr|ev],d.,11,(10)David Nalbandian[ARG] [yr|ev],6-3 4-6 5-7 6-1 6-2,1.17,5.8%,68.6%,65.4%,44.9%,11/18,2.6%,62.2%,60.8%,37.3%,11/22,3:27,26
R16,5,(4)Rafael Nadal[ESP] [yr|ev],d.,24,(23)Sebastien Grosjean[FRA] [yr|ev],6-4 3-6 6-0 6-3,1.27,0.0%,68.9%,68.5%,54.5%,5/8,1.8%,61.4%,60.0%,45.5%,5/12,3:11,1
R16,21,(20)David Ferrer[ESP] [yr|ev],d.,6,(5)Gaston Gaudio[ARG] [yr|ev],2-6 6-4 7-6(5) 5-7 6-4,0.98,3.1%,57.5%,53.3%,52.9%,7/18,1.1%,56.6%,57.0%,50.0%,16/26,4:05,3
R16,12,(12)Nikolay Davydenko[RUS] [yr|ev],d.,9,(8)Guillermo Coria[ARG] [yr|ev],2-6 6-3 7-6(1) 6-2,1.07,0.0%,71.3%,61.8%,53.7%,9/14,0.9%,68.1%,59.7%,50.0%,7/13,3:06,3
R16,16,(15)Tommy Robredo[ESP] [yr|ev],d.,4,(3)Marat Safin[RUS] [yr|ev],7-5 1-6 6-1 4-6 8-6,1.05,3.2%,67.1%,61.5%,52.9%,7/15,3.4%,59.9%,63.2%,46.5%,11/20,3:50,5
R16,10,(9)Guillermo Canas[ARG] [yr|ev],d.,28,(28)Nicolas Kiefer[GER] [yr|ev],W/O,,,,,,,,,,,,,8
R16,37,Mariano Puerta[ARG] [yr|ev],d.,62,Jose Acasuso[ARG] [yr|ev],6-4 6-1 6-1,1.70,3.7%,66.7%,74.1%,59.3%,4/4,8.5%,56.1%,65.2%,25.0%,4/10,1:47,9
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,26,(25)Fernando Gonzalez[CHI] [yr|ev],7-6(9) 7-5 6-2,1.54,11.5%,65.6%,77.8%,66.7%,1/3,0.9%,53.6%,68.3%,50.0%,3/8,2:10,1
R32,15,(14)Carlos Moya[ESP] [yr|ev],d.,155,(Q)Fernando Vicente[ESP] [yr|ev],6-4 7-6(4) 6-7(3) 0-6 6-4,0.97,1.9%,73.1%,68.4%,48.8%,7/13,6.4%,56.1%,78.4%,46.1%,17/22,3:51,1
R32,11,(10)David Nalbandian[ARG] [yr|ev],d.,18,(18)Mario Ancic[CRO] [yr|ev],6-4 7-6(4) 6-3,1.17,1.0%,50.0%,62.7%,60.8%,3/7,11.7%,55.3%,65.4%,42.9%,8/14,2:24,3
R32,90,Victor Hanescu[ROU] [yr|ev],d.,59,Luis Horna[PER] [yr|ev],6-3 6-4 6-4,1.17,4.2%,62.5%,70.0%,66.7%,5/6,20.7%,61.0%,74.0%,46.9%,6/10,1:49,26
