Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(1)Rafael Nadal[ESP] [yr|ev],d.,1,(2)Novak Djokovic[SRB] [yr|ev],6-0 6-2 7-5,1.52,4.8%,65.5%,67.3%,65.5%,4/5,1.0%,66.7%,50.0%,48.5%,11/18,2:41,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,6,(5)Stefanos Tsitsipas[GRE] [yr|ev],6-3 6-2 5-7 4-6 6-1,1.23,3.3%,66.7%,72.5%,47.1%,11/15,4.2%,67.3%,59.3%,49.1%,14/22,3:54,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,14,(12)Diego Schwartzman[ARG] [yr|ev],6-3 6-3 7-6(0),1.30,2.6%,69.2%,67.9%,52.8%,9/12,2.4%,59.5%,62.0%,38.2%,3/9,3:09,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,18,(17)Pablo Carreno Busta[ESP] [yr|ev],4-6 6-2 6-3 6-4,1.15,1.5%,56.5%,71.6%,52.6%,10/13,2.7%,69.6%,64.1%,44.1%,7/13,3:10,1
QF,6,(5)Stefanos Tsitsipas[GRE] [yr|ev],d.,12,(13)Andrey Rublev[RUS] [yr|ev],7-5 6-2 6-3,1.64,8.2%,63.5%,79.6%,61.3%,2/3,7.8%,64.4%,65.5%,37.5%,3/8,1:55,3
QF,14,(12)Diego Schwartzman[ARG] [yr|ev],d.,3,(3)Dominic Thiem[AUT] [yr|ev],7-6(1) 5-7 6-7(6) 7-6(5) 6-2,1.11,0.5%,65.6%,62.1%,52.3%,13/22,3.7%,59.4%,62.2%,42.1%,6/16,5:08,8
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,75,Jannik Sinner[ITA] [yr|ev],7-6(4) 6-4 6-1,1.31,0.0%,64.9%,66.7%,58.8%,5/7,2.2%,67.7%,57.1%,43.3%,2/8,2:49,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,16,(15)Karen Khachanov[RUS] [yr|ev],6-4 6-3 6-3,1.42,2.2%,64.0%,70.2%,59.4%,7/9,4.5%,69.4%,54.5%,47.1%,9/15,2:23,1
R16,18,(17)Pablo Carreno Busta[ESP] [yr|ev],d.,186,(Q)Daniel Altmaier[GER] [yr|ev],6-2 7-5 6-2,1.24,4.0%,85.0%,65.9%,46.7%,3/4,4.8%,64.8%,55.9%,51.4%,12/18,2:22,10
R16,12,(13)Andrey Rublev[RUS] [yr|ev],d.,63,Marton Fucsovics[HUN] [yr|ev],6-7(4) 7-5 6-4 7-6(3),1.18,3.3%,56.3%,74.1%,50.0%,11/16,4.8%,61.3%,67.0%,41.5%,5/12,3:54,5
