Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Rafael Nadal,ESP,7,1121,91.2%,50.6%,14,2.4%,9,1.5%,67.3%,70.6%,63.7%,68.3%,32,75.0%,50.6%,66,68.2%,59.8%,1.60,15:54
2,Novak Djokovic,SRB,7,1364,82.9%,42.6%,24,3.6%,21,3.1%,63.1%,70.9%,52.2%,64.0%,64,71.9%,46.7%,84,51.2%,55.2%,1.30,17:17
7,Matteo Berrettini,ITA,3,581,87.2%,26.7%,14,5.1%,3,1.1%,60.7%,73.9%,60.7%,68.8%,17,64.7%,39.8%,36,33.3%,53.4%,1.27,6:44
5,Stefanos Tsitsipas,GRE,6,1217,84.8%,30.9%,38,6.3%,14,2.3%,65.6%,71.6%,58.5%,67.1%,38,60.5%,41.9%,71,40.8%,54.3%,1.27,14:15
17,Pablo Carreno Busta,ESP,5,1032,82.5%,38.0%,28,5.8%,6,1.2%,71.5%,68.9%,52.9%,64.3%,37,62.2%,44.8%,81,37.0%,54.0%,1.26,12:36
16,Stan Wawrinka,SUI,3,653,82.0%,32.7%,22,6.8%,4,1.2%,56.7%,69.4%,56.4%,63.8%,30,70.0%,44.2%,38,42.1%,53.9%,1.22,6:55
Q,Pedro Martinez,ESP,3,501,76.3%,42.1%,7,2.8%,16,6.3%,70.2%,69.5%,45.3%,62.3%,32,71.9%,45.8%,37,43.2%,54.1%,1.21,5:50
12,Diego Schwartzman,ARG,6,1264,71.6%,50.0%,9,1.4%,20,3.2%,63.4%,63.8%,50.4%,58.9%,71,62.0%,49.1%,84,56.0%,54.0%,1.20,16:43
13,Andrey Rublev,RUS,5,1176,82.3%,29.5%,53,9.4%,7,1.2%,59.6%,75.7%,54.4%,67.1%,39,56.4%,39.4%,57,49.1%,52.7%,1.20,12:51
6,Alexander Zverev,GER,4,942,80.6%,26.0%,33,7.7%,22,5.1%,67.3%,75.7%,45.7%,65.9%,24,41.7%,41.1%,46,41.3%,52.3%,1.20,10:52
18,Grigor Dimitrov,BUL,4,692,86.0%,32.7%,14,4.1%,17,5.0%,64.1%,67.7%,56.9%,63.8%,28,75.0%,43.3%,49,32.7%,53.5%,1.20,7:48
10,Roberto Bautista Agut,ESP,3,591,73.9%,43.5%,12,4.2%,2,0.7%,65.0%,59.2%,64.6%,61.1%,29,58.6%,46.1%,41,48.8%,53.3%,1.19,7:06
,Corentin Moutet,FRA,1,459,75.0%,36.1%,4,1.9%,1,0.5%,71.6%,67.5%,52.5%,63.3%,14,35.7%,43.4%,25,52.0%,52.7%,1.18,6:05
,Albert Ramos,ESP,2,396,82.8%,31.0%,3,1.7%,5,2.8%,63.0%,68.4%,56.7%,64.1%,13,61.5%,41.9%,23,39.1%,52.0%,1.17,4:56
,Tommy Paul,USA,2,405,84.4%,34.4%,13,6.8%,3,1.6%,58.3%,72.3%,56.3%,65.6%,13,61.5%,40.4%,23,47.8%,52.3%,1.17,4:19
21,John Isner,USA,2,369,84.4%,28.1%,20,10.7%,9,4.8%,65.2%,74.6%,53.8%,67.4%,16,68.8%,37.9%,17,52.9%,52.8%,1.16,4:08
28,Casper Ruud,NOR,3,560,75.6%,27.9%,6,2.3%,4,1.5%,66.3%,64.0%,64.0%,64.0%,27,59.3%,41.6%,34,35.3%,52.1%,1.15,6:24
,Thiago Monteiro,BRA,3,538,81.8%,25.6%,11,4.2%,2,0.8%,74.1%,71.9%,56.7%,68.0%,21,61.9%,36.9%,23,47.8%,51.9%,1.15,6:27
,Jannik Sinner,ITA,5,997,79.5%,35.5%,10,2.0%,15,2.9%,64.4%,67.1%,51.9%,61.7%,36,55.6%,44.1%,49,55.1%,53.1%,1.15,12:14
,Radu Albot,MDA,2,354,76.9%,30.8%,1,0.7%,5,3.4%,64.6%,69.5%,50.0%,62.6%,13,53.8%,43.0%,32,25.0%,51.1%,1.15,4:08
3,Dominic Thiem,AUT,5,1217,80.9%,33.0%,30,5.0%,9,1.5%,64.1%,68.1%,55.1%,63.5%,47,61.7%,41.6%,69,44.9%,52.4%,1.14,15:23
Q,Nikola Milojevic,SRB,2,514,75.7%,32.4%,6,2.8%,11,5.2%,59.0%,70.4%,50.6%,62.3%,19,52.6%,42.4%,33,36.4%,50.6%,1.12,6:04
Q,Daniel Altmaier,GER,4,837,81.7%,25.0%,28,6.8%,12,2.9%,58.8%,70.4%,53.5%,63.4%,43,74.4%,41.0%,39,38.5%,52.1%,1.12,9:47
,Pierre Hugues Herbert,FRA,2,506,81.6%,34.2%,16,6.1%,11,4.2%,59.9%,68.2%,55.2%,63.0%,23,69.6%,41.4%,25,52.0%,52.6%,1.12,6:04
15,Karen Khachanov,RUS,4,891,75.4%,34.3%,21,4.8%,18,4.1%,65.0%,70.2%,48.0%,62.4%,38,55.3%,42.0%,50,46.0%,52.0%,1.12,10:23
,Norbert Gombos,SVK,3,714,73.6%,26.4%,13,3.9%,17,5.1%,60.5%,68.2%,53.4%,62.3%,37,62.2%,41.6%,43,32.6%,51.3%,1.11,8:29
,Andrej Martin,SVK,2,349,75.0%,32.1%,2,1.2%,4,2.3%,65.3%,61.9%,63.3%,62.4%,17,58.8%,41.5%,18,50.0%,51.9%,1.10,4:05
,Federico Delbonis,ARG,1,438,71.0%,37.5%,6,3.0%,9,4.5%,64.8%,64.3%,51.4%,59.8%,20,55.0%,43.9%,30,40.0%,51.1%,1.09,4:54
27,Taylor Fritz,USA,3,777,79.6%,22.2%,39,10.5%,7,1.9%,57.6%,76.5%,47.8%,64.3%,34,67.6%,38.8%,41,29.3%,51.0%,1.09,8:48
20,Cristian Garin,CHI,3,777,75.4%,28.1%,20,5.5%,15,4.1%,60.2%,69.9%,49.7%,61.8%,26,46.2%,41.6%,44,36.4%,51.1%,1.09,9:04
Q,Jack Sock,USA,2,382,75.9%,25.0%,5,2.8%,7,4.0%,62.7%,70.3%,53.0%,63.8%,12,41.7%,39.0%,18,38.9%,50.5%,1.08,4:17
22,Dusan Lajovic,SRB,2,542,76.7%,23.8%,7,2.7%,6,2.3%,70.7%,67.2%,58.4%,64.6%,22,54.5%,38.4%,34,29.4%,51.1%,1.08,5:55
,Roberto Carballes Baena,ESP,3,607,78.3%,34.8%,4,1.3%,11,3.6%,67.3%,64.4%,55.4%,61.5%,34,70.6%,41.6%,33,48.5%,51.7%,1.08,7:27
,Lorenzo Sonego,ITA,4,950,81.7%,26.5%,14,2.9%,9,1.9%,66.2%,74.0%,46.0%,64.5%,30,56.7%,38.2%,45,40.0%,51.4%,1.08,11:36
,Dominik Koepfer,GER,2,397,78.1%,28.1%,3,1.6%,5,2.6%,71.4%,66.4%,49.1%,61.5%,17,58.8%,41.5%,17,52.9%,51.1%,1.08,4:12
Q,Sebastian Korda,USA,4,764,72.1%,32.8%,17,4.5%,9,2.4%,69.8%,64.4%,54.0%,61.2%,36,52.8%,41.8%,51,39.2%,51.3%,1.08,8:45
,Jiri Vesely,CZE,2,523,75.0%,27.5%,21,8.0%,3,1.1%,70.9%,71.4%,44.7%,63.6%,17,41.2%,38.9%,22,50.0%,51.2%,1.07,6:21
,Kevin Anderson,RSA,3,590,78.0%,24.5%,42,14.3%,13,4.4%,67.2%,71.1%,53.1%,65.2%,31,64.5%,37.4%,29,41.4%,51.2%,1.07,6:54
9,Denis Shapovalov,CAN,2,667,69.4%,35.4%,13,4.2%,19,6.1%,64.9%,63.5%,50.0%,58.8%,34,55.9%,44.1%,45,37.8%,51.0%,1.07,8:29
,Marton Fucsovics,HUN,4,979,78.1%,31.0%,16,3.1%,20,3.9%,59.0%,69.1%,49.8%,61.2%,35,54.3%,41.4%,52,42.3%,51.7%,1.07,12:34
Q,Marco Cecchinato,ITA,3,650,72.3%,34.8%,12,3.7%,7,2.1%,70.0%,64.6%,49.0%,59.9%,28,53.6%,42.4%,41,39.0%,51.2%,1.06,7:15
,Yoshihito Nishioka,JPN,2,474,76.5%,31.4%,4,1.7%,1,0.4%,71.6%,59.6%,57.6%,59.1%,25,68.0%,43.4%,35,31.4%,51.1%,1.06,5:34
LL,Daniel Elahi Galan,COL,3,646,68.1%,37.0%,15,4.5%,2,0.6%,60.4%,61.1%,51.9%,57.4%,34,55.9%,44.5%,41,41.5%,51.2%,1.05,7:38
29,Hubert Hurkacz,POL,1,386,80.6%,22.6%,10,5.0%,8,4.0%,61.5%,69.9%,50.6%,62.5%,18,66.7%,38.2%,14,50.0%,50.8%,1.02,4:31
WC,Hugo Gaston,FRA,4,1108,79.3%,27.5%,6,1.1%,9,1.6%,57.8%,63.3%,57.3%,60.8%,58,70.7%,40.0%,55,40.0%,50.7%,1.02,12:07
,Kei Nishikori,JPN,2,587,67.4%,31.1%,2,0.7%,4,1.4%,66.1%,61.1%,55.8%,59.3%,32,53.1%,41.4%,35,40.0%,49.9%,1.02,7:42
32,Daniel Evans,GBR,1,273,66.7%,36.4%,5,3.5%,5,3.5%,59.4%,68.2%,41.4%,57.3%,19,63.2%,43.1%,18,44.4%,50.5%,1.01,3:49
30,Jan Lennard Struff,GER,2,572,80.5%,17.5%,26,9.7%,7,2.6%,59.1%,68.6%,51.8%,61.7%,23,65.2%,38.3%,21,33.3%,49.3%,1.00,6:32
,Jaume Munar,ESP,1,260,72.7%,21.7%,3,2.4%,0,0.0%,70.6%,73.0%,43.2%,64.3%,14,57.1%,35.8%,7,71.4%,49.6%,1.00,3:12
,Federico Coria,ARG,3,728,64.2%,37.0%,7,1.8%,9,2.3%,74.0%,58.9%,45.5%,55.4%,50,62.0%,44.7%,33,60.6%,50.4%,1.00,8:19
,Lloyd Harris,RSA,2,427,85.3%,11.4%,20,9.5%,4,1.9%,68.1%,74.8%,52.2%,67.6%,9,44.4%,31.8%,17,23.5%,49.4%,0.98,4:41
23,Benoit Paire,FRA,2,454,65.7%,34.3%,20,9.5%,17,8.1%,53.6%,75.2%,35.7%,56.9%,16,25.0%,42.4%,33,36.4%,49.1%,0.98,4:46
LL,Jason Jung,TPE,1,267,55.6%,38.9%,0,0.0%,6,4.8%,71.8%,58.4%,37.1%,52.4%,16,50.0%,46.2%,23,30.4%,49.1%,0.97,3:19
,Jeremy Chardy,FRA,1,396,69.0%,30.0%,6,3.1%,9,4.6%,59.5%,66.4%,43.0%,56.9%,16,43.8%,41.8%,23,39.1%,49.2%,0.97,4:36
Q,Tomas Machac,CZE,1,344,70.8%,37.5%,2,1.0%,4,2.1%,67.2%,58.8%,51.6%,56.4%,27,74.1%,42.3%,14,64.3%,50.3%,0.97,3:39
,Alexander Bublik,KAZ,2,490,68.6%,25.0%,8,3.4%,13,5.5%,57.2%,69.6%,44.6%,58.9%,30,63.3%,39.4%,28,32.1%,48.8%,0.96,4:59
,Attila Balazs,HUN,2,324,66.7%,26.9%,3,1.9%,8,5.2%,55.8%,67.4%,44.1%,57.1%,15,40.0%,40.6%,18,38.9%,48.5%,0.95,4:07
Q,Jurij Rodionov,AUT,2,644,69.4%,29.2%,23,6.9%,6,1.8%,67.5%,65.0%,43.1%,57.9%,38,60.5%,39.8%,26,53.8%,49.2%,0.95,7:26
WC,Quentin Halys,FRA,1,395,69.0%,23.3%,15,7.7%,15,7.7%,60.3%,67.5%,46.8%,59.3%,20,55.0%,38.8%,16,43.8%,48.9%,0.95,4:22
,Aljaz Bedene,SLO,3,643,81.6%,18.4%,27,8.1%,11,3.3%,53.9%,75.0%,48.7%,62.9%,27,66.7%,35.3%,24,37.5%,49.6%,0.95,7:37
,Emil Ruusuvuori,FIN,1,235,63.2%,21.1%,2,1.7%,9,7.8%,70.7%,64.6%,38.2%,56.9%,12,41.7%,40.3%,12,33.3%,48.5%,0.94,2:33
,Pablo Cuevas,URU,2,342,69.0%,24.1%,11,6.4%,4,2.3%,60.5%,69.2%,45.6%,59.9%,22,59.1%,37.6%,19,36.8%,48.8%,0.94,3:48
,Ricardas Berankis,LTU,2,314,76.0%,16.0%,3,1.9%,2,1.3%,61.9%,68.8%,47.5%,60.6%,13,53.8%,36.5%,13,30.8%,48.4%,0.93,3:52
,Mackenzie Mcdonald,USA,2,371,63.3%,23.3%,12,6.9%,4,2.3%,67.6%,59.8%,51.8%,57.2%,16,31.3%,39.9%,10,70.0%,48.0%,0.93,4:28
4,Daniil Medvedev,RUS,1,246,66.7%,26.3%,3,2.6%,4,3.5%,60.0%,63.8%,47.8%,57.4%,13,53.8%,39.7%,9,55.6%,48.0%,0.93,3:17
Q,Benjamin Bonzi,FRA,2,413,69.7%,27.3%,3,1.5%,4,2.0%,59.8%,65.6%,43.9%,56.9%,25,60.0%,39.7%,17,52.9%,48.2%,0.92,4:28
,Alejandro Davidovich Fokina,ESP,2,441,70.6%,23.5%,5,2.3%,3,1.4%,63.6%,62.3%,51.9%,58.5%,24,58.3%,37.9%,15,53.3%,48.1%,0.91,4:56
LL,Marc Polmans,AUS,2,540,78.9%,23.7%,7,2.4%,5,1.7%,67.2%,63.3%,50.5%,59.1%,31,74.2%,36.9%,17,52.9%,49.1%,0.90,6:43
,Salvatore Caruso,ITA,1,314,69.6%,21.7%,5,3.2%,3,1.9%,63.5%,62.6%,54.4%,59.6%,11,36.4%,36.1%,11,45.5%,47.8%,0.89,3:45
,Stefano Travaglia,ITA,3,626,70.0%,24.0%,9,2.8%,10,3.1%,61.2%,69.5%,41.7%,58.7%,30,50.0%,36.8%,25,48.0%,48.2%,0.89,7:51
WC,Maxime Janvier,FRA,1,228,66.7%,18.8%,2,1.7%,2,1.7%,63.5%,57.5%,54.8%,56.5%,9,44.4%,38.1%,8,37.5%,47.4%,0.88,2:23
