Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
8,Milos Raonic,CAN,6,1151,95.0%,16.3%,164,30.2%,10,1.8%,66.1%,86.9%,62.5%,78.6%,16,68.8%,33.7%,37,43.2%,54.9%,1.58,11:36
4,Roger Federer,SUI,7,1421,95.7%,23.5%,98,14.5%,10,1.5%,67.2%,81.1%,61.7%,74.7%,28,82.1%,37.6%,72,37.5%,55.3%,1.49,14:12
3,Andy Murray,GBR,5,830,87.7%,37.3%,42,11.1%,12,3.2%,66.2%,80.9%,46.1%,69.1%,19,57.9%,44.3%,58,43.1%,55.7%,1.44,9:34
11,Grigor Dimitrov,BUL,6,1260,94.1%,23.8%,64,10.5%,26,4.2%,64.9%,80.6%,55.8%,71.9%,28,78.6%,38.3%,55,43.6%,54.6%,1.36,13:21
13,Richard Gasquet,FRA,2,664,90.6%,15.7%,49,15.9%,9,2.9%,67.9%,79.4%,54.5%,71.4%,13,61.5%,37.4%,33,24.2%,53.2%,1.31,6:37
19,Feliciano Lopez,ESP,4,945,97.3%,5.3%,76,17.0%,14,3.1%,61.1%,85.7%,66.1%,78.1%,13,84.6%,28.5%,17,23.5%,52.0%,1.30,9:27
,Sergiy Stakhovsky,UKR,3,575,86.7%,18.4%,38,15.1%,7,2.8%,66.7%,78.0%,59.5%,71.8%,9,33.3%,36.2%,32,28.1%,51.8%,1.29,5:45
14,Jo-Wilfried Tsonga,FRA,4,1054,93.0%,14.1%,91,18.3%,14,2.8%,67.3%,80.3%,58.3%,73.1%,26,76.9%,34.4%,39,30.8%,52.7%,1.28,10:23
2,Rafael Nadal,ESP,4,989,92.4%,21.8%,37,7.8%,9,1.9%,73.0%,75.4%,59.4%,71.1%,24,75.0%,36.9%,43,39.5%,53.3%,1.28,11:11
1,Novak Djokovic,SRB,7,1741,91.9%,23.3%,86,10.3%,12,1.4%,66.9%,76.1%,58.8%,70.4%,36,69.4%,37.9%,85,36.5%,53.5%,1.28,19:05
5,Stan Wawrinka,SUI,5,1026,93.1%,17.6%,83,16.4%,8,1.6%,58.4%,82.4%,62.1%,74.0%,18,66.7%,32.8%,33,45.5%,53.1%,1.26,10:15
,Bernard Tomic,AUS,2,400,91.2%,17.6%,22,11.5%,1,0.5%,78.1%,76.7%,59.5%,72.9%,11,72.7%,32.7%,13,46.2%,52.0%,1.21,3:57
25,Andreas Seppi,ITA,1,304,88.0%,12.5%,6,4.2%,5,3.5%,62.7%,83.1%,50.9%,71.1%,8,62.5%,34.6%,9,33.3%,51.6%,1.20,3:15
6,Tomas Berdych,CZE,3,779,93.0%,16.1%,53,14.4%,8,2.2%,63.4%,75.2%,61.5%,70.2%,20,80.0%,35.4%,41,22.0%,51.9%,1.19,8:15
,Jeremy Chardy,FRA,4,1095,86.9%,21.7%,72,13.7%,22,4.2%,59.6%,80.5%,51.4%,68.8%,30,63.3%,37.2%,48,37.5%,52.3%,1.19,11:19
22,Philipp Kohlschreiber,GER,2,447,86.8%,23.1%,21,10.0%,1,0.5%,66.8%,71.6%,64.3%,69.2%,12,58.3%,36.4%,18,50.0%,51.9%,1.18,4:18
,Edouard Roger-Vasselin,FRA,2,414,85.3%,23.5%,16,7.8%,7,3.4%,71.4%,71.4%,55.9%,67.0%,13,61.5%,38.9%,15,53.3%,52.9%,1.18,4:01
,Gilles Simon,FRA,3,586,84.8%,17.4%,18,6.3%,6,2.1%,57.0%,77.3%,56.9%,68.5%,15,53.3%,36.7%,23,34.8%,52.2%,1.17,6:22
,Radek Stepanek,CZE,2,463,94.3%,11.1%,19,9.0%,4,1.9%,66.7%,80.0%,52.9%,71.0%,7,71.4%,34.0%,21,19.0%,50.8%,1.17,5:05
26,Marin Cilic,CRO,5,1229,88.0%,18.7%,108,18.1%,17,2.8%,62.1%,81.7%,44.7%,67.7%,38,71.1%,37.5%,60,28.3%,52.2%,1.16,12:59
Q,Tim Puetz,GER,2,460,83.3%,24.3%,38,17.0%,12,5.4%,61.4%,78.8%,45.3%,65.9%,17,64.7%,38.8%,22,40.9%,52.0%,1.14,4:57
,Denis Istomin,UZB,3,613,83.7%,18.0%,29,10.5%,2,0.7%,72.2%,73.0%,58.4%,69.0%,12,33.3%,35.4%,32,28.1%,50.6%,1.14,5:59
23,Tommy Robredo,ESP,4,910,81.9%,21.4%,38,8.8%,7,1.6%,70.0%,74.9%,50.8%,67.7%,27,51.9%,36.5%,51,29.4%,51.3%,1.13,8:48
17,Mikhail Youzhny,RUS,2,433,78.1%,31.3%,12,5.9%,4,2.0%,65.2%,63.9%,59.2%,62.3%,15,53.3%,42.8%,27,37.0%,52.0%,1.13,4:48
9,John Isner,USA,3,730,98.3%,7.0%,110,30.6%,4,1.1%,73.3%,81.7%,63.5%,76.9%,12,91.7%,26.1%,17,23.5%,51.1%,1.13,6:50
,Andrey Kuznetsov,RUS,3,750,86.0%,22.4%,36,10.1%,4,1.1%,62.5%,74.0%,52.2%,65.8%,19,57.9%,38.4%,39,33.3%,51.5%,1.12,7:39
,Sam Querrey,USA,2,679,94.5%,10.9%,58,17.3%,9,2.7%,66.4%,79.4%,58.4%,72.3%,18,83.3%,30.6%,16,37.5%,51.3%,1.11,6:12
,Lleyton Hewitt,AUS,2,615,82.2%,24.4%,21,7.3%,7,2.4%,59.2%,70.2%,54.2%,63.7%,15,46.7%,40.5%,29,37.9%,51.4%,1.11,6:49
Q,Alex Kuznetsov,USA,1,300,75.0%,25.0%,20,14.0%,3,2.1%,62.9%,73.3%,45.3%,62.9%,14,57.1%,40.8%,17,35.3%,51.3%,1.10,3:09
10,Kei Nishikori,JPN,4,860,91.7%,16.2%,39,9.2%,9,2.1%,63.8%,77.1%,60.4%,71.1%,17,64.7%,32.0%,32,37.5%,51.3%,1.10,8:57
28,Guillermo Garcia Lopez,ESP,1,316,83.3%,13.0%,9,6.2%,5,3.4%,60.3%,77.3%,50.0%,66.4%,13,69.2%,36.5%,16,18.8%,50.3%,1.09,3:04
21,Alexandr Dolgopolov,UKR,3,781,90.6%,9.7%,75,19.1%,9,2.3%,63.3%,79.8%,56.9%,71.4%,17,64.7%,30.8%,23,26.1%,51.2%,1.08,7:20
20,Kevin Anderson,RSA,4,883,86.1%,18.8%,72,15.6%,11,2.4%,68.2%,76.8%,46.3%,67.1%,43,76.7%,35.4%,30,43.3%,52.0%,1.08,9:28
LL,Simone Bolelli,ITA,3,864,87.5%,12.5%,37,8.6%,11,2.6%,64.2%,75.7%,59.1%,69.8%,22,59.1%,32.3%,30,30.0%,50.9%,1.07,9:14
24,Gael Monfils,FRA,2,549,88.6%,11.1%,40,15.1%,6,2.3%,72.5%,78.6%,47.9%,70.2%,14,64.3%,31.7%,24,20.8%,50.3%,1.06,5:11
WC,Jiri Vesely,CZE,3,585,90.0%,12.2%,23,8.0%,10,3.5%,68.5%,75.8%,59.3%,70.6%,16,68.8%,30.7%,16,37.5%,50.4%,1.05,5:47
,Adrian Mannarino,FRA,2,368,77.8%,27.6%,14,8.0%,7,4.0%,69.1%,68.6%,48.1%,62.3%,17,64.7%,38.3%,23,34.8%,49.7%,1.02,3:40
30,Marcel Granollers,ESP,2,616,87.0%,17.4%,34,11.1%,3,1.0%,67.0%,68.3%,60.4%,65.7%,18,66.7%,35.2%,26,30.8%,50.3%,1.02,6:39
Q,Jimmy Wang,TPE,3,608,81.3%,25.5%,20,6.3%,9,2.8%,65.2%,65.5%,57.3%,62.7%,25,64.0%,37.7%,26,46.2%,50.7%,1.01,6:20
,Leonardo Mayer,ARG,4,930,90.7%,10.8%,57,11.9%,15,3.1%,62.3%,77.1%,55.6%,69.0%,30,76.7%,31.3%,21,38.1%,50.6%,1.01,10:10
7,David Ferrer,ESP,2,519,71.1%,36.8%,19,6.7%,5,1.8%,71.0%,63.2%,47.6%,58.7%,32,65.6%,41.5%,26,53.8%,50.9%,1.00,5:35
,Santiago Giraldo,COL,3,623,79.2%,22.4%,6,1.9%,5,1.6%,67.0%,69.8%,48.1%,62.6%,28,64.3%,37.4%,21,52.4%,50.4%,1.00,6:15
27,Roberto Bautista Agut,ESP,3,635,79.6%,23.1%,11,3.4%,6,1.8%,76.2%,67.6%,50.0%,63.4%,35,68.6%,36.5%,22,54.5%,50.4%,1.00,6:49
,Benoit Paire,FRA,1,247,90.0%,5.0%,19,16.5%,2,1.7%,56.5%,84.6%,50.0%,69.6%,5,60.0%,30.3%,4,25.0%,48.6%,1.00,1:59
,Julian Reister,GER,2,584,81.4%,18.6%,20,6.7%,12,4.0%,74.3%,72.6%,37.7%,63.7%,37,78.4%,35.9%,26,30.8%,50.2%,0.99,5:59
,Benjamin Becker,GER,2,453,91.4%,13.5%,22,9.6%,11,4.8%,67.7%,74.8%,54.1%,68.1%,12,75.0%,31.7%,19,26.3%,50.1%,0.99,4:09
WC,Nick Kyrgios,AUS,5,1468,90.4%,13.0%,128,17.0%,15,2.0%,69.8%,75.1%,52.6%,68.3%,41,73.2%,31.3%,37,40.5%,50.3%,0.99,13:43
,Marinko Matosevic,AUS,2,614,83.3%,22.9%,31,9.5%,11,3.4%,61.3%,73.6%,49.6%,64.3%,29,72.4%,35.0%,22,50.0%,50.7%,0.98,6:31
15,Jerzy Janowicz,POL,3,941,83.8%,17.6%,39,8.2%,47,9.8%,59.4%,76.4%,47.4%,64.6%,38,68.4%,34.6%,25,52.0%,49.8%,0.98,9:55
,Jarkko Nieminen,FIN,2,430,97.1%,5.9%,17,7.6%,5,2.2%,73.5%,82.9%,57.6%,76.2%,8,87.5%,23.2%,6,33.3%,50.7%,0.98,3:57
Q,Jan Hernych,CZE,2,561,80.4%,15.9%,24,8.2%,3,1.0%,70.4%,72.0%,46.0%,64.3%,27,66.7%,34.8%,20,35.0%,50.3%,0.98,5:43
,Jack Sock,USA,2,459,91.4%,8.3%,18,8.1%,10,4.5%,61.9%,78.3%,57.6%,70.4%,11,72.7%,28.8%,11,27.3%,49.0%,0.97,4:34
,Nicolas Mahut,FRA,1,303,81.8%,9.1%,10,6.9%,6,4.1%,60.7%,72.7%,54.4%,65.5%,11,63.6%,33.5%,11,18.2%,48.8%,0.97,3:14
,Michael Russell,USA,1,375,77.8%,14.8%,8,4.4%,8,4.4%,64.4%,68.1%,51.6%,62.2%,22,72.7%,36.4%,28,14.3%,48.8%,0.96,3:50
,Yen Hsun Lu,TPE,2,526,81.4%,18.6%,12,4.5%,8,3.0%,64.9%,69.8%,53.8%,64.2%,25,68.0%,34.5%,14,57.1%,49.4%,0.96,5:21
,Mikhail Kukushkin,KAZ,3,579,81.8%,20.0%,23,7.4%,3,1.0%,60.8%,72.3%,47.1%,62.5%,34,76.5%,35.6%,24,37.5%,49.9%,0.95,5:51
,Jan Lennard Struff,GER,1,217,87.5%,0.0%,14,14.1%,2,2.0%,63.6%,77.8%,50.0%,67.7%,7,71.4%,30.5%,7,0.0%,47.5%,0.94,2:28
,Dominic Thiem,AUT,1,274,76.2%,15.0%,7,5.5%,2,1.6%,66.4%,61.2%,60.5%,60.9%,11,54.5%,36.3%,12,25.0%,47.8%,0.93,2:54
,Aleksandr Nedovyesov,KAZ,1,259,81.8%,13.6%,22,17.6%,2,1.6%,68.0%,78.8%,37.5%,65.6%,6,33.3%,32.1%,15,20.0%,48.3%,0.93,2:39
16,Fabio Fognini,ITA,3,806,76.9%,20.0%,20,4.9%,21,5.2%,60.7%,70.9%,50.0%,62.7%,41,63.4%,34.6%,33,39.4%,48.8%,0.93,8:34
,Dustin Brown,JAM,1,269,85.7%,14.3%,14,9.9%,3,2.1%,71.8%,71.6%,47.5%,64.8%,12,75.0%,32.3%,5,60.0%,49.4%,0.92,2:17
,Lukasz Kubot,POL,3,667,94.5%,7.4%,62,17.7%,23,6.6%,57.5%,79.2%,61.7%,71.8%,17,82.4%,25.9%,10,40.0%,50.1%,0.92,7:14
,Lukas Rosol,CZE,2,493,90.2%,9.8%,24,9.4%,6,2.4%,62.0%,75.9%,56.7%,68.6%,11,63.6%,29.0%,10,40.0%,49.5%,0.92,4:43
,Tobias Kamke,GER,1,333,80.0%,11.1%,7,4.6%,7,4.6%,69.5%,72.4%,45.7%,64.2%,10,50.0%,33.0%,14,21.4%,47.1%,0.92,3:19
,Andreas Haider Maurer,AUT,2,412,84.4%,18.2%,13,6.2%,8,3.8%,60.5%,73.2%,48.2%,63.3%,20,75.0%,33.7%,15,40.0%,48.8%,0.92,4:02
31,Vasek Pospisil,CAN,1,260,90.5%,4.5%,21,16.7%,6,4.8%,61.1%,83.1%,51.0%,70.6%,4,50.0%,26.9%,5,20.0%,48.1%,0.91,2:38
,Blaz Rola,SLO,2,289,60.9%,26.1%,4,2.8%,8,5.6%,58.0%,67.5%,40.0%,55.9%,20,55.0%,39.7%,15,40.0%,47.8%,0.90,3:05
Q,Marsel Ilhan,TUR,1,290,72.7%,22.7%,10,6.7%,1,0.7%,57.3%,66.3%,48.4%,58.7%,11,45.5%,37.1%,14,35.7%,48.3%,0.90,2:48
,Dusan Lajovic,SRB,2,592,88.9%,10.6%,27,8.9%,9,3.0%,66.8%,71.9%,54.5%,66.1%,19,73.7%,30.2%,20,25.0%,48.6%,0.89,6:04
WC,Marcos Baghdatis,CYP,2,506,85.0%,9.8%,21,8.3%,8,3.2%,58.3%,74.1%,55.2%,66.3%,12,50.0%,29.9%,19,21.1%,48.0%,0.89,5:01
Q,Denis Kudla,USA,2,446,64.7%,20.6%,15,6.7%,9,4.0%,57.6%,62.0%,48.4%,56.3%,29,58.6%,38.3%,13,53.8%,47.3%,0.88,4:16
,Alejandro Falla,COL,1,192,66.7%,12.5%,5,5.8%,6,7.0%,60.5%,67.3%,50.0%,60.5%,10,50.0%,34.9%,10,20.0%,46.4%,0.88,1:44
,Somdev Devvarman,IND,1,285,73.9%,17.4%,14,9.2%,4,2.6%,51.3%,76.9%,44.6%,61.2%,12,50.0%,33.8%,11,36.4%,48.4%,0.87,3:04
WC,Daniel Evans,GBR,1,253,80.0%,10.0%,15,12.4%,7,5.8%,60.3%,76.7%,37.5%,61.2%,9,55.6%,33.3%,5,40.0%,46.6%,0.86,2:25
,Dudi Sela,ISR,1,190,73.3%,6.7%,1,1.1%,4,4.5%,61.4%,63.0%,55.9%,60.2%,8,50.0%,34.3%,11,9.1%,46.3%,0.86,1:48
12,Ernests Gulbis,LAT,2,432,88.2%,6.1%,36,16.2%,17,7.7%,61.3%,85.3%,41.9%,68.5%,11,63.6%,27.1%,3,66.7%,48.4%,0.86,4:26
