Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(1)Novak Djokovic[SRB] [yr|ev],d.,4,(4)Roger Federer[SUI] [yr|ev],6-7(7) 6-4 7-6(4) 5-7 6-4,1.12,7.5%,62.1%,73.1%,65.2%,4/7,15.1%,69.3%,76.7%,44.1%,11/15,3:56,1
SF,2,(1)Novak Djokovic[SRB] [yr|ev],d.,13,(11)Grigor Dimitrov[BUL] [yr|ev],6-4 3-6 7-6(2) 7-6(7),0.99,11.7%,70.3%,72.5%,55.8%,8/11,11.5%,62.6%,81.7%,44.9%,3/6,3:02,1
SF,4,(4)Roger Federer[SUI] [yr|ev],d.,9,(8)Milos Raonic[CAN] [yr|ev],6-4 6-4 6-4,1.40,7.5%,65.0%,80.8%,67.9%,1/1,20.2%,54.8%,80.4%,50.0%,4/7,1:41,1
QF,2,(1)Novak Djokovic[SRB] [yr|ev],d.,29,(26)Marin Cilic[CRO] [yr|ev],6-1 3-6 6-7(4) 6-2 6-2,1.41,7.6%,69.7%,73.9%,57.5%,2/4,6.3%,55.6%,68.5%,40.8%,12/19,3:18,1
QF,13,(11)Grigor Dimitrov[BUL] [yr|ev],d.,5,(3)Andy Murray[GBR] [yr|ev],6-1 7-6(4) 6-2,1.48,11.0%,62.6%,77.2%,58.8%,1/2,6.1%,61.0%,72.0%,31.3%,4/9,2:01,3
QF,4,(4)Roger Federer[SUI] [yr|ev],d.,3,(5)Stan Wawrinka[SUI] [yr|ev],3-6 7-6(5) 6-4 6-4,1.19,8.4%,64.7%,79.2%,69.0%,3/4,7.3%,59.7%,77.0%,62.0%,5/7,2:33,1
QF,9,(8)Milos Raonic[CAN] [yr|ev],d.,144,(WC)Nick Kyrgios[AUS] [yr|ev],6-7(4) 6-2 6-4 7-6(4),2.04,35.1%,70.3%,88.5%,66.7%,0/1,10.4%,71.5%,67.0%,53.7%,5/9,2:24,3
R16,2,(1)Novak Djokovic[SRB] [yr|ev],d.,17,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],6-3 6-4 7-6(5),1.23,14.6%,70.8%,80.9%,67.9%,2/2,21.3%,66.3%,78.0%,60.0%,7/9,1:52,1
R16,29,(26)Marin Cilic[CRO] [yr|ev],d.,42,Jeremy Chardy[FRA] [yr|ev],7-6(8) 6-4 6-4,1.24,30.6%,63.9%,88.4%,43.6%,4/4,15.5%,65.5%,80.6%,36.8%,4/6,2:09,3
R16,5,(3)Andy Murray[GBR] [yr|ev],d.,18,(20)Kevin Anderson[RSA] [yr|ev],6-4 6-3 7-6(6),1.41,11.8%,73.1%,80.9%,44.0%,2/3,7.2%,64.8%,64.2%,50.0%,15/19,2:32,1
R16,13,(11)Grigor Dimitrov[BUL] [yr|ev],d.,64,Leonardo Mayer[ARG] [yr|ev],6-4 7-6(6) 6-2,1.45,10.3%,68.0%,78.8%,61.3%,3/3,11.2%,62.2%,67.2%,51.4%,2/5,2:09,3
R16,3,(5)Stan Wawrinka[SUI] [yr|ev],d.,26,(19)Feliciano Lopez[ESP] [yr|ev],7-6(5) 7-6(7) 6-3,1.75,32.6%,66.3%,88.9%,78.1%,0/0,10.9%,62.4%,84.1%,57.9%,1/2,1:58,3
R16,4,(4)Roger Federer[SUI] [yr|ev],d.,22,(23)Tommy Robredo[ESP] [yr|ev],6-1 6-4 6-4,2.34,14.7%,56.0%,88.1%,72.7%,1/1,3.4%,70.1%,59.0%,50.0%,9/13,1:34,1
R16,9,(8)Milos Raonic[CAN] [yr|ev],d.,12,(10)Kei Nishikori[JPN] [yr|ev],4-6 6-1 7-6(4) 6-3,1.42,30.7%,65.8%,85.3%,59.0%,6/7,9.7%,63.7%,72.2%,56.1%,4/7,2:27,3
R16,144,(WC)Nick Kyrgios[AUS] [yr|ev],d.,1,(2)Rafael Nadal[ESP] [yr|ev],7-6(5) 5-7 7-6(5) 6-3,1.05,25.7%,68.1%,82.7%,54.3%,2/3,8.0%,73.0%,77.0%,59.5%,3/4,2:58,13
R32,2,(1)Novak Djokovic[SRB] [yr|ev],d.,44,Gilles Simon[FRA] [yr|ev],6-4 6-2 6-4,1.31,8.8%,58.8%,76.6%,45.5%,4/7,2.9%,52.4%,64.8%,38.8%,7/14,2:12,1
R32,17,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,147,(Q)Jimmy Wang[TPE] [yr|ev],6-2 6-2 7-5,2.00,19.5%,68.8%,86.8%,54.2%,4/4,3.2%,68.1%,50.0%,60.0%,7/12,1:43,5
R32,42,Jeremy Chardy[FRA] [yr|ev],d.,90,Sergiy Stakhovsky[UKR] [yr|ev],6-3 6-7(4) 6-3 6-0,1.33,7.3%,58.1%,81.9%,53.8%,5/5,15.5%,65.0%,71.6%,38.9%,1/6,2:18,25
R32,29,(26)Marin Cilic[CRO] [yr|ev],d.,6,(6)Tomas Berdych[CZE] [yr|ev],7-6(5) 6-4 7-6(6),1.23,16.7%,65.8%,81.0%,41.5%,5/7,4.3%,63.8%,69.3%,44.0%,11/14,2:49,3
R32,5,(3)Andy Murray[GBR] [yr|ev],d.,23,(27)Roberto Bautista Agut[ESP] [yr|ev],6-2 6-3 6-2,1.81,17.5%,63.5%,87.5%,39.1%,0/2,1.3%,70.1%,50.0%,34.8%,8/16,1:35,1
R32,18,(20)Kevin Anderson[RSA] [yr|ev],d.,15,(16)Fabio Fognini[ITA] [yr|ev],4-6 6-4 2-6 6-2 6-1,1.23,12.8%,69.6%,80.5%,44.7%,4/8,4.7%,64.8%,71.1%,46.7%,9/15,2:45,5
R32,13,(11)Grigor Dimitrov[BUL] [yr|ev],d.,19,(21)Alexandr Dolgopolov[UKR] [yr|ev],6-7(3) 6-4 2-6 6-4 6-1,1.16,10.1%,66.9%,77.4%,52.2%,10/12,12.4%,54.9%,77.4%,47.8%,7/12,2:55,3
R32,64,Leonardo Mayer[ARG] [yr|ev],d.,118,Andrey Kuznetsov[RUS] [yr|ev],6-4 7-6(1) 6-3,1.31,7.6%,59.0%,82.3%,60.5%,9/9,9.0%,59.6%,71.7%,55.6%,1/3,2:02,21
R32,3,(5)Stan Wawrinka[SUI] [yr|ev],d.,45,Denis Istomin[UZB] [yr|ev],6-3 6-3 6-4,1.85,16.7%,56.9%,82.9%,74.2%,3/3,2.6%,76.9%,60.0%,66.7%,1/5,1:27,3
R32,26,(19)Feliciano Lopez[ESP] [yr|ev],d.,11,(9)John Isner[USA] [yr|ev],6-7(8) 7-6(6) 7-6(3) 7-5,1.38,23.8%,64.3%,85.9%,70.6%,2/2,33.5%,74.8%,78.4%,56.4%,4/5,2:50,12
R32,22,(23)Tommy Robredo[ESP] [yr|ev],d.,25,(15)Jerzy Janowicz[POL] [yr|ev],6-2 6-4 6-7(5) 4-6 6-3,1.39,10.5%,72.0%,80.6%,55.0%,1/3,6.1%,60.0%,76.8%,42.4%,12/17,3:04,5
R32,4,(4)Roger Federer[SUI] [yr|ev],d.,35,Santiago Giraldo[COL] [yr|ev],6-3 6-1 6-3,1.81,11.0%,68.5%,84.0%,52.2%,2/2,0.0%,71.8%,60.7%,33.3%,4/9,1:21,1
R32,9,(8)Milos Raonic[CAN] [yr|ev],d.,72,Lukasz Kubot[POL] [yr|ev],7-6(2) 7-6(4) 6-2,2.53,36.1%,67.5%,94.6%,77.8%,0/0,16.5%,65.9%,78.3%,61.3%,1/3,1:46,3
R32,12,(10)Kei Nishikori[JPN] [yr|ev],d.,132,(LL)Simone Bolelli[ITA] [yr|ev],3-6 6-3 4-6 7-6(4) 6-4,0.98,8.2%,60.5%,84.3%,51.7%,6/8,5.5%,67.8%,75.8%,63.8%,4/6,3:13,4
