Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Roger Federer[SUI] [yr|ev],d.,6,(6)Andy Murray[GBR] [yr|ev],6-2 7-5 6-2,1.46,3.7%,58.0%,78.7%,47.1%,3/5,3.7%,55.6%,51.1%,47.2%,3/10,1:51,1
SF,6,(6)Andy Murray[GBR] [yr|ev],d.,1,(1)Rafael Nadal[ESP] [yr|ev],6-2 7-6(5) 4-6 6-4,1.56,19.4%,64.8%,78.6%,63.2%,1/3,4.2%,71.9%,59.2%,55.3%,16/20,3:31,1
SF,2,(2)Roger Federer[SUI] [yr|ev],d.,3,(3)Novak Djokovic[SRB] [yr|ev],6-3 5-7 7-5 6-2,1.28,16.0%,64.0%,76.3%,60.0%,2/4,4.8%,64.5%,71.3%,45.5%,7/12,2:44,1
QF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,35,Mardy Fish[USA] [yr|ev],3-6 6-1 6-4 6-2,1.45,3.2%,72.3%,73.5%,69.2%,0/1,12.7%,50.0%,72.7%,47.3%,7/12,2:38,1
QF,6,(6)Andy Murray[GBR] [yr|ev],d.,17,(17)Juan Martin del Potro[ARG] [yr|ev],7-6(2) 7-6(1) 4-6 7-5,1.06,6.3%,56.3%,71.6%,46.0%,11/18,1.9%,62.3%,60.6%,53.3%,8/15,3:57,1
QF,3,(3)Novak Djokovic[SRB] [yr|ev],d.,8,(8)Andy Roddick[USA] [yr|ev],6-2 6-3 3-6 7-6(5),1.29,13.9%,64.8%,71.4%,71.1%,7/10,12.1%,69.0%,70.0%,47.2%,0/5,2:34,1
QF,2,(2)Roger Federer[SUI] [yr|ev],d.,130,(Q)Gilles Muller[LUX] [yr|ev],7-6(5) 6-4 7-6(5),1.37,7.8%,61.2%,85.7%,65.0%,2/2,13.2%,62.8%,77.6%,55.6%,10/11,2:24,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,55,Sam Querrey[USA] [yr|ev],6-2 5-7 7-6(2) 6-3,1.10,3.7%,66.4%,71.9%,48.9%,12/16,16.1%,58.1%,76.4%,38.5%,6/12,3:12,1
R16,35,Mardy Fish[USA] [yr|ev],d.,33,(32)Gael Monfils[FRA] [yr|ev],7-5 6-2 6-2,1.40,5.2%,46.9%,80.0%,54.9%,6/7,6.8%,70.5%,59.7%,38.5%,7/13,1:58,7
R16,17,(17)Juan Martin del Potro[ARG] [yr|ev],d.,126,Kei Nishikori[JPN] [yr|ev],6-3 6-4 6-3,1.32,7.4%,58.0%,70.2%,55.9%,2/5,3.2%,55.9%,53.8%,51.2%,3/10,2:08,3
R16,6,(6)Andy Murray[GBR] [yr|ev],d.,10,(10)Stan Wawrinka[SUI] [yr|ev],6-1 6-3 6-3,1.49,11.5%,55.1%,81.4%,51.4%,3/3,3.5%,61.6%,64.2%,33.3%,7/13,1:49,1
R16,8,(8)Andy Roddick[USA] [yr|ev],d.,11,(11)Fernando Gonzalez[CHI] [yr|ev],6-2 6-4 6-1,3.05,12.9%,64.5%,92.5%,72.7%,1/1,1.3%,53.2%,59.5%,51.4%,7/12,1:27,1
R16,3,(3)Novak Djokovic[SRB] [yr|ev],d.,15,(15)Tommy Robredo[ESP] [yr|ev],4-6 6-2 6-3 5-7 6-3,1.19,7.9%,65.0%,74.7%,53.1%,2/5,5.2%,66.7%,65.7%,51.0%,7/13,3:43,1
R16,130,(Q)Gilles Muller[LUX] [yr|ev],d.,5,(5)Nikolay Davydenko[RUS] [yr|ev],6-4 4-6 6-3 7-6(10),1.03,15.5%,59.2%,84.5%,44.8%,13/15,4.0%,75.4%,68.4%,64.5%,3/6,3:07,21
R16,2,(2)Roger Federer[SUI] [yr|ev],d.,23,(23)Igor Andreev[RUS] [yr|ev],6-7(5) 7-6(5) 6-3 3-6 6-3,1.10,6.0%,67.9%,75.4%,57.4%,13/15,4.8%,60.6%,78.0%,49.2%,4/7,3:31,1
R32,1,(1)Rafael Nadal[ESP] [yr|ev],d.,71,Viktor Troicki[SRB] [yr|ev],6-4 6-3 6-0,1.52,6.7%,65.3%,69.4%,65.4%,2/3,14.9%,68.9%,64.7%,21.7%,4/10,1:55,1
R32,55,Sam Querrey[USA] [yr|ev],d.,14,(14)Ivo Karlovic[CRO] [yr|ev],7-6(5) 7-6(5) 6-2,1.26,18.3%,67.0%,86.3%,52.8%,3/3,22.6%,64.2%,77.9%,52.6%,5/7,2:13,11
R32,35,Mardy Fish[USA] [yr|ev],d.,9,(9)James Blake[USA] [yr|ev],6-3 6-3 7-6(4),1.21,16.3%,57.1%,83.9%,45.2%,2/4,6.9%,54.5%,69.1%,50.0%,8/13,2:02,7
R32,33,(32)Gael Monfils[FRA] [yr|ev],d.,7,(7)David Nalbandian[ARG] [yr|ev],6-3 6-4 6-2,1.31,12.8%,61.7%,72.4%,50.0%,7/9,3.0%,44.4%,50.0%,54.5%,16/22,2:19,6
R32,126,Kei Nishikori[JPN] [yr|ev],d.,4,(4)David Ferrer[ESP] [yr|ev],6-4 6-4 3-6 2-6 7-5,1.00,2.6%,64.5%,64.0%,50.9%,6/14,3.2%,58.1%,62.2%,55.4%,12/20,3:34,4
R32,17,(17)Juan Martin del Potro[ARG] [yr|ev],d.,16,(16)Gilles Simon[FRA] [yr|ev],6-4 6-7(4) 6-1 3-6 6-3,1.22,6.9%,62.5%,75.6%,57.4%,3/5,10.3%,49.7%,74.0%,50.0%,9/14,3:45,3
R32,10,(10)Stan Wawrinka[SUI] [yr|ev],d.,142,(LL)Flavio Cipolla[ITA] [yr|ev],5-7 6-7(4) 6-4 6-0 6-4,1.16,6.5%,51.0%,71.8%,48.0%,8/15,0.0%,68.2%,58.1%,44.9%,6/17,4:11,3
R32,6,(6)Andy Murray[GBR] [yr|ev],d.,48,Jurgen Melzer[AUT] [yr|ev],6-7(5) 4-6 7-6(5) 6-1 6-3,1.51,12.4%,54.5%,82.3%,60.6%,7/9,7.3%,60.2%,66.9%,45.1%,14/19,3:51,1
R32,8,(8)Andy Roddick[USA] [yr|ev],d.,31,(31)Andreas Seppi[ITA] [yr|ev],6-2 7-5 7-6(4),1.61,21.3%,74.2%,84.8%,52.2%,1/2,2.9%,71.4%,66.7%,50.0%,5/9,2:03,1
R32,11,(11)Fernando Gonzalez[CHI] [yr|ev],d.,37,Jarkko Nieminen[FIN] [yr|ev],7-5 6-4 6-7(3) 6-1,1.51,10.3%,57.8%,79.1%,57.1%,2/4,2.1%,60.7%,60.2%,45.6%,11/18,2:39,5
R32,15,(15)Tommy Robredo[ESP] [yr|ev],d.,19,(19)Jo-Wilfried Tsonga[FRA] [yr|ev],7-6(2) 6-2 6-3,1.70,3.2%,83.0%,71.8%,81.3%,4/5,4.3%,64.1%,61.3%,42.9%,2/6,2:18,5
R32,3,(3)Novak Djokovic[SRB] [yr|ev],d.,24,(30)Marin Cilic[CRO] [yr|ev],6-7(7) 7-5 6-4 7-6(0),1.21,5.4%,69.8%,71.2%,57.8%,6/10,12.4%,50.3%,80.2%,40.0%,7/13,3:52,1
R32,5,(5)Nikolay Davydenko[RUS] [yr|ev],d.,27,(26)Dmitry Tursunov[RUS] [yr|ev],6-2 7-6(3) 6-3,1.36,2.1%,66.3%,73.0%,62.5%,6/7,6.9%,55.4%,64.3%,51.1%,7/11,2:25,3
R32,130,(Q)Gilles Muller[LUX] [yr|ev],d.,18,(18)Nicolas Almagro[ESP] [yr|ev],6-7(3) 3-6 7-6(5) 7-6(6) 7-5,0.87,20.8%,65.0%,81.5%,53.1%,9/10,12.3%,60.3%,84.3%,62.0%,7/8,3:54,21
R32,23,(23)Igor Andreev[RUS] [yr|ev],d.,13,(13)Fernando Verdasco[ESP] [yr|ev],6-2 6-4 6-4,2.00,14.3%,58.6%,95.1%,58.6%,0/0,4.7%,84.7%,62.5%,46.2%,7/11,1:44,18
R32,2,(2)Roger Federer[SUI] [yr|ev],d.,30,(28)Radek Stepanek[CZE] [yr|ev],6-3 6-3 6-2,1.73,15.8%,72.4%,74.5%,66.7%,1/2,1.2%,66.3%,63.2%,31.0%,5/11,1:36,1
R64,1,(1)Rafael Nadal[ESP] [yr|ev],d.,261,(Q)Ryler Deheart[USA] [yr|ev],6-1 6-2 6-4,1.94,1.5%,70.1%,80.9%,60.0%,0/1,5.5%,57.5%,59.5%,38.7%,6/12,1:41,1
