Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R16,11,(10)Karen Khachanov[RUS] [yr|ev],d.,9,(8)Juan Martin del Potro[ARG] [yr|ev],7-5 6-3 3-6 6-3,1.20,4.7%,58.6%,74.7%,54.7%,7/9,8.4%,66.4%,71.3%,36.4%,9/13,3:09,8
R16,28,(24)Stan Wawrinka[SUI] [yr|ev],d.,6,(6)Stefanos Tsitsipas[GRE] [yr|ev],7-6(6) 5-7 6-4 3-6 8-6,0.95,7.8%,62.1%,71.1%,51.3%,22/27,1.6%,67.8%,74.2%,47.5%,9/14,5:09,3
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,68,Leonardo Mayer[ARG] [yr|ev],6-2 6-3 6-3,2.09,5.7%,67.1%,83.0%,69.6%,0/0,0.0%,51.7%,62.2%,47.6%,5/10,1:42,1
R16,7,(7)Kei Nishikori[JPN] [yr|ev],d.,38,Benoit Paire[FRA] [yr|ev],6-2 6-7(8) 6-2 6-7(8) 7-5,1.12,1.6%,64.8%,67.8%,48.4%,7/12,4.5%,53.7%,71.6%,39.0%,9/19,3:55,4
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,78,Juan Ignacio Londero[ARG] [yr|ev],6-2 6-3 6-3,1.57,7.9%,71.1%,74.1%,59.1%,4/5,4.9%,57.3%,63.8%,37.1%,6/12,2:13,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,147,(Q)Salvatore Caruso[ITA] [yr|ev],6-3 6-3 6-2,1.85,10.7%,69.3%,84.6%,52.2%,5/5,0.0%,69.1%,57.1%,44.0%,6/11,2:04,1
R32,45,Jan Lennard Struff[GER] [yr|ev],d.,15,(13)Borna Coric[CRO] [yr|ev],4-6 6-1 4-6 7-6(1) 11-9,1.01,10.4%,51.2%,75.7%,57.1%,16/20,10.8%,55.7%,80.6%,48.6%,3/8,4:22,21
R32,12,(9)Fabio Fognini[ITA] [yr|ev],d.,21,(18)Roberto Bautista Agut[ESP] [yr|ev],7-6(5) 6-4 4-6 6-1,1.12,8.7%,50.8%,70.3%,46.8%,2/8,0.0%,61.2%,63.4%,38.5%,8/16,3:10,9
R32,5,(5)Alexander Zverev[GER] [yr|ev],d.,35,(30)Dusan Lajovic[SRB] [yr|ev],6-4 6-2 4-6 1-6 6-2,1.00,13.0%,61.6%,72.9%,34.0%,10/17,0.0%,70.2%,62.0%,48.7%,11/19,3:03,2
R32,4,(4)Dominic Thiem[AUT] [yr|ev],d.,47,Pablo Cuevas[URU] [yr|ev],6-3 4-6 6-2 7-5,1.40,4.4%,62.8%,77.5%,52.4%,4/8,2.6%,64.1%,64.0%,40.5%,5/12,2:36,3
R32,17,(14)Gael Monfils[FRA] [yr|ev],d.,146,(WC)Antoine Hoang[FRA] [yr|ev],6-3 6-2 6-3,1.57,9.0%,52.6%,75.6%,62.2%,3/4,1.0%,70.1%,58.8%,34.5%,6/12,2:00,6
R32,11,(10)Karen Khachanov[RUS] [yr|ev],d.,55,Martin Klizan[SVK] [yr|ev],6-1 6-4 6-3,1.75,15.7%,65.7%,80.4%,50.0%,1/3,1.3%,61.3%,49.0%,45.2%,2/9,1:41,8
R32,9,(8)Juan Martin del Potro[ARG] [yr|ev],d.,69,Jordan Thompson[AUS] [yr|ev],6-4 6-4 6-0,1.78,17.1%,71.4%,80.0%,55.0%,1/2,8.8%,64.8%,59.3%,37.5%,10/16,2:01,3
R32,6,(6)Stefanos Tsitsipas[GRE] [yr|ev],d.,60,Filip Krajinovic[SRB] [yr|ev],7-5 6-3 6-7(5) 7-6(6),1.14,5.1%,60.1%,74.7%,50.8%,11/16,1.4%,64.5%,64.8%,52.0%,8/15,3:34,3
R32,28,(24)Stan Wawrinka[SUI] [yr|ev],d.,46,Grigor Dimitrov[BUL] [yr|ev],7-6(5) 7-6(4) 7-6(8),1.14,11.1%,50.8%,76.6%,59.7%,2/4,2.8%,68.8%,68.7%,53.3%,11/13,3:16,3
R32,68,Leonardo Mayer[ARG] [yr|ev],d.,252,(WC)Nicolas Mahut[FRA] [yr|ev],3-6 7-6(3) 6-4 7-6(3),1.40,23.0%,59.5%,78.7%,62.7%,1/3,5.4%,58.7%,70.4%,47.8%,12/14,3:27,21
R32,3,(3)Roger Federer[SUI] [yr|ev],d.,63,Casper Ruud[NOR] [yr|ev],6-3 6-1 7-6(8),1.42,11.3%,61.9%,80.0%,51.4%,4/5,1.9%,68.2%,67.1%,32.4%,7/12,2:11,1
R32,7,(7)Kei Nishikori[JPN] [yr|ev],d.,32,(31)Laslo Djere[SRB] [yr|ev],6-4 6-7(6) 6-3 4-6 8-6,1.13,4.1%,66.1%,69.9%,50.0%,8/14,5.8%,60.3%,64.0%,49.3%,12/21,4:26,4
R32,38,Benoit Paire[FRA] [yr|ev],d.,57,Pablo Carreno Busta[ESP] [yr|ev],6-2 4-6 7-6(1) RET,1.21,18.1%,54.3%,78.4%,58.1%,7/9,2.2%,68.1%,67.7%,51.7%,0/3,2:03,18
R32,78,Juan Ignacio Londero[ARG] [yr|ev],d.,110,(WC)Corentin Moutet[FRA] [yr|ev],2-6 6-3 6-4 5-7 6-4,0.97,3.1%,54.1%,67.4%,53.4%,8/14,3.4%,69.7%,65.3%,54.5%,11/17,3:28,50
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,29,(27)David Goffin[BEL] [yr|ev],6-1 6-3 4-6 6-3,1.64,5.2%,58.3%,78.6%,70.0%,1/2,2.9%,60.0%,63.5%,52.4%,5/10,2:49,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,104,(LL)Henri Laaksonen[SUI] [yr|ev],6-1 6-4 6-3,1.65,6.1%,66.7%,81.8%,54.5%,0/1,7.3%,61.0%,64.0%,40.6%,4/10,1:33,1
R64,147,(Q)Salvatore Caruso[ITA] [yr|ev],d.,33,(26)Gilles Simon[FRA] [yr|ev],6-1 6-2 6-4,1.35,0.0%,77.6%,67.1%,59.1%,8/9,7.8%,55.8%,67.4%,35.3%,7/13,2:18,76
R64,45,Jan Lennard Struff[GER] [yr|ev],d.,40,Radu Albot[MDA] [yr|ev],7-6(2) 7-6(3) 6-7(4) 6-2,1.23,10.3%,54.5%,82.3%,50.0%,4/7,3.9%,70.3%,63.3%,52.2%,8/13,3:14,21
R64,15,(13)Borna Coric[CRO] [yr|ev],d.,90,Lloyd Harris[RSA] [yr|ev],6-2 6-3 7-6(2),1.61,6.1%,59.8%,77.6%,69.7%,2/3,7.8%,65.6%,66.1%,45.2%,4/9,2:05,12
R64,12,(9)Fabio Fognini[ITA] [yr|ev],d.,75,Federico Delbonis[ARG] [yr|ev],6-4 3-6 6-3 6-3,1.11,0.8%,72.4%,61.8%,64.7%,8/12,3.8%,65.4%,67.6%,41.7%,4/11,2:24,9
R64,21,(18)Roberto Bautista Agut[ESP] [yr|ev],d.,42,Taylor Fritz[USA] [yr|ev],6-2 6-3 6-2,1.89,6.0%,62.7%,88.1%,52.0%,1/2,15.5%,50.7%,72.2%,31.4%,4/10,1:28,9
R64,35,(30)Dusan Lajovic[SRB] [yr|ev],d.,273,(Q)Elliot Benchetrit[MAR] [yr|ev],6-3 6-3 6-4,1.71,3.9%,75.3%,77.6%,73.7%,5/6,7.1%,64.7%,65.5%,50.0%,5/10,1:38,23
R64,5,(5)Alexander Zverev[GER] [yr|ev],d.,148,(Q)Mikael Ymer[SWE] [yr|ev],6-1 6-3 7-6(3),1.48,13.6%,65.9%,82.8%,50.0%,3/4,0.0%,72.0%,55.2%,65.4%,6/11,1:59,2
R64,4,(4)Dominic Thiem[AUT] [yr|ev],d.,91,Alexander Bublik[KAZ] [yr|ev],6-3 6-7(6) 6-3 7-5,1.31,4.6%,64.1%,83.3%,48.9%,6/8,12.4%,58.9%,78.9%,37.7%,6/11,2:30,3
R64,47,Pablo Cuevas[URU] [yr|ev],d.,30,(28)Kyle Edmund[GBR] [yr|ev],7-6(3) 6-3 2-1 RET,1.63,8.7%,62.3%,79.1%,65.4%,0/1,2.5%,60.0%,62.5%,50.0%,2/5,1:46,19
R64,146,(WC)Antoine Hoang[FRA] [yr|ev],d.,27,(23)Fernando Verdasco[ESP] [yr|ev],6-4 3-6 7-6(5) 7-5,0.97,3.4%,68.3%,69.7%,43.5%,10/14,6.0%,67.8%,71.3%,43.8%,12/17,3:46,98
R64,17,(14)Gael Monfils[FRA] [yr|ev],d.,48,Adrian Mannarino[FRA] [yr|ev],6-3 6-4 6-4,1.33,2.4%,65.1%,79.6%,44.8%,4/6,2.5%,55.6%,68.9%,41.7%,3/8,1:43,6
R64,11,(10)Karen Khachanov[RUS] [yr|ev],d.,127,(WC)Gregoire Barrere[FRA] [yr|ev],6-3 7-6(6) 0-6 7-5,1.10,6.5%,66.7%,70.7%,51.2%,11/16,4.5%,62.1%,64.6%,54.0%,6/11,2:45,8
R64,55,Martin Klizan[SVK] [yr|ev],d.,26,(22)Lucas Pouille[FRA] [yr|ev],7-6(4) 2-6 6-3 3-6 9-7,1.00,6.4%,63.7%,62.4%,56.5%,8/16,8.9%,60.3%,66.7%,50.7%,14/21,4:07,24
R64,69,Jordan Thompson[AUS] [yr|ev],d.,94,Ivo Karlovic[CRO] [yr|ev],6-3 6-4 6-7(2) 6-3,1.83,4.7%,81.3%,81.6%,80.0%,0/0,18.7%,65.0%,76.3%,46.5%,5/8,2:31,26
R64,9,(8)Juan Martin del Potro[ARG] [yr|ev],d.,72,Yoshihito Nishioka[JPN] [yr|ev],5-7 6-4 6-2 6-7(5) 6-2,1.16,11.0%,57.4%,79.8%,40.9%,3/8,3.6%,65.1%,64.8%,43.1%,12/21,3:46,3
R64,6,(6)Stefanos Tsitsipas[GRE] [yr|ev],d.,86,Hugo Dellien[BOL] [yr|ev],4-6 6-0 6-3 7-5,1.37,4.2%,63.3%,71.1%,56.8%,6/9,0.0%,73.3%,59.1%,37.5%,8/16,2:49,3
R64,60,Filip Krajinovic[SRB] [yr|ev],d.,76,Roberto Carballes Baena[ESP] [yr|ev],6-4 6-4 6-7(1) 3-6 8-6,1.00,3.3%,69.9%,63.3%,49.1%,14/22,5.3%,66.8%,68.0%,40.3%,13/22,4:15,26
R64,28,(24)Stan Wawrinka[SUI] [yr|ev],d.,37,Cristian Garin[CHI] [yr|ev],6-1 6-4 6-0,1.60,9.1%,57.1%,72.7%,63.6%,5/5,2.5%,56.3%,66.7%,28.6%,9/15,1:40,3
R64,46,Grigor Dimitrov[BUL] [yr|ev],d.,13,(11)Marin Cilic[CRO] [yr|ev],6-7(3) 6-4 4-6 7-6(2) 6-3,1.05,8.7%,64.0%,77.3%,46.8%,6/9,7.1%,52.7%,72.2%,56.3%,13/18,4:23,3
R64,252,(WC)Nicolas Mahut[FRA] [yr|ev],d.,54,Philipp Kohlschreiber[GER] [yr|ev],6-3 6-3 6-3,1.29,2.1%,53.2%,62.0%,68.2%,4/5,7.1%,65.5%,61.8%,41.4%,5/10,2:01,37
R64,68,Leonardo Mayer[ARG] [yr|ev],d.,20,(17)Diego Schwartzman[ARG] [yr|ev],4-6 6-3 6-4 7-5,1.18,11.6%,59.7%,81.8%,46.2%,8/10,2.8%,67.1%,64.6%,55.3%,9/13,3:07,21
R64,63,Casper Ruud[NOR] [yr|ev],d.,31,(29)Matteo Berrettini[ITA] [yr|ev],6-4 7-5 6-3,1.44,3.9%,63.1%,76.9%,60.5%,4/5,3.7%,63.6%,64.7%,46.2%,11/15,2:21,2
R64,3,(3)Roger Federer[SUI] [yr|ev],d.,144,(LL)Oscar Otte[GER] [yr|ev],6-4 6-3 6-4,1.47,6.1%,75.6%,75.8%,75.0%,4/4,5.1%,51.3%,70.0%,57.9%,1/4,1:36,1
R64,7,(7)Kei Nishikori[JPN] [yr|ev],d.,82,Jo-Wilfried Tsonga[FRA] [yr|ev],4-6 6-4 6-4 6-4,1.17,0.0%,69.1%,70.6%,52.6%,9/13,5.3%,61.4%,67.9%,45.1%,9/15,3:02,4
R64,32,(31)Laslo Djere[SRB] [yr|ev],d.,109,(WC)Alexei Popyrin[AUS] [yr|ev],6-4 7-6(4) 6-4,1.15,1.8%,65.8%,79.5%,60.5%,6/6,5.8%,59.2%,73.8%,61.9%,7/9,2:15,27
R64,57,Pablo Carreno Busta[ESP] [yr|ev],d.,25,(21)Alex De Minaur[AUS] [yr|ev],6-3 6-1 6-1,1.77,2.8%,68.1%,75.5%,60.9%,7/7,5.4%,55.9%,59.6%,34.1%,9/16,1:52,10
R64,38,Benoit Paire[FRA] [yr|ev],d.,43,Pierre Hugues Herbert[FRA] [yr|ev],6-2 6-2 5-7 6-7(6) 11-9,1.12,7.6%,49.7%,69.4%,53.5%,14/20,2.3%,66.7%,62.0%,46.5%,19/29,4:33,18
R64,78,Juan Ignacio Londero[ARG] [yr|ev],d.,39,Richard Gasquet[FRA] [yr|ev],6-2 3-6 6-3 6-4,1.60,6.2%,59.8%,79.3%,66.7%,4/6,5.9%,53.9%,69.1%,46.8%,7/12,2:14,50
R64,110,(WC)Corentin Moutet[FRA] [yr|ev],d.,23,(19)Guido Pella[ARG] [yr|ev],6-3 6-1 2-6 7-5,1.12,0.9%,72.9%,55.1%,58.6%,4/10,0.0%,66.7%,52.8%,47.2%,7/16,2:31,51
R64,29,(27)David Goffin[BEL] [yr|ev],d.,85,Miomir Kecmanovic[SRB] [yr|ev],6-2 6-4 6-3,1.59,11.8%,66.2%,75.6%,56.5%,2/4,3.0%,71.0%,54.9%,41.4%,12/19,1:49,7
R64,2,(2)Rafael Nadal[ESP] [yr|ev],d.,114,(Q)Yannick Maden[GER] [yr|ev],6-1 6-2 6-4,1.77,4.2%,63.9%,73.9%,61.5%,0/2,1.4%,63.5%,57.4%,25.9%,4/11,2:09,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,44,Hubert Hurkacz[POL] [yr|ev],6-4 6-2 6-2,2.36,9.5%,69.8%,81.8%,73.7%,1/2,10.8%,59.5%,59.1%,40.0%,3/9,1:36,1
R128,104,(LL)Henri Laaksonen[SUI] [yr|ev],d.,134,(Q)Pedro Martinez[ESP] [yr|ev],6-1 6-0 7-6(4),1.61,7.6%,67.4%,67.7%,63.3%,9/11,0.0%,64.1%,50.8%,36.4%,4/11,2:05,84
R128,147,(Q)Salvatore Caruso[ITA] [yr|ev],d.,53,(Q)Jaume Munar[ESP] [yr|ev],7-5 4-6 6-3 6-3,1.23,0.0%,75.8%,71.1%,58.1%,6/8,3.1%,62.8%,71.6%,41.7%,6/11,3:05,76
R128,33,(26)Gilles Simon[FRA] [yr|ev],d.,111,(LL)Sergiy Stakhovsky[UKR] [yr|ev],6-3 6-3 6-4,2.07,4.1%,60.3%,84.1%,69.0%,1/1,3.4%,70.9%,55.4%,52.9%,8/12,2:03,6
R128,45,Jan Lennard Struff[GER] [yr|ev],d.,24,(20)Denis Shapovalov[CAN] [yr|ev],7-6(1) 6-3 6-4,1.19,6.9%,62.1%,72.2%,52.3%,3/5,7.5%,61.7%,69.7%,39.0%,4/8,2:10,21
R128,40,Radu Albot[MDA] [yr|ev],d.,100,(Q)Tennys Sandgren[USA] [yr|ev],7-6(3) 7-6(1) 3-6 6-1,1.19,6.2%,73.1%,68.4%,54.3%,5/9,7.6%,68.1%,69.1%,34.2%,5/10,2:57,39
R128,90,Lloyd Harris[RSA] [yr|ev],d.,149,(LL)Lukas Rosol[CZE] [yr|ev],6-1 4-6 2-6 6-1 6-2,1.45,5.7%,61.3%,70.8%,65.9%,1/5,3.8%,63.4%,61.4%,43.8%,9/17,2:29,31
R128,15,(13)Borna Coric[CRO] [yr|ev],d.,95,Aljaz Bedene[SLO] [yr|ev],6-1 6-7(4) 6-4 6-4,1.24,2.6%,61.5%,80.6%,60.0%,3/3,7.0%,50.4%,74.1%,57.9%,2/7,2:51,12
R128,12,(9)Fabio Fognini[ITA] [yr|ev],d.,71,Andreas Seppi[ITA] [yr|ev],6-3 6-0 3-6 6-3,1.15,8.3%,56.7%,77.9%,42.3%,7/9,4.2%,57.9%,63.6%,47.5%,5/11,2:21,9
R128,75,Federico Delbonis[ARG] [yr|ev],d.,136,(Q)Guillermo Garcia Lopez[ESP] [yr|ev],6-1 3-6 6-3 6-2,1.61,2.0%,68.0%,75.0%,68.8%,2/3,2.5%,54.9%,65.7%,45.5%,12/17,2:36,33
R128,42,Taylor Fritz[USA] [yr|ev],d.,84,Bernard Tomic[AUS] [yr|ev],6-1 6-4 6-1,1.86,13.8%,61.5%,82.5%,56.0%,3/4,3.8%,73.3%,55.8%,28.6%,15/22,1:22,4
R128,21,(18)Roberto Bautista Agut[ESP] [yr|ev],d.,65,Steve Johnson[USA] [yr|ev],6-3 6-4 6-2,1.96,1.4%,63.9%,80.4%,76.9%,0/0,3.7%,56.8%,65.2%,51.4%,1/5,1:42,9
R128,35,(30)Dusan Lajovic[SRB] [yr|ev],d.,112,(Q)Thiago Monteiro[BRA] [yr|ev],6-3 6-4 6-4,1.17,4.1%,73.5%,68.1%,61.5%,6/7,1.2%,65.4%,66.0%,50.0%,4/8,2:05,23
R128,273,(Q)Elliot Benchetrit[MAR] [yr|ev],d.,49,(Q)Cameron Norrie[GBR] [yr|ev],6-3 6-0 6-2,1.83,5.6%,63.9%,82.6%,53.8%,3/3,4.6%,58.5%,63.2%,29.6%,3/9,1:24,198
R128,148,(Q)Mikael Ymer[SWE] [yr|ev],d.,183,(Q)Blaz Rola[SLO] [yr|ev],6-0 6-3 7-6(5),1.59,5.3%,67.1%,68.6%,60.0%,1/4,2.1%,60.6%,45.6%,45.9%,6/14,2:05,50
R128,5,(5)Alexander Zverev[GER] [yr|ev],d.,56,John Millman[AUS] [yr|ev],7-6(4) 6-3 2-6 6-7(5) 6-3,1.09,10.3%,70.9%,73.5%,37.5%,6/13,0.0%,57.1%,62.4%,56.6%,10/17,4:08,2
R128,4,(4)Dominic Thiem[AUT] [yr|ev],d.,131,(WC)Tommy Paul[USA] [yr|ev],6-4 4-6 7-6(5) 6-2,1.30,9.6%,67.8%,76.9%,70.3%,2/3,6.2%,62.8%,67.6%,66.7%,3/6,2:31,3
R128,91,Alexander Bublik[KAZ] [yr|ev],d.,173,(Q)Rudolf Molleker[GER] [yr|ev],7-5 6-7(4) 6-1 7-6(2),1.47,22.6%,57.9%,81.8%,55.4%,5/8,7.2%,59.9%,62.0%,49.3%,12/18,2:34,17
R128,47,Pablo Cuevas[URU] [yr|ev],d.,190,Maxime Janvier[FRA] [yr|ev],6-4 6-4 6-2,1.95,5.8%,60.9%,81.0%,66.7%,1/3,8.9%,50.6%,70.0%,33.3%,1/7,1:34,19
R128,30,(28)Kyle Edmund[GBR] [yr|ev],d.,41,Jeremy Chardy[FRA] [yr|ev],7-6(1) 5-7 6-4 4-6 7-5,0.95,2.1%,64.4%,64.5%,59.7%,8/14,18.9%,66.0%,72.4%,50.0%,2/8,4:02,14
R128,27,(23)Fernando Verdasco[ESP] [yr|ev],d.,80,Daniel Evans[GBR] [yr|ev],6-3 6-7(4) 6-3 6-2,1.23,2.2%,69.9%,67.4%,56.1%,12/15,3.8%,60.3%,67.1%,38.5%,14/21,3:25,7
R128,146,(WC)Antoine Hoang[FRA] [yr|ev],d.,52,Damir Dzumhur[BIH] [yr|ev],6-4 0-6 7-6(5) 6-3,1.05,1.6%,61.0%,65.3%,43.8%,11/18,3.9%,60.9%,66.7%,36.0%,6/12,2:59,98
R128,48,Adrian Mannarino[FRA] [yr|ev],d.,119,(Q)Stefano Travaglia[ITA] [yr|ev],6-7(5) 6-3 3-6 6-2 6-2,1.05,2.9%,61.8%,68.6%,50.8%,8/12,8.8%,52.4%,71.4%,47.1%,4/12,3:44,17
R128,17,(14)Gael Monfils[FRA] [yr|ev],d.,103,Taro Daniel[JPN] [yr|ev],6-0 6-4 6-1,1.76,4.0%,56.0%,83.3%,51.5%,4/5,3.8%,74.4%,48.3%,40.0%,6/13,1:41,6
R128,11,(10)Karen Khachanov[RUS] [yr|ev],d.,,Cedrik Marcel Stebe[GER] [yr|ev],6-1 6-1 6-4,1.51,4.7%,64.0%,70.9%,58.1%,5/5,4.6%,63.1%,58.5%,33.3%,4/10,1:37,8
R128,127,(WC)Gregoire Barrere[FRA] [yr|ev],d.,64,Matthew Ebden[AUS] [yr|ev],6-3 5-7 7-5 6-1,1.27,9.8%,64.2%,75.9%,45.5%,6/10,4.5%,63.9%,65.9%,37.5%,10/18,2:30,49
R128,55,Martin Klizan[SVK] [yr|ev],d.,51,Mikhail Kukushkin[KAZ] [yr|ev],3-6 5-7 6-4 6-2 6-3,1.03,3.3%,63.6%,74.0%,43.6%,7/11,1.4%,67.4%,60.8%,63.8%,7/13,3:46,24
R128,26,(22)Lucas Pouille[FRA] [yr|ev],d.,187,(Q)Simone Bolelli[ITA] [yr|ev],6-3 6-4 7-5,1.80,4.7%,60.0%,92.2%,61.8%,2/2,2.2%,62.9%,69.6%,54.5%,3/6,1:56,10
R128,69,Jordan Thompson[AUS] [yr|ev],d.,133,(LL)Alejandro Davidovich Fokina[ESP] [yr|ev],6-3 6-2 7-6(3),1.50,4.3%,72.3%,75.0%,57.7%,4/6,0.0%,69.9%,61.1%,41.9%,5/10,2:08,26
R128,94,Ivo Karlovic[CRO] [yr|ev],d.,108,Feliciano Lopez[ESP] [yr|ev],7-6(4) 7-5 6-7(7) 7-5,0.86,21.5%,69.3%,77.9%,52.0%,5/6,10.3%,57.4%,82.1%,63.8%,2/5,3:06,14
R128,72,Yoshihito Nishioka[JPN] [yr|ev],d.,66,Mackenzie Mcdonald[USA] [yr|ev],6-7(7) 6-0 4-6 6-2 6-3,1.39,0.7%,66.7%,71.3%,63.8%,9/12,11.5%,64.2%,68.4%,35.8%,13/21,3:08,24
R128,9,(8)Juan Martin del Potro[ARG] [yr|ev],d.,58,Nicolas Jarry[CHI] [yr|ev],3-6 6-2 6-1 6-4,1.33,8.2%,69.4%,73.5%,63.3%,2/3,8.7%,65.4%,66.2%,50.0%,10/15,2:07,3
R128,6,(6)Stefanos Tsitsipas[GRE] [yr|ev],d.,116,Maximilian Marterer[GER] [yr|ev],6-2 6-2 7-6(4),2.22,3.9%,60.5%,91.3%,66.7%,0/0,7.2%,66.3%,67.3%,42.9%,2/6,1:48,3
R128,86,Hugo Dellien[BOL] [yr|ev],d.,88,Prajnesh Gunneswaran[IND] [yr|ev],6-1 6-3 6-1,2.07,7.4%,80.9%,80.0%,53.8%,3/3,3.3%,66.7%,52.5%,40.0%,2/8,1:15,64
R128,76,Roberto Carballes Baena[ESP] [yr|ev],d.,304,(Q)Alexandre Muller[FRA] [yr|ev],6-4 6-4 6-2,1.43,3.6%,68.7%,66.7%,61.5%,5/8,3.8%,56.3%,53.3%,45.7%,6/13,1:54,49
R128,60,Filip Krajinovic[SRB] [yr|ev],d.,34,(32)Frances Tiafoe[USA] [yr|ev],6-2 4-6 6-3 3-6 6-0,1.27,12.0%,70.7%,66.0%,74.4%,8/10,6.2%,55.4%,66.7%,51.7%,4/10,2:53,26
R128,28,(24)Stan Wawrinka[SUI] [yr|ev],d.,132,Jozef Kovalik[SVK] [yr|ev],6-1 6-7(3) 6-2 6-3,1.30,17.0%,61.6%,76.8%,69.8%,3/3,2.9%,59.6%,69.4%,61.9%,3/8,2:22,3
R128,37,Cristian Garin[CHI] [yr|ev],d.,59,Reilly Opelka[USA] [yr|ev],7-6(0) 7-5 7-6(7),1.15,4.8%,66.7%,73.8%,61.9%,6/6,14.2%,61.4%,76.9%,46.9%,7/8,2:47,17
R128,46,Grigor Dimitrov[BUL] [yr|ev],d.,303,Janko Tipsarevic[SRB] [yr|ev],6-3 6-0 3-6 6-7(4) 6-4,1.25,8.8%,66.9%,74.7%,46.7%,5/10,2.1%,59.6%,63.2%,47.5%,8/17,3:02,3
R128,13,(11)Marin Cilic[CRO] [yr|ev],d.,96,Thomas Fabbiano[ITA] [yr|ev],6-3 7-5 6-1,1.56,16.7%,57.7%,86.7%,39.4%,5/8,0.0%,72.1%,56.0%,27.6%,12/20,2:10,3
R128,252,(WC)Nicolas Mahut[FRA] [yr|ev],d.,19,(16/WC)Marco Cecchinato[ITA] [yr|ev],2-6 6-7(6) 6-4 6-2 6-4,1.11,6.5%,57.8%,76.4%,53.8%,8/11,4.2%,68.1%,69.4%,50.0%,5/10,3:18,37
