Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Rafael Nadal[ESP] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],7-5 7-6(3) 5-7 6-1,1.08,2.7%,72.1%,65.1%,51.2%,10/15,8.7%,63.5%,68.8%,39.1%,8/15,3:40,1
SF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,4,(4)Andy Murray[GBR] [yr|ev],6-4 7-5 6-4,1.20,1.7%,73.1%,69.0%,43.8%,15/18,4.8%,64.4%,65.7%,35.1%,7/13,3:17,1
SF,3,(3)Roger Federer[SUI] [yr|ev],d.,2,(2)Novak Djokovic[SRB] [yr|ev],7-6(5) 6-3 3-6 7-6(5),1.22,12.8%,64.5%,76.9%,50.0%,9/13,4.2%,66.7%,59.8%,60.7%,21/25,3:39,1
QF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,5,(5)Robin Soderling[SWE] [yr|ev],6-4 6-1 7-6(3),1.33,4.4%,76.7%,63.8%,71.4%,4/6,5.3%,57.4%,68.5%,35.0%,5/11,2:35,1
QF,4,(4)Andy Murray[GBR] [yr|ev],d.,34,Juan Ignacio Chela[ARG] [yr|ev],7-6(2) 7-5 6-2,1.26,7.6%,51.7%,67.2%,50.9%,12/17,1.7%,63.5%,54.8%,38.1%,8/16,2:53,1
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,9,(9)Gael Monfils[FRA] [yr|ev],6-4 6-3 7-6(3),1.47,4.5%,53.4%,76.6%,61.0%,1/4,3.0%,65.4%,62.1%,41.3%,11/16,2:34,1
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,49,Fabio Fognini[ITA] [yr|ev],W/O,,,,,,,,,,,,,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,37,Ivan Ljubicic[CRO] [yr|ev],7-5 6-3 6-3,1.98,2.8%,68.1%,81.6%,65.2%,2/4,8.3%,51.4%,71.4%,34.0%,14/20,2:26,1
R16,5,(5)Robin Soderling[SWE] [yr|ev],d.,18,(18)Gilles Simon[FRA] [yr|ev],6-2 6-3 7-6(5),1.20,4.0%,54.5%,75.9%,55.6%,6/7,6.7%,58.9%,67.9%,48.6%,3/8,2:16,4
R16,4,(4)Andy Murray[GBR] [yr|ev],d.,15,(15)Viktor Troicki[SRB] [yr|ev],4-6 4-6 6-3 6-2 7-5,1.17,8.0%,56.7%,76.5%,41.5%,6/13,2.3%,63.8%,60.4%,44.4%,14/23,3:56,1
R16,34,Juan Ignacio Chela[ARG] [yr|ev],d.,120,(Q)Alejandro Falla[COL] [yr|ev],4-6 6-2 1-6 7-6(5) 6-2,1.06,1.2%,62.1%,65.0%,39.3%,11/20,4.6%,58.6%,52.8%,52.4%,9/19,3:55,15
R16,9,(9)Gael Monfils[FRA] [yr|ev],d.,7,(7)David Ferrer[ESP] [yr|ev],6-4 2-6 7-5 1-6 8-6,1.06,7.5%,58.5%,72.1%,44.3%,2/10,2.7%,58.8%,69.2%,42.7%,15/22,4:07,6
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,14,(14)Stan Wawrinka[SUI] [yr|ev],6-3 6-2 7-5,1.66,10.4%,63.6%,81.6%,64.3%,1/2,6.0%,71.1%,64.4%,45.8%,1/6,1:46,1
R16,49,Fabio Fognini[ITA] [yr|ev],d.,38,Albert Montanes[ESP] [yr|ev],4-6 6-4 3-6 6-3 11-9,0.96,3.5%,55.7%,70.5%,53.9%,14/19,4.0%,51.1%,70.0%,59.3%,10/16,4:22,9
R16,2,(2)Novak Djokovic[SRB] [yr|ev],d.,16,(13)Richard Gasquet[FRA] [yr|ev],6-4 6-4 6-2,2.44,11.4%,70.0%,89.8%,66.7%,3/3,7.0%,61.6%,66.0%,45.5%,4/8,1:47,1
R32,1,(1)Rafael Nadal[ESP] [yr|ev],d.,227,(Q)Antonio Veic[CRO] [yr|ev],6-1 6-3 6-0,2.14,1.5%,72.7%,62.5%,77.8%,3/5,0.0%,58.9%,33.3%,21.7%,1/10,1:41,1
R32,37,Ivan Ljubicic[CRO] [yr|ev],d.,20,(16)Fernando Verdasco[ESP] [yr|ev],6-3 7-6(6) 6-4,1.42,11.6%,66.3%,87.3%,43.8%,0/2,3.2%,72.6%,59.4%,65.4%,3/7,2:14,3
R32,18,(18)Gilles Simon[FRA] [yr|ev],d.,10,(10)Mardy Fish[USA] [yr|ev],6-3 6-4 6-2,1.26,2.3%,55.8%,75.0%,55.3%,5/6,4.1%,54.8%,65.0%,48.5%,4/9,2:00,6
