Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
7,David Ferrer,ESP,4,776,89.2%,37.7%,14,3.7%,5,1.3%,62.1%,78.6%,55.9%,70.0%,25,72.0%,43.5%,43,53.5%,56.6%,1.45,9:07
2,Novak Djokovic,SRB,6,941,92.1%,29.3%,23,5.1%,6,1.3%,68.2%,75.1%,66.2%,72.3%,34,82.4%,40.3%,57,38.6%,55.5%,1.45,11:23
3,Roger Federer,SUI,7,1434,86.0%,29.7%,70,10.6%,10,1.5%,63.3%,78.5%,54.5%,69.7%,36,55.6%,41.7%,90,36.7%,54.6%,1.38,16:32
1,Rafael Nadal,ESP,7,1518,83.5%,38.3%,27,3.6%,12,1.6%,71.9%,69.9%,58.0%,66.6%,65,69.2%,45.3%,95,48.4%,55.9%,1.36,20:58
29,Janko Tipsarevic,SRB,3,433,78.4%,41.7%,16,7.5%,4,1.9%,54.2%,80.2%,48.0%,65.4%,11,27.3%,45.2%,25,60.0%,55.2%,1.31,4:57
,Fabio Fognini,ITA,5,871,84.5%,40.6%,21,4.8%,24,5.4%,59.0%,75.8%,51.9%,66.0%,33,66.7%,44.2%,56,50.0%,55.2%,1.30,9:38
,Albert Montanes,ESP,4,976,84.2%,32.9%,35,7.3%,20,4.2%,52.2%,73.5%,58.3%,66.2%,39,69.2%,43.1%,53,45.3%,54.4%,1.28,11:35
10,Mardy Fish,USA,3,609,84.4%,27.7%,17,6.4%,6,2.2%,54.7%,75.3%,56.2%,66.7%,12,41.7%,41.8%,48,27.1%,52.7%,1.25,7:17
,Igor Andreev,RUS,2,357,81.5%,27.6%,8,5.0%,1,0.6%,59.4%,74.7%,60.0%,68.8%,11,54.5%,38.6%,15,53.3%,52.1%,1.23,4:08
11,Nicolas Almagro,ESP,1,329,76.0%,34.6%,18,11.7%,6,3.9%,56.5%,77.0%,49.3%,64.9%,13,53.8%,42.3%,19,47.4%,52.9%,1.21,3:50
5,Robin Soderling,SWE,5,947,84.6%,32.0%,33,7.0%,20,4.2%,58.9%,76.3%,52.6%,66.5%,27,55.6%,40.4%,48,50.0%,53.4%,1.21,11:24
4,Andy Murray,GBR,6,1319,75.0%,39.8%,55,8.6%,18,2.8%,60.1%,73.1%,44.1%,61.5%,63,60.3%,46.2%,102,38.2%,53.6%,1.20,16:48
17,Jo-Wilfried Tsonga,FRA,3,682,87.0%,23.1%,30,8.9%,5,1.5%,64.0%,76.3%,56.2%,69.0%,17,58.8%,36.7%,27,44.4%,52.6%,1.19,8:37
21,Alexandr Dolgopolov,UKR,3,582,86.4%,33.3%,32,10.7%,8,2.7%,57.4%,73.7%,53.5%,65.1%,25,76.0%,41.5%,34,44.1%,53.6%,1.19,5:52
23,Thomaz Bellucci,BRA,3,637,84.6%,23.1%,20,6.5%,7,2.3%,59.7%,75.5%,58.1%,68.5%,23,65.2%,37.1%,21,57.1%,52.3%,1.18,7:33
LL,Simone Bolelli,ITA,2,442,82.9%,28.6%,9,4.4%,1,0.5%,70.7%,68.3%,61.7%,66.3%,18,66.7%,39.7%,26,38.5%,52.0%,1.18,5:18
18,Gilles Simon,FRA,4,776,81.3%,34.4%,15,3.8%,13,3.3%,56.9%,70.5%,54.1%,63.4%,31,61.3%,43.0%,42,50.0%,53.5%,1.17,9:12
13,Richard Gasquet,FRA,4,784,86.2%,25.8%,26,6.5%,7,1.8%,62.7%,72.7%,55.4%,66.2%,23,60.9%,39.0%,42,38.1%,52.8%,1.16,9:33
Q,Alejandro Falla,COL,4,1051,77.9%,36.0%,17,3.4%,8,1.6%,61.1%,66.2%,55.2%,61.9%,44,61.4%,44.0%,60,45.0%,52.4%,1.16,12:36
15,Viktor Troicki,SRB,4,948,77.5%,33.3%,48,10.5%,10,2.2%,62.4%,72.0%,47.7%,62.9%,42,61.9%,42.4%,60,40.0%,52.3%,1.14,10:43
8,Jurgen Melzer,AUT,2,567,82.9%,25.0%,14,5.2%,9,3.4%,61.2%,70.7%,54.8%,64.6%,27,74.1%,40.5%,24,41.7%,51.9%,1.14,5:57
9,Gael Monfils,FRA,5,1186,79.1%,28.6%,29,5.0%,22,3.8%,59.2%,70.5%,52.9%,63.4%,47,59.6%,41.5%,68,38.2%,52.3%,1.13,13:38
,Philipp Petzschner,GER,2,368,86.7%,16.7%,19,10.4%,3,1.6%,62.6%,76.3%,54.4%,68.1%,13,69.2%,36.0%,13,38.5%,51.9%,1.13,3:39
LL,Marsel Ilhan,TUR,2,600,82.4%,18.0%,49,16.8%,4,1.4%,62.3%,81.3%,46.4%,68.2%,22,59.1%,35.7%,29,31.0%,51.5%,1.12,6:55
Q,Steve Darcis,BEL,3,615,86.3%,21.6%,11,3.7%,6,2.0%,60.2%,73.3%,58.8%,67.6%,18,61.1%,35.8%,31,35.5%,51.2%,1.10,6:24
,Blaz Kavcic,SLO,2,335,65.4%,38.5%,14,8.9%,10,6.3%,62.0%,68.4%,41.7%,58.2%,18,50.0%,45.8%,18,55.6%,51.6%,1.10,4:08
Q,Leonardo Mayer,ARG,3,608,79.2%,20.4%,13,4.6%,8,2.8%,61.8%,67.0%,65.1%,66.3%,18,44.4%,37.2%,19,52.6%,50.8%,1.10,6:55
