Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R128,19,(19)Stan Wawrinka[SUI] [yr|ev],d.,44,Guillermo Garcia Lopez[ESP] [yr|ev],6-3 6-3 6-2,1.86,8.1%,58.1%,83.7%,64.5%,3/3,1.2%,61.9%,65.4%,37.5%,3/8,1:50,3
R128,30,(29)Viktor Troicki[SRB] [yr|ev],d.,94,Nicolas Lapentti[ECU] [yr|ev],4-6 6-3 6-1 6-3,1.40,13.6%,54.5%,76.7%,54.0%,8/10,1.7%,45.3%,58.5%,48.4%,5/12,3:02,12
R128,60,Florian Mayer[GER] [yr|ev],d.,81,Philipp Petzschner[GER] [yr|ev],0-6 2-6 6-4 6-2 6-2,1.01,3.3%,69.4%,64.3%,48.6%,3/9,5.6%,58.4%,69.9%,44.2%,3/9,2:34,18
R128,45,James Blake[USA] [yr|ev],d.,55,Arnaud Clement[FRA] [yr|ev],7-5 7-5 6-2,1.53,9.6%,63.8%,81.7%,58.8%,1/2,1.9%,63.1%,63.1%,52.6%,9/14,2:12,4
R128,5,(4)Juan Martin del Potro[ARG] [yr|ev],d.,90,Michael Russell[USA] [yr|ev],6-4 6-4 3-6 6-2,1.16,19.3%,60.6%,72.7%,48.8%,3/6,2.3%,65.6%,64.0%,44.4%,8/14,3:00,3
R128,4,(5)Andy Murray[GBR] [yr|ev],d.,148,(Q)Kevin Anderson[RSA] [yr|ev],6-1 6-1 6-2,1.84,13.8%,36.9%,87.5%,58.5%,3/4,2.7%,67.6%,52.0%,25.0%,4/12,1:37,1
R128,57,Marc Gicquel[FRA] [yr|ev],d.,98,Simone Bolelli[ITA] [yr|ev],7-6(2) 7-6(3) 6-3,1.16,10.8%,53.8%,74.3%,58.3%,6/8,4.3%,66.1%,69.7%,46.2%,6/9,2:41,37
R128,132,Jarkko Nieminen[FIN] [yr|ev],d.,235,(WC)Nick Lindahl[AUS] [yr|ev],6-2 7-5 6-4,1.43,1.1%,77.9%,73.0%,61.9%,7/8,6.9%,62.7%,67.2%,42.1%,8/13,2:01,13
R128,64,Florent Serra[FRA] [yr|ev],d.,27,(28)Jurgen Melzer[AUT] [yr|ev],6-1 6-7(3) 6-4 4-6 6-3,1.21,7.8%,66.9%,69.9%,66.7%,9/11,7.2%,61.6%,69.4%,50.9%,6/11,3:04,36
R128,28,(33)John Isner[USA] [yr|ev],d.,49,Andreas Seppi[ITA] [yr|ev],6-3 6-3 3-6 5-7 6-4,0.97,21.9%,61.3%,77.9%,48.3%,6/9,7.1%,56.0%,75.9%,56.5%,3/6,3:17,8
R128,284,(Q)Louk Sorensen[IRL] [yr|ev],d.,101,Yen Hsun Lu[TPE] [yr|ev],6-4 3-6 6-2 6-1,1.56,6.6%,71.4%,76.9%,57.7%,1/3,0.0%,60.7%,66.2%,38.6%,8/14,2:36,175
R128,224,(Q)Antonio Veic[CRO] [yr|ev],d.,73,Daniel Koellerer[AUT] [yr|ev],6-4 3-6 6-7(3) 6-1 6-4,1.08,4.5%,68.2%,64.5%,52.0%,7/14,0.7%,80.1%,61.5%,40.7%,6/14,3:57,119
R128,12,(12)Gael Monfils[FRA] [yr|ev],d.,251,(Q)Matthew Ebden[AUS] [yr|ev],6-4 6-4 6-4,1.60,5.2%,67.5%,82.7%,64.0%,0/1,2.1%,64.6%,71.0%,47.1%,3/7,1:56,6
R128,39,Ivo Karlovic[CRO] [yr|ev],d.,13,(13)Radek Stepanek[CZE] [yr|ev],2-6 7-6(5) 6-4 3-6 6-4,1.08,23.8%,59.2%,88.5%,35.0%,10/14,1.2%,57.2%,69.5%,56.3%,9/12,3:56,14
R128,43,Julien Benneteau[FRA] [yr|ev],d.,133,(Q)David Guez[FRA] [yr|ev],0-6 6-4 7-6(4) 7-6(2),1.03,3.0%,68.9%,67.7%,45.2%,6/12,0.8%,62.8%,54.3%,68.8%,3/7,3:51,25
R128,131,(WC)Andrey Golubev[KAZ] [yr|ev],d.,54,Mardy Fish[USA] [yr|ev],6-2 1-6 6-3 6-3,1.15,4.0%,65.0%,63.1%,54.3%,5/9,2.6%,52.1%,67.2%,39.3%,3/10,2:51,33
R128,24,(24)Ivan Ljubicic[CRO] [yr|ev],d.,,(WC)Jason Kubler[AUS] [yr|ev],6-1 6-2 6-2,2.48,9.7%,71.0%,86.4%,61.1%,0/0,2.7%,56.2%,53.7%,40.6%,8/14,1:29,3
R128,26,(27)Philipp Kohlschreiber[GER] [yr|ev],d.,50,Horacio Zeballos[ARG] [yr|ev],6-1 7-5 6-1,1.97,13.2%,69.7%,83.0%,52.2%,2/3,8.2%,63.5%,61.1%,25.8%,6/13,2:01,16
R128,89,Wayne Odesnik[USA] [yr|ev],d.,124,(Q)Blaz Kavcic[SLO] [yr|ev],4-6 6-1 6-4 6-2,1.39,5.8%,64.4%,71.6%,51.4%,2/6,0.9%,63.1%,57.1%,39.0%,9/16,2:35,77
R128,75,Lukas Lacko[SVK] [yr|ev],d.,69,Leonardo Mayer[ARG] [yr|ev],6-4 6-4 6-0,1.69,9.3%,61.3%,89.1%,51.7%,0/0,9.1%,66.2%,60.8%,50.0%,3/8,1:50,44
R128,2,(2)Rafael Nadal[ESP] [yr|ev],d.,70,Peter Luczak[AUS] [yr|ev],7-6(0) 6-1 6-4,1.47,10.6%,69.2%,76.4%,56.3%,6/7,7.7%,62.6%,68.4%,35.3%,5/9,2:34,1
