Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,17,(17)Roger Federer[SUI] [yr|ev],d.,9,(9)Rafael Nadal[ESP] [yr|ev],6-4 3-6 6-1 3-6 6-3,1.15,14.5%,61.6%,76.5%,49.1%,13/17,2.6%,72.8%,62.7%,56.1%,14/20,3:37,1
SF,17,(17)Roger Federer[SUI] [yr|ev],d.,4,(4)Stan Wawrinka[SUI] [yr|ev],7-5 6-3 1-6 4-6 6-3,1.04,7.7%,60.1%,72.1%,57.9%,8/12,7.4%,65.9%,62.9%,69.6%,5/9,3:04,1
SF,9,(9)Rafael Nadal[ESP] [yr|ev],d.,15,(15)Grigor Dimitrov[BUL] [yr|ev],6-3 5-7 7-6(5) 6-7(4) 6-4,1.05,4.3%,73.4%,68.9%,55.1%,12/16,11.0%,68.5%,70.2%,49.1%,8/13,4:56,1
QF,17,(17)Roger Federer[SUI] [yr|ev],d.,50,Mischa Zverev[GER] [yr|ev],6-1 7-5 6-2,1.50,11.4%,68.4%,68.5%,68.0%,1/2,5.2%,74.2%,52.8%,52.0%,9/15,1:32,1
QF,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,12,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],7-6(2) 6-4 6-3,1.28,3.7%,54.2%,70.7%,65.3%,5/6,8.1%,53.5%,73.9%,42.5%,0/3,2:14,3
QF,9,(9)Rafael Nadal[ESP] [yr|ev],d.,3,(3)Milos Raonic[CAN] [yr|ev],6-4 7-6(7) 6-4,1.42,3.8%,72.4%,82.9%,51.7%,4/4,13.1%,66.4%,67.6%,55.6%,1/3,2:44,1
QF,15,(15)Grigor Dimitrov[BUL] [yr|ev],d.,11,(11)David Goffin[BEL] [yr|ev],6-3 6-2 6-4,1.31,8.3%,63.5%,75.4%,42.9%,8/10,6.4%,46.8%,68.2%,38.0%,9/15,2:12,3
R16,50,Mischa Zverev[GER] [yr|ev],d.,1,(1)Andy Murray[GBR] [yr|ev],7-5 5-7 6-2 6-4,1.10,5.1%,66.4%,65.9%,45.7%,8/13,6.9%,65.5%,65.3%,36.0%,9/17,3:33,25
R16,17,(17)Roger Federer[SUI] [yr|ev],d.,5,(5)Kei Nishikori[JPN] [yr|ev],6-7(4) 6-4 6-1 4-6 6-3,1.34,16.2%,67.6%,80.0%,47.9%,7/10,3.0%,65.2%,68.2%,42.1%,11/18,3:23,1
R16,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,89,Andreas Seppi[ITA] [yr|ev],7-6(2) 7-6(4) 7-6(4),1.38,14.5%,56.4%,80.3%,66.7%,2/4,8.8%,61.8%,73.8%,50.0%,7/9,2:43,3
R16,12,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,51,Daniel Evans[GBR] [yr|ev],6-7(4) 6-2 6-4 6-4,1.49,13.9%,66.4%,81.5%,61.0%,4/4,5.6%,69.9%,73.0%,37.2%,10/14,2:53,5
R16,9,(9)Rafael Nadal[ESP] [yr|ev],d.,6,(6)Gael Monfils[FRA] [yr|ev],6-3 6-3 4-6 6-4,1.40,2.0%,73.3%,71.6%,63.0%,3/6,11.5%,58.5%,65.8%,44.4%,11/17,2:55,1
R16,3,(3)Milos Raonic[CAN] [yr|ev],d.,14,(13)Roberto Bautista Agut[ESP] [yr|ev],7-6(6) 3-6 6-4 6-1,1.27,29.2%,64.6%,80.8%,47.5%,7/10,7.1%,69.3%,63.6%,53.8%,11/16,2:51,3
R16,11,(11)David Goffin[BEL] [yr|ev],d.,8,(8)Dominic Thiem[AUT] [yr|ev],5-7 7-6(4) 6-2 6-2,1.24,12.0%,56.0%,72.9%,60.0%,3/6,10.2%,60.2%,68.8%,45.1%,9/15,2:43,7
R16,15,(15)Grigor Dimitrov[BUL] [yr|ev],d.,117,Denis Istomin[UZB] [yr|ev],2-6 7-6(2) 6-2 6-1,1.65,7.1%,73.5%,80.6%,61.5%,5/7,13.5%,70.2%,65.8%,45.2%,3/7,2:24,3
R32,1,(1)Andy Murray[GBR] [yr|ev],d.,32,(31)Sam Querrey[USA] [yr|ev],6-4 6-2 6-4,1.38,9.3%,65.1%,76.8%,50.0%,2/3,5.7%,60.9%,56.6%,52.9%,3/8,1:59,1
R32,50,Mischa Zverev[GER] [yr|ev],d.,56,Malek Jaziri[TUN] [yr|ev],6-1 4-6 6-3 6-0,1.43,8.0%,59.1%,71.2%,55.6%,1/4,3.3%,56.1%,60.9%,35.2%,12/21,2:21,25
R32,17,(17)Roger Federer[SUI] [yr|ev],d.,10,(10)Tomas Berdych[CZE] [yr|ev],6-2 6-4 6-4,1.79,11.4%,58.6%,95.1%,58.6%,0/0,16.0%,63.0%,84.3%,30.0%,1/5,1:30,1
R32,5,(5)Kei Nishikori[JPN] [yr|ev],d.,121,(Q)Lukas Lacko[SVK] [yr|ev],6-4 6-4 6-4,1.79,6.6%,60.5%,82.6%,66.7%,1/2,11.3%,56.6%,76.7%,32.6%,5/9,2:11,4
R32,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,35,(29)Viktor Troicki[SRB] [yr|ev],3-6 6-2 6-2 7-6(7),1.26,13.7%,60.7%,73.2%,52.2%,4/9,5.7%,57.4%,68.6%,38.5%,6/13,2:32,3
R32,89,Andreas Seppi[ITA] [yr|ev],d.,71,Steve Darcis[BEL] [yr|ev],4-6 6-4 7-6(1) 7-6(2),1.20,8.4%,55.0%,83.3%,52.5%,3/7,6.1%,56.5%,74.3%,49.1%,2/6,3:07,18
R32,12,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,20,(23)Jack Sock[USA] [yr|ev],7-6(4) 7-5 6-7(8) 6-3,1.24,14.8%,65.2%,80.2%,53.7%,5/6,4.2%,56.6%,75.5%,48.6%,8/11,3:33,5
R32,51,Daniel Evans[GBR] [yr|ev],d.,27,(27)Bernard Tomic[AUS] [yr|ev],7-5 7-6(2) 7-6(3),1.05,6.7%,56.0%,73.3%,55.9%,7/10,17.5%,71.9%,73.2%,40.6%,2/6,2:48,21
R32,6,(6)Gael Monfils[FRA] [yr|ev],d.,33,(32)Philipp Kohlschreiber[GER] [yr|ev],6-3 7-6(1) 6-4,1.07,8.2%,70.1%,76.5%,37.9%,3/6,3.8%,65.0%,69.2%,50.0%,1/6,1:55,6
R32,9,(9)Rafael Nadal[ESP] [yr|ev],d.,24,(24)Alexander Zverev[GER] [yr|ev],4-6 6-3 6-7(5) 6-3 6-2,1.32,7.3%,75.3%,72.6%,62.2%,5/7,11.0%,62.8%,71.3%,42.2%,11/16,4:05,1
R32,14,(13)Roberto Bautista Agut[ESP] [yr|ev],d.,23,(21)David Ferrer[ESP] [yr|ev],7-5 6-7(6) 7-6(3) 6-4,1.04,2.7%,58.2%,66.0%,52.6%,15/20,0.7%,53.6%,63.0%,54.3%,7/14,4:02,9
R32,3,(3)Milos Raonic[CAN] [yr|ev],d.,25,(25)Gilles Simon[FRA] [yr|ev],6-2 7-6(5) 3-6 6-3,1.17,18.8%,66.1%,71.6%,60.5%,3/6,0.0%,76.1%,69.9%,38.5%,2/7,2:34,3
R32,8,(8)Dominic Thiem[AUT] [yr|ev],d.,47,Benoit Paire[FRA] [yr|ev],6-1 4-6 6-4 6-4,1.16,7.8%,66.4%,62.4%,58.1%,12/17,9.1%,47.3%,78.8%,32.8%,3/11,2:23,3
R32,11,(11)David Goffin[BEL] [yr|ev],d.,21,(20)Ivo Karlovic[CRO] [yr|ev],6-3 6-2 6-4,2.45,4.5%,59.1%,94.9%,70.4%,0/0,32.1%,74.4%,72.4%,35.0%,3/7,1:27,7
R32,15,(15)Grigor Dimitrov[BUL] [yr|ev],d.,18,(18)Richard Gasquet[FRA] [yr|ev],6-3 6-2 6-4,1.52,11.6%,72.6%,82.6%,34.6%,6/7,3.7%,59.8%,57.1%,48.5%,4/9,2:02,3
R32,117,Denis Istomin[UZB] [yr|ev],d.,31,(30)Pablo Carreno Busta[ESP] [yr|ev],6-4 4-6 6-4 4-6 6-2,1.23,11.3%,66.0%,75.3%,56.3%,9/12,3.3%,57.0%,68.6%,52.3%,2/7,3:27,33
R64,1,(1)Andy Murray[GBR] [yr|ev],d.,152,(Q)Andrey Rublev[RUS] [yr|ev],6-3 6-0 6-2,1.89,13.0%,63.8%,77.3%,68.0%,0/0,3.1%,41.5%,70.4%,36.8%,1/7,1:36,1
R64,32,(31)Sam Querrey[USA] [yr|ev],d.,301,Alex De Minaur[AUS] [yr|ev],7-6(5) 6-0 6-1,1.71,10.1%,51.7%,93.5%,48.8%,3/3,1.0%,68.0%,64.7%,25.0%,8/13,1:48,11
