Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Rafael Nadal[ESP] [yr|ev],d.,5,(5)Daniil Medvedev[RUS] [yr|ev],7-5 6-3 5-7 4-6 6-4,1.17,3.1%,58.5%,77.4%,51.5%,10/15,7.7%,64.3%,65.0%,53.8%,15/21,4:50,1
SF,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,78,Grigor Dimitrov[BUL] [yr|ev],7-6(5) 6-4 6-3,1.10,8.5%,47.0%,74.5%,48.4%,6/9,2.1%,60.8%,62.7%,47.4%,4/9,2:38,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,25,(24)Matteo Berrettini[ITA] [yr|ev],7-6(6) 6-4 6-1,2.40,5.3%,54.7%,90.2%,73.5%,0/0,7.6%,66.9%,65.8%,43.6%,12/16,2:35,1
QF,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,24,(23)Stan Wawrinka[SUI] [yr|ev],7-6(6) 6-3 3-6 6-1,1.08,8.5%,59.7%,72.7%,57.7%,6/8,9.0%,64.9%,77.8%,38.5%,4/8,2:34,1
QF,78,Grigor Dimitrov[BUL] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],3-6 6-4 3-6 6-4 6-2,1.10,4.6%,69.5%,74.7%,52.5%,10/14,4.2%,61.1%,73.9%,50.0%,10/15,3:12,3
QF,25,(24)Matteo Berrettini[ITA] [yr|ev],d.,13,(13)Gael Monfils[FRA] [yr|ev],3-6 6-3 6-2 3-6 7-6(5),1.05,9.3%,54.3%,69.3%,55.4%,10/15,6.2%,60.5%,71.4%,45.3%,11/17,3:57,6
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,21,(20)Diego Schwartzman[ARG] [yr|ev],6-4 7-5 6-2,1.27,5.5%,62.6%,70.2%,50.0%,6/10,4.3%,60.2%,57.1%,45.9%,6/14,2:47,1
R16,24,(23)Stan Wawrinka[SUI] [yr|ev],d.,1,(1)Novak Djokovic[SRB] [yr|ev],6-4 7-5 2-1 RET,1.44,12.9%,54.3%,84.2%,56.3%,4/5,2.7%,60.3%,70.5%,41.4%,3/7,1:46,3
R16,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,118,(Q)Dominik Koepfer[GER] [yr|ev],3-6 6-3 6-2 7-6(2),1.22,12.8%,55.6%,75.4%,55.8%,10/14,1.7%,58.6%,66.2%,50.0%,4/10,2:32,1
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,15,(15)David Goffin[BEL] [yr|ev],6-2 6-2 6-0,2.18,16.1%,67.7%,83.3%,40.0%,5/7,0.0%,50.0%,40.0%,26.7%,1/10,1:19,1
R16,78,Grigor Dimitrov[BUL] [yr|ev],d.,38,Alex De Minaur[AUS] [yr|ev],7-5 6-3 6-4,1.23,5.2%,59.4%,78.9%,59.0%,1/1,3.2%,63.2%,68.3%,57.1%,3/6,2:05,3
R16,25,(24)Matteo Berrettini[ITA] [yr|ev],d.,43,Andrey Rublev[RUS] [yr|ev],6-1 6-4 7-6(6),1.46,7.5%,62.4%,84.5%,48.6%,2/3,7.7%,55.8%,67.2%,45.7%,6/10,2:11,6
R16,13,(13)Gael Monfils[FRA] [yr|ev],d.,70,Pablo Andujar[ESP] [yr|ev],6-1 6-2 6-2,2.12,12.3%,75.4%,73.5%,81.3%,0/0,1.5%,66.2%,51.2%,40.9%,4/10,1:26,6
R16,21,(20)Diego Schwartzman[ARG] [yr|ev],d.,6,(6)Alexander Zverev[GER] [yr|ev],3-6 6-2 6-4 6-3,1.22,0.0%,61.2%,64.6%,52.0%,11/16,8.6%,63.3%,61.7%,31.9%,10/18,3:08,8
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,23,(22)Marin Cilic[CRO] [yr|ev],6-3 3-6 6-1 6-2,1.41,11.8%,57.0%,83.0%,47.5%,1/3,9.7%,66.0%,58.8%,45.7%,5/11,2:49,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,111,Denis Kudla[USA] [yr|ev],6-3 6-4 6-2,1.53,6.5%,62.4%,81.0%,60.0%,7/7,6.7%,52.2%,70.2%,46.5%,5/9,2:03,1
R32,24,(23)Stan Wawrinka[SUI] [yr|ev],d.,135,(LL)Paolo Lorenzi[ITA] [yr|ev],6-4 7-6(9) 7-6(4),1.17,19.0%,53.2%,80.6%,54.2%,11/13,4.1%,62.0%,74.7%,43.5%,6/9,2:58,3
R32,118,(Q)Dominik Koepfer[GER] [yr|ev],d.,18,(17)Nikoloz Basilashvili[GEO] [yr|ev],6-3 7-6(5) 4-6 6-1,1.12,10.4%,65.6%,68.3%,48.8%,3/7,5.0%,50.4%,65.6%,48.3%,8/14,2:40,49
R32,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,61,Feliciano Lopez[ESP] [yr|ev],7-6(1) 4-6 7-6(7) 6-4,1.54,20.9%,62.0%,83.8%,63.3%,3/5,8.5%,51.5%,75.3%,50.0%,5/7,3:19,1
