Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Jannik Sinner[ITA] [yr|ev],d.,12,(12)Taylor Fritz[USA] [yr|ev],6-3 6-4 7-5,1.33,7.1%,50.6%,88.4%,47.6%,5/7,11.1%,58.9%,67.9%,43.2%,6/12,2:16,1
SF,1,(1)Jannik Sinner[ITA] [yr|ev],d.,25,(25)Jack Draper[GBR] [yr|ev],7-5 7-6(3) 6-2,1.78,11.5%,64.6%,77.4%,73.5%,3/4,6.1%,48.9%,67.2%,47.8%,7/11,3:03,1
SF,12,(12)Taylor Fritz[USA] [yr|ev],d.,20,(20)Frances Tiafoe[USA] [yr|ev],4-6 7-5 4-6 6-4 6-1,1.24,12.2%,58.0%,75.0%,65.5%,1/5,8.4%,54.2%,80.3%,45.0%,5/11,3:18,4
QF,1,(1)Jannik Sinner[ITA] [yr|ev],d.,5,(5)Daniil Medvedev[RUS] [yr|ev],6-2 1-6 6-1 6-4,1.42,4.1%,52.6%,76.5%,60.9%,6/8,4.6%,56.0%,67.2%,41.7%,10/15,2:39,1
QF,25,(25)Jack Draper[GBR] [yr|ev],d.,10,(10)Alex De Minaur[AUS] [yr|ev],6-3 7-5 6-2,1.52,12.4%,56.2%,84.0%,48.7%,5/7,7.6%,52.2%,66.7%,36.4%,14/20,2:07,6
QF,12,(12)Taylor Fritz[USA] [yr|ev],d.,4,(4)Alexander Zverev[GER] [yr|ev],7-6(2) 3-6 6-4 7-6(3),1.15,9.4%,63.3%,81.5%,53.2%,2/4,9.7%,71.0%,74.8%,47.6%,11/13,3:26,4
QF,20,(20)Frances Tiafoe[USA] [yr|ev],d.,9,(9)Grigor Dimitrov[BUL] [yr|ev],6-3 6-7(5) 6-3 4-1 RET,1.41,2.8%,49.5%,73.6%,66.7%,3/4,6.2%,54.6%,74.6%,37.3%,8/14,3:04,10
R16,1,(1)Jannik Sinner[ITA] [yr|ev],d.,14,(14)Tommy Paul[USA] [yr|ev],7-6(3) 7-6(5) 6-1,1.40,10.2%,49.0%,81.3%,56.0%,2/4,3.6%,60.4%,64.2%,43.2%,10/14,2:42,1
R16,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,34,Nuno Borges[POR] [yr|ev],6-0 6-1 6-3,1.80,12.3%,63.0%,78.3%,51.9%,4/5,5.6%,41.1%,54.1%,35.8%,8/16,1:51,1
R16,25,(25)Jack Draper[GBR] [yr|ev],d.,39,Tomas Machac[CZE] [yr|ev],6-3 6-1 6-2,1.53,13.9%,46.8%,78.4%,61.9%,6/6,6.8%,58.9%,62.8%,40.0%,3/9,1:42,6
R16,10,(10)Alex De Minaur[AUS] [yr|ev],d.,32,Jordan Thompson[AUS] [yr|ev],6-0 3-6 6-3 7-5,1.48,5.1%,52.5%,78.8%,57.4%,1/4,5.0%,61.3%,60.3%,43.5%,6/13,2:57,6
R16,12,(12)Taylor Fritz[USA] [yr|ev],d.,8,(8)Casper Ruud[NOR] [yr|ev],3-6 6-4 6-3 6-2,1.24,23.1%,60.6%,84.1%,53.7%,5/6,3.5%,61.9%,80.0%,41.9%,6/10,2:43,4
R16,4,(4)Alexander Zverev[GER] [yr|ev],d.,50,Brandon Nakashima[USA] [yr|ev],3-6 6-1 6-2 6-2,2.10,17.7%,70.9%,87.5%,56.5%,0/1,5.2%,61.7%,63.4%,40.9%,12/18,2:36,2
R16,9,(9)Grigor Dimitrov[BUL] [yr|ev],d.,6,(6)Andrey Rublev[RUS] [yr|ev],6-3 7-6(3) 1-6 3-6 6-3,0.90,9.8%,57.2%,79.8%,41.9%,13/18,16.0%,57.3%,80.0%,50.0%,7/10,3:39,3
R16,20,(20)Frances Tiafoe[USA] [yr|ev],d.,28,(28)Alexei Popyrin[AUS] [yr|ev],6-4 7-6(3) 2-6 6-3,1.05,12.0%,52.1%,77.0%,57.1%,6/9,20.0%,55.0%,83.3%,44.4%,2/5,3:02,10
R32,1,(1)Jannik Sinner[ITA] [yr|ev],d.,87,Christopher Oconnell[AUS] [yr|ev],6-1 6-4 6-2,2.10,21.7%,65.2%,82.2%,66.7%,0/0,6.3%,56.3%,57.8%,42.9%,5/10,1:53,1
R32,14,(14)Tommy Paul[USA] [yr|ev],d.,143,(Q)Gabriel Diallo[CAN] [yr|ev],6-7(5) 6-3 6-1 7-6(3),1.30,5.7%,60.0%,67.9%,53.6%,10/15,8.2%,67.8%,59.6%,31.9%,11/20,3:26,9
R32,34,Nuno Borges[POR] [yr|ev],d.,65,Jakub Mensik[CZE] [yr|ev],6-7(5) 6-1 3-6 7-6(6) 6-0,1.24,8.2%,57.0%,74.4%,50.0%,8/12,10.8%,51.1%,71.1%,38.4%,10/18,3:48,30
R32,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,31,(31)Flavio Cobolli[ITA] [yr|ev],6-3 6-4 6-3,1.45,10.6%,55.3%,80.9%,44.7%,6/9,2.1%,38.5%,48.6%,49.2%,13/20,2:18,1
R32,25,(25)Jack Draper[GBR] [yr|ev],d.,74,Botic Van De Zandschulp[NED] [yr|ev],6-3 6-4 6-2,1.24,12.3%,57.5%,77.0%,44.4%,9/10,8.6%,58.6%,70.7%,31.0%,3/8,2:14,6
R32,39,Tomas Machac[CZE] [yr|ev],d.,78,David Goffin[BEL] [yr|ev],6-3 6-1 6-2,1.78,17.2%,48.4%,87.1%,57.6%,2/3,2.8%,54.2%,61.5%,36.4%,3/10,1:34,20
R32,10,(10)Alex De Minaur[AUS] [yr|ev],d.,184,Daniel Evans[GBR] [yr|ev],6-3 6-7(4) 6-0 6-0,1.58,11.0%,49.0%,81.6%,56.9%,4/5,3.6%,57.1%,64.1%,33.3%,6/15,2:48,6
R32,32,Jordan Thompson[AUS] [yr|ev],d.,30,(30)Matteo Arnaldi[ITA] [yr|ev],7-5 6-2 7-6(5),1.72,9.9%,57.1%,82.7%,66.7%,1/2,5.0%,49.5%,80.0%,37.3%,2/6,2:33,26
R32,8,(8)Casper Ruud[NOR] [yr|ev],d.,72,Juncheng Shang[CHN] [yr|ev],6-7(1) 3-6 6-0 6-3 6-1,1.18,6.6%,64.9%,67.3%,52.8%,14/17,2.6%,61.4%,63.8%,42.4%,14/23,3:44,2
R32,12,(12)Taylor Fritz[USA] [yr|ev],d.,108,Francisco Comesana[ARG] [yr|ev],6-3 6-4 6-2,1.59,7.5%,60.0%,81.3%,59.4%,3/3,3.4%,51.7%,68.9%,42.9%,4/8,2:00,4
R32,50,Brandon Nakashima[USA] [yr|ev],d.,18,(18)Lorenzo Musetti[ITA] [yr|ev],6-2 3-6 6-3 7-6(4),1.18,13.7%,66.1%,76.8%,50.0%,10/13,6.6%,56.2%,69.1%,52.8%,6/11,3:12,31
R32,4,(4)Alexander Zverev[GER] [yr|ev],d.,33,Tomas Martin Etcheverry[ARG] [yr|ev],5-7 7-5 6-1 6-3,1.21,9.6%,62.4%,74.4%,44.7%,11/15,6.0%,56.4%,69.3%,37.9%,4/12,3:36,2
R32,6,(6)Andrey Rublev[RUS] [yr|ev],d.,38,(32)Jiri Lehecka[CZE] [yr|ev],6-3 7-5 6-4,1.47,14.8%,61.4%,88.9%,41.2%,5/7,13.9%,57.4%,62.9%,47.8%,11/16,2:03,5
R32,9,(9)Grigor Dimitrov[BUL] [yr|ev],d.,40,Tallon Griekspoor[NED] [yr|ev],6-3 6-3 6-1,1.76,15.7%,54.3%,92.1%,56.3%,0/0,5.7%,51.4%,69.4%,44.1%,1/6,1:39,3
R32,20,(20)Frances Tiafoe[USA] [yr|ev],d.,13,(13)Ben Shelton[USA] [yr|ev],4-6 7-5 6-7(5) 6-4 6-3,1.19,3.1%,57.2%,75.8%,60.3%,4/7,13.4%,66.3%,71.1%,48.3%,16/21,4:03,10
R32,28,(28)Alexei Popyrin[AUS] [yr|ev],d.,2,(2)Novak Djokovic[SRB] [yr|ev],6-4 6-4 2-6 6-4,1.04,11.8%,58.3%,74.3%,45.3%,12/16,12.3%,58.5%,71.1%,46.3%,7/12,3:19,23
R64,1,(1)Jannik Sinner[ITA] [yr|ev],d.,49,Alex Michelsen[USA] [yr|ev],6-4 6-0 6-2,1.78,4.6%,56.9%,81.1%,53.6%,3/5,4.1%,58.9%,65.1%,16.7%,8/16,1:39,1
R64,87,Christopher Oconnell[AUS] [yr|ev],d.,101,(Q)Mattia Bellucci[ITA] [yr|ev],6-3 6-4 3-6 6-3,1.37,16.2%,53.3%,83.9%,57.1%,1/3,16.7%,68.8%,70.5%,39.5%,14/18,2:48,53
R64,143,(Q)Gabriel Diallo[CAN] [yr|ev],d.,24,(24)Arthur Fils[FRA] [yr|ev],7-5 6-7(3) 6-4 6-4,1.21,9.3%,57.4%,77.0%,58.2%,1/3,8.8%,56.6%,68.8%,54.2%,5/10,3:29,79
R64,14,(14)Tommy Paul[USA] [yr|ev],d.,97,Max Purcell[AUS] [yr|ev],7-5 6-0 1-0 RET,2.42,10.6%,59.6%,85.7%,73.7%,0/0,7.5%,52.2%,62.9%,43.8%,9/14,1:16,9
R64,34,Nuno Borges[POR] [yr|ev],d.,86,Thanasi Kokkinakis[AUS] [yr|ev],6-4 7-5 7-5,1.46,9.0%,58.0%,77.6%,66.7%,5/6,8.8%,44.7%,84.3%,41.3%,8/12,2:49,30
R64,65,Jakub Mensik[CZE] [yr|ev],d.,193,(WC)Tristan Schoolkate[AUS] [yr|ev],6-7(4) 2-6 6-2 7-6(5) 7-6(3),0.98,14.6%,60.0%,73.0%,39.2%,9/17,8.9%,54.4%,75.0%,42.9%,5/13,4:14,23
R64,31,(31)Flavio Cobolli[ITA] [yr|ev],d.,80,Zizou Bergs[BEL] [yr|ev],4-6 6-3 7-5 6-3,1.10,5.9%,54.1%,78.1%,48.4%,3/5,11.3%,51.1%,77.9%,43.1%,7/12,3:24,30
R64,5,(5)Daniil Medvedev[RUS] [yr|ev],d.,51,Fabian Marozsan[HUN] [yr|ev],6-3 6-2 7-6(5),1.21,8.4%,47.4%,66.7%,54.0%,2/6,2.0%,64.6%,64.1%,28.6%,6/14,2:04,1
R64,74,Botic Van De Zandschulp[NED] [yr|ev],d.,3,(3)Carlos Alcaraz[ESP] [yr|ev],6-1 7-5 6-4,1.23,2.1%,66.3%,77.8%,40.6%,3/5,2.9%,61.4%,60.5%,51.9%,3/9,2:19,22
R64,25,(25)Jack Draper[GBR] [yr|ev],d.,64,Facundo Diaz Acosta[ARG] [yr|ev],6-4 6-2 6-2,1.75,7.8%,49.4%,89.5%,59.0%,4/4,2.3%,61.6%,64.2%,39.4%,5/10,2:05,6
R64,78,David Goffin[BEL] [yr|ev],d.,42,Adrian Mannarino[FRA] [yr|ev],6-7(8) 6-3 6-2 7-6(1),1.19,6.2%,58.9%,70.9%,43.3%,12/19,3.4%,50.3%,56.2%,47.2%,16/26,3:47,7
R64,39,Tomas Machac[CZE] [yr|ev],d.,16,(16)Sebastian Korda[USA] [yr|ev],6-4 6-2 6-4,1.31,4.3%,61.7%,67.2%,61.1%,6/8,6.7%,57.3%,54.9%,52.6%,5/11,2:05,20
R64,10,(10)Alex De Minaur[AUS] [yr|ev],d.,125,(Q)Otto Virtanen[FIN] [yr|ev],7-5 6-1 7-6(3),1.67,5.8%,45.3%,71.8%,72.3%,0/1,5.2%,55.2%,64.1%,40.4%,9/14,2:17,6
R64,184,Daniel Evans[GBR] [yr|ev],d.,36,Mariano Navone[ARG] [yr|ev],6-4 6-3 6-3,1.46,3.4%,55.2%,79.2%,48.7%,5/8,4.9%,57.3%,59.3%,36.4%,9/16,2:37,21
R64,30,(30)Matteo Arnaldi[ITA] [yr|ev],d.,57,Roman Safiullin[RUS] [yr|ev],6-2 6-4 6-4,1.38,8.1%,65.1%,75.0%,56.7%,2/3,3.6%,59.0%,59.2%,52.9%,4/9,2:04,29
R64,32,Jordan Thompson[AUS] [yr|ev],d.,7,(7)Hubert Hurkacz[POL] [yr|ev],7-6(2) 6-1 7-5,1.26,12.5%,49.0%,82.4%,49.1%,5/7,6.5%,57.6%,62.3%,48.7%,5/10,2:23,26
R64,8,(8)Casper Ruud[NOR] [yr|ev],d.,45,Gael Monfils[FRA] [yr|ev],6-4 6-2 2-6 7-6(3),1.23,6.5%,67.3%,72.2%,60.0%,0/4,11.7%,50.8%,75.4%,45.8%,5/10,2:55,2
R64,72,Juncheng Shang[CHN] [yr|ev],d.,55,Roberto Carballes Baena[ESP] [yr|ev],6-2 6-3 7-6(2),1.53,5.7%,51.1%,88.9%,51.2%,4/5,2.6%,56.5%,56.9%,52.0%,12/17,2:44,47
