Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Novak Djokovic[SRB] [yr|ev],d.,2,(2)Andy Murray[GBR] [yr|ev],6-1 7-5 7-6(3),1.32,6.3%,65.8%,74.0%,52.6%,4/6,10.8%,64.0%,67.6%,35.0%,7/12,2:53,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],6-1 6-2 3-6 6-3,1.64,10.3%,67.0%,76.9%,65.6%,3/4,5.0%,57.0%,61.4%,48.8%,4/9,2:19,1
SF,2,(2)Andy Murray[GBR] [yr|ev],d.,14,(13)Milos Raonic[CAN] [yr|ev],4-6 7-5 6-7(4) 6-4 6-2,1.39,6.2%,67.8%,78.8%,68.1%,5/6,13.4%,66.9%,76.5%,43.9%,12/16,4:03,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,7,(7)Kei Nishikori[JPN] [yr|ev],6-3 6-2 6-4,1.40,6.7%,57.3%,64.7%,65.8%,6/8,10.7%,58.3%,59.2%,40.0%,5/11,2:07,1
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,6,(6)Tomas Berdych[CZE] [yr|ev],7-6(4) 6-2 6-4,1.50,10.3%,69.0%,83.3%,48.1%,4/6,8.1%,54.1%,68.3%,47.1%,5/10,2:16,1
QF,14,(13)Milos Raonic[CAN] [yr|ev],d.,25,(23)Gael Monfils[FRA] [yr|ev],6-3 3-6 6-3 6-4,1.32,9.9%,61.4%,83.9%,61.5%,1/2,13.1%,60.7%,78.5%,50.0%,5/8,2:17,3
QF,2,(2)Andy Murray[GBR] [yr|ev],d.,8,(8)David Ferrer[ESP] [yr|ev],6-3 6-7(5) 6-2 6-3,1.21,8.1%,61.5%,75.9%,48.1%,7/9,0.0%,64.7%,62.3%,50.0%,7/13,3:20,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,15,(14)Gilles Simon[FRA] [yr|ev],6-3 6-7(1) 6-4 4-6 6-3,1.19,5.1%,62.1%,70.0%,55.2%,14/18,1.0%,65.6%,69.0%,36.4%,19/25,4:32,1
R16,7,(7)Kei Nishikori[JPN] [yr|ev],d.,10,(9)Jo-Wilfried Tsonga[FRA] [yr|ev],6-4 6-2 6-4,1.44,3.6%,60.2%,74.0%,63.6%,1/2,14.4%,60.0%,63.0%,47.2%,7/12,2:02,4
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,16,(15)David Goffin[BEL] [yr|ev],6-2 6-1 6-4,2.10,10.4%,62.7%,85.7%,64.0%,0/1,6.0%,66.3%,65.5%,28.6%,7/13,1:28,1
R16,6,(6)Tomas Berdych[CZE] [yr|ev],d.,21,(24)Roberto Bautista Agut[ESP] [yr|ev],4-6 6-4 6-3 1-6 6-3,1.01,13.5%,62.4%,73.5%,50.0%,5/9,4.0%,66.9%,65.3%,62.0%,18/22,3:18,4
R16,25,(23)Gael Monfils[FRA] [yr|ev],d.,74,Andrey Kuznetsov[RUS] [yr|ev],7-5 3-6 6-3 7-6(4),1.42,12.5%,61.6%,81.2%,62.8%,0/2,0.0%,58.6%,74.4%,47.3%,4/7,2:37,6
R16,14,(13)Milos Raonic[CAN] [yr|ev],d.,4,(4)Stan Wawrinka[SUI] [yr|ev],6-4 6-3 5-7 4-6 6-3,1.21,16.1%,67.8%,79.2%,47.9%,5/8,5.3%,57.9%,70.7%,51.4%,10/15,3:44,3
R16,8,(8)David Ferrer[ESP] [yr|ev],d.,11,(10)John Isner[USA] [yr|ev],6-4 6-4 7-5,1.69,1.1%,51.7%,82.2%,73.8%,3/3,18.9%,74.7%,71.8%,37.5%,3/6,2:04,3
