Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Novak Djokovic,SRB,4,645,92.2%,36.7%,34,11.4%,13,4.3%,64.2%,79.7%,57.0%,71.6%,18,77.8%,45.4%,46,39.1%,57.5%,1.60,7:54
3,Daniil Medvedev,RUS,6,1068,91.9%,32.1%,61,12.0%,14,2.8%,57.9%,81.3%,56.5%,70.9%,19,63.2%,42.0%,56,48.2%,55.7%,1.44,12:51
6,Matteo Berrettini,ITA,4,754,93.8%,15.6%,53,14.6%,8,2.2%,61.7%,83.5%,59.0%,74.1%,19,78.9%,35.0%,29,34.5%,53.8%,1.35,8:53
10,Andrey Rublev,RUS,5,950,92.2%,28.6%,60,13.0%,13,2.8%,56.7%,83.2%,53.0%,70.1%,26,76.9%,39.3%,50,44.0%,54.3%,1.32,10:32
2,Dominic Thiem,AUT,7,1405,83.9%,36.8%,49,7.1%,21,3.0%,61.7%,76.2%,53.0%,67.3%,59,69.5%,42.9%,85,45.9%,54.9%,1.31,17:30
28,Jan Lennard Struff,GER,3,505,80.0%,31.7%,35,15.0%,6,2.6%,54.9%,79.7%,51.4%,67.0%,19,57.9%,42.6%,31,41.9%,53.9%,1.29,5:34
11,Karen Khachanov,RUS,3,791,86.4%,27.6%,26,7.2%,13,3.6%,65.2%,71.2%,59.5%,67.1%,24,66.7%,41.3%,47,34.0%,53.1%,1.26,8:36
25,Milos Raonic,CAN,2,413,94.1%,13.9%,43,21.7%,16,8.1%,65.2%,84.5%,53.6%,73.7%,10,80.0%,32.6%,14,35.7%,52.3%,1.24,5:07
4,Stefanos Tsitsipas,GRE,3,710,89.5%,25.5%,38,10.9%,14,4.0%,63.4%,75.7%,54.7%,68.0%,17,64.7%,39.2%,39,35.9%,53.4%,1.22,8:38
,John Millman,AUS,2,502,83.8%,29.7%,20,8.1%,5,2.0%,58.1%,73.6%,55.8%,66.1%,22,72.7%,41.3%,31,35.5%,53.6%,1.22,5:56
26,Filip Krajinovic,SRB,3,524,77.3%,35.7%,17,6.4%,7,2.6%,63.0%,73.7%,48.0%,64.2%,27,63.0%,43.6%,26,57.7%,54.0%,1.22,6:13
12,Denis Shapovalov,CAN,5,1389,88.1%,25.7%,94,14.0%,36,5.4%,63.4%,78.4%,49.6%,67.9%,52,75.0%,38.6%,64,43.8%,52.8%,1.20,17:33
,Norbert Gombos,SVK,2,443,85.3%,26.5%,12,5.6%,9,4.2%,60.9%,74.8%,52.4%,66.0%,15,66.7%,40.4%,21,42.9%,52.8%,1.19,5:11
5,Alexander Zverev,GER,7,1798,83.8%,29.2%,131,14.7%,64,7.2%,67.1%,78.3%,42.5%,66.5%,69,66.7%,39.6%,82,51.2%,52.9%,1.18,21:18
19,Taylor Fritz,USA,3,706,85.0%,29.3%,49,13.8%,11,3.1%,55.8%,79.8%,54.1%,68.5%,26,65.4%,37.0%,37,45.9%,52.8%,1.17,8:11
15,Felix Auger Aliassime,CAN,4,780,88.9%,21.0%,59,15.4%,16,4.2%,63.0%,77.7%,54.2%,69.0%,20,65.0%,36.1%,34,38.2%,52.3%,1.17,10:03
,Jordan Thompson,AUS,4,790,80.3%,28.6%,27,7.2%,7,1.9%,62.8%,72.9%,52.1%,65.2%,28,53.6%,40.8%,51,35.3%,52.4%,1.17,9:57
,Lloyd Harris,RSA,2,439,76.5%,27.8%,23,11.9%,7,3.6%,69.6%,74.8%,42.4%,64.9%,19,57.9%,40.4%,24,41.7%,51.3%,1.15,4:48
8,Roberto Bautista Agut,ESP,3,759,86.0%,20.0%,13,3.6%,9,2.5%,64.2%,71.1%,60.3%,67.2%,33,78.8%,37.4%,43,23.3%,51.8%,1.14,9:04
23,Daniel Evans,GBR,2,488,83.8%,27.8%,14,5.7%,13,5.3%,55.3%,71.3%,53.6%,63.4%,20,70.0%,40.9%,21,47.6%,52.3%,1.12,6:31
21,Alex De Minaur,AUS,5,1109,75.7%,32.9%,24,4.5%,23,4.3%,58.4%,70.9%,51.1%,62.7%,42,57.1%,41.7%,47,51.1%,51.8%,1.12,12:36
,Ernesto Escobedo,MEX,2,458,88.6%,15.2%,35,15.7%,18,8.1%,53.4%,81.5%,50.0%,66.8%,18,77.8%,37.0%,23,21.7%,51.5%,1.12,5:08
20,Pablo Carreno Busta,ESP,6,1248,78.2%,31.3%,23,3.8%,10,1.6%,68.4%,70.1%,53.1%,64.7%,60,63.3%,39.6%,84,36.9%,51.8%,1.12,15:19
,Marton Fucsovics,HUN,3,672,74.0%,28.8%,16,5.2%,7,2.3%,57.8%,66.7%,58.1%,63.1%,28,53.6%,41.3%,51,29.4%,51.2%,1.12,8:20
,Juan Ignacio Londero,ARG,2,501,72.5%,29.3%,9,3.8%,7,3.0%,64.6%,68.6%,51.2%,62.4%,20,45.0%,41.7%,22,54.5%,51.5%,1.11,6:12
27,Borna Coric,CRO,5,1298,85.4%,28.8%,40,6.0%,13,2.0%,65.0%,71.9%,52.6%,65.1%,45,66.7%,38.7%,64,46.9%,52.2%,1.11,16:49
,Emil Ruusuvuori,FIN,2,434,78.8%,24.2%,12,6.3%,18,9.4%,60.4%,72.4%,48.7%,63.0%,12,41.7%,40.5%,32,25.0%,50.5%,1.10,5:16
,Gianluca Mager,ITA,1,318,84.0%,4.2%,22,14.2%,6,3.9%,61.3%,75.8%,65.0%,71.6%,11,63.6%,30.1%,10,10.0%,50.3%,1.06,2:54
,Ricardas Berankis,LTU,3,657,75.9%,19.6%,22,7.0%,9,2.9%,57.5%,74.6%,53.0%,65.4%,30,56.7%,36.3%,27,40.7%,50.2%,1.05,7:42
14,Grigor Dimitrov,BUL,2,540,80.0%,28.9%,7,2.4%,13,4.5%,64.5%,70.1%,47.6%,62.1%,42,81.0%,40.0%,26,42.3%,51.9%,1.05,6:41
,Yoshihito Nishioka,JPN,1,355,85.2%,17.2%,8,4.9%,5,3.1%,67.3%,70.6%,56.6%,66.0%,6,33.3%,35.8%,16,31.3%,49.6%,1.05,4:39
,Gilles Simon,FRA,2,349,78.6%,21.4%,14,8.4%,4,2.4%,58.1%,74.2%,50.0%,64.1%,13,53.8%,37.4%,19,31.6%,50.1%,1.04,4:11
,Brandon Nakashima,USA,2,437,86.1%,8.6%,14,6.3%,6,2.7%,61.6%,73.9%,60.5%,68.8%,12,58.3%,32.4%,9,33.3%,51.0%,1.04,5:07
,Soon Woo Kwon,KOR,2,484,81.1%,17.1%,5,2.1%,5,2.1%,63.3%,72.4%,52.3%,65.0%,16,56.3%,36.5%,15,46.7%,50.6%,1.04,6:32
24,Hubert Hurkacz,POL,2,413,78.1%,23.3%,31,14.3%,6,2.8%,58.5%,71.7%,48.9%,62.2%,23,69.6%,38.8%,17,41.2%,51.1%,1.03,4:37
7,David Goffin,BEL,4,970,80.0%,24.0%,26,5.0%,26,5.0%,60.1%,74.4%,45.2%,62.8%,47,68.1%,38.3%,36,50.0%,51.4%,1.03,10:55
,Alejandro Davidovich Fokina,ESP,4,885,71.6%,29.4%,10,2.3%,13,3.0%,67.2%,60.6%,56.7%,59.3%,40,52.5%,41.5%,58,34.5%,50.2%,1.02,9:57
,Mikhail Kukushkin,KAZ,3,664,73.6%,29.6%,11,3.2%,10,2.9%,55.2%,66.3%,52.6%,60.2%,36,61.1%,40.6%,24,66.7%,50.8%,1.02,8:38
,Cameron Norrie,GBR,3,770,73.7%,32.1%,24,6.0%,13,3.3%,66.0%,63.4%,51.1%,59.2%,59,74.6%,41.6%,49,36.7%,50.6%,1.02,8:49
32,Adrian Mannarino,FRA,3,631,73.1%,27.8%,18,5.6%,5,1.6%,63.4%,68.0%,50.4%,61.6%,26,46.2%,39.2%,33,45.5%,50.6%,1.02,8:04
,Richard Gasquet,FRA,2,464,73.1%,23.1%,16,6.9%,6,2.6%,64.8%,71.5%,57.3%,66.5%,18,61.1%,34.2%,17,35.3%,50.4%,1.02,4:55
,Thiago Monteiro,BRA,1,295,95.8%,0.0%,8,5.5%,4,2.8%,77.9%,75.2%,68.8%,73.8%,8,87.5%,26.7%,2,0.0%,49.8%,1.02,3:51
,Sumit Nagal,IND,2,368,72.4%,27.6%,2,1.1%,9,5.1%,75.3%,67.2%,47.7%,62.4%,17,52.9%,37.9%,25,32.0%,49.7%,1.01,4:11
,Federico Coria,ARG,2,416,72.7%,21.2%,17,8.5%,5,2.5%,64.8%,70.5%,47.1%,62.3%,20,55.0%,38.2%,28,25.0%,49.8%,1.01,4:47
30,Casper Ruud,NOR,3,655,82.0%,20.4%,25,7.6%,11,3.3%,64.5%,70.0%,48.7%,62.4%,31,71.0%,37.5%,36,27.8%,50.1%,1.00,7:52
,Gregoire Barrere,FRA,2,410,78.8%,21.2%,22,10.9%,6,3.0%,58.2%,73.5%,50.0%,63.7%,12,41.7%,36.4%,19,36.8%,49.8%,1.00,4:27
