Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Roger Federer,SUI,7,1374,91.7%,37.1%,65,10.3%,9,1.4%,63.6%,81.1%,55.0%,71.6%,30,70.0%,45.1%,86,45.3%,57.4%,1.59,13:43
,Xavier Malisse,BEL,3,590,85.1%,29.8%,20,7.5%,6,2.2%,57.7%,77.3%,59.3%,69.7%,16,56.3%,41.8%,31,45.2%,54.4%,1.38,5:56
9,Andy Roddick,USA,7,1421,91.0%,25.4%,102,14.2%,8,1.1%,70.9%,79.1%,55.5%,72.2%,36,69.4%,37.5%,54,55.6%,55.0%,1.35,14:44
11,David Ferrer,ESP,3,651,81.6%,30.6%,9,3.1%,10,3.4%,60.6%,75.7%,53.9%,67.1%,28,67.9%,43.2%,49,30.6%,53.9%,1.31,7:08
2,Rafael Nadal,ESP,5,1053,90.6%,18.6%,29,5.9%,6,1.2%,65.3%,76.3%,63.5%,71.8%,22,63.6%,36.1%,51,31.4%,52.7%,1.28,12:58
Q,Noam Okun,ISR,2,532,90.0%,30.0%,30,11.3%,8,3.0%,64.9%,69.2%,64.5%,67.5%,18,77.8%,41.2%,20,60.0%,54.3%,1.27,6:41
25,Richard Gasquet,FRA,4,875,82.4%,34.3%,26,6.0%,11,2.5%,61.3%,70.9%,56.3%,65.3%,33,63.6%,44.2%,52,44.2%,54.6%,1.27,9:32
26,Olivier Rochus,BEL,3,542,77.8%,34.8%,9,3.4%,11,4.2%,64.9%,75.6%,48.4%,66.0%,24,58.3%,42.2%,32,50.0%,53.9%,1.24,5:24
,Marat Safin,RUS,4,939,85.7%,25.6%,51,11.6%,11,2.5%,55.3%,76.9%,56.6%,67.8%,24,54.2%,39.3%,44,45.5%,52.6%,1.22,10:15
22,Fernando Verdasco,ESP,3,709,87.5%,19.3%,20,5.9%,14,4.1%,77.7%,72.5%,60.5%,69.8%,19,63.2%,37.0%,28,39.3%,52.8%,1.22,7:21
,Mikhail Youzhny,RUS,6,1373,83.8%,31.5%,44,6.3%,23,3.3%,57.8%,75.4%,52.0%,65.6%,54,66.7%,41.6%,67,50.7%,53.8%,1.21,15:55
,Feliciano Lopez,ESP,2,436,88.9%,21.1%,32,15.9%,2,1.0%,67.7%,79.4%,53.8%,71.1%,9,55.6%,34.9%,23,34.8%,51.6%,1.21,4:43
18,Robby Ginepri,USA,3,765,86.4%,27.6%,34,9.7%,6,1.7%,64.6%,71.7%,56.5%,66.3%,21,61.9%,40.0%,47,34.0%,52.0%,1.19,7:49
12,Tomas Berdych,CZE,4,845,83.6%,26.9%,47,11.7%,11,2.7%,57.5%,78.8%,49.1%,66.2%,29,62.1%,40.2%,50,36.0%,52.5%,1.19,8:03
15,Lleyton Hewitt,AUS,5,974,83.5%,32.1%,54,11.1%,19,3.9%,52.5%,71.5%,58.2%,65.2%,33,60.6%,41.4%,49,53.1%,53.3%,1.19,10:44
7,Nikolay Davydenko,RUS,6,1117,80.2%,38.5%,19,3.3%,8,1.4%,70.3%,66.5%,53.8%,62.7%,46,60.9%,43.8%,55,63.6%,53.4%,1.18,12:51
,Marc Gicquel,FRA,4,837,85.1%,26.9%,50,12.1%,7,1.7%,56.7%,79.1%,49.2%,66.1%,23,56.5%,39.4%,47,38.3%,52.6%,1.16,8:25
10,Fernando Gonzalez,CHI,3,620,87.5%,29.2%,26,8.0%,11,3.4%,68.7%,73.9%,47.5%,65.6%,31,80.6%,39.7%,28,50.0%,53.2%,1.16,5:45
32,Kristof Vliegen,BEL,1,243,80.0%,19.0%,13,12.6%,1,1.0%,57.3%,79.7%,50.0%,67.0%,4,0.0%,37.9%,11,36.4%,50.2%,1.15,3:01
17,Andy Murray,GBR,4,836,70.8%,38.5%,22,5.6%,22,5.6%,52.5%,72.0%,49.2%,61.2%,35,45.7%,44.8%,57,43.9%,52.5%,1.15,9:11
,Paul Henri Mathieu,FRA,2,415,94.3%,11.8%,19,9.2%,8,3.9%,59.9%,82.3%,57.8%,72.5%,5,60.0%,31.7%,11,36.4%,52.0%,1.15,4:36
5,James Blake,USA,5,1129,81.4%,25.3%,51,9.1%,14,2.5%,59.8%,71.7%,54.9%,64.9%,51,68.6%,39.9%,48,43.8%,52.3%,1.14,10:47
23,Dmitry Tursunov,RUS,3,710,80.0%,27.8%,37,10.3%,12,3.3%,57.9%,74.0%,50.3%,64.1%,33,66.7%,41.0%,37,40.5%,52.7%,1.14,6:52
,Mardy Fish,USA,2,533,85.0%,17.9%,38,15.0%,7,2.8%,49.4%,82.4%,54.7%,68.4%,22,72.7%,36.1%,26,26.9%,51.4%,1.14,5:41
14,Tommy Haas,GER,5,1204,83.2%,23.0%,54,9.1%,29,4.9%,62.5%,74.1%,53.8%,66.5%,34,50.0%,37.9%,47,48.9%,52.0%,1.13,13:09
