Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
3,Roger Federer,SUI,7,1475,92.4%,33.3%,71,10.3%,11,1.6%,66.8%,78.0%,58.5%,71.6%,31,71.0%,43.0%,89,42.7%,56.3%,1.51,15:33
1,Novak Djokovic,SRB,6,1089,92.2%,30.7%,53,9.9%,12,2.2%,67.9%,77.7%,58.1%,71.4%,42,83.3%,41.9%,54,50.0%,56.4%,1.46,11:57
Q,Brian Baker,USA,4,734,89.5%,28.8%,24,7.1%,14,4.2%,61.3%,78.6%,60.0%,71.4%,11,45.5%,41.5%,36,47.2%,55.2%,1.45,7:20
10,Mardy Fish,USA,4,1052,91.6%,12.5%,84,17.3%,15,3.1%,55.3%,86.2%,57.6%,73.4%,22,68.2%,36.0%,40,25.0%,53.2%,1.35,12:24
4,Andy Murray,GBR,7,1702,90.2%,22.7%,90,11.1%,18,2.2%,61.6%,75.8%,61.4%,70.2%,49,73.5%,38.8%,83,36.1%,53.8%,1.30,20:09
,Go Soeda,JPN,2,330,82.8%,31.0%,13,8.0%,8,4.9%,48.8%,75.9%,60.2%,67.9%,8,37.5%,41.1%,15,60.0%,54.2%,1.28,3:50
12,Nicolas Almagro,ESP,3,680,86.2%,18.3%,75,24.8%,5,1.7%,65.7%,82.4%,53.8%,72.6%,14,42.9%,34.7%,25,44.0%,51.6%,1.27,7:06
,Jeremy Chardy,FRA,2,314,84.6%,30.8%,22,14.5%,1,0.7%,65.1%,72.7%,60.4%,68.4%,9,55.6%,40.1%,13,61.5%,53.8%,1.27,3:28
21,Milos Raonic,CAN,2,471,94.7%,10.5%,45,19.5%,6,2.6%,69.3%,83.1%,56.3%,74.9%,8,75.0%,31.3%,9,44.4%,52.7%,1.24,4:34
Q,Michael Russell,USA,2,439,88.6%,22.9%,17,7.9%,7,3.2%,66.2%,75.5%,56.2%,69.0%,11,63.6%,38.6%,16,50.0%,53.5%,1.24,5:13
18,Richard Gasquet,FRA,4,680,86.4%,26.8%,27,7.9%,9,2.6%,65.6%,76.4%,55.9%,69.4%,20,60.0%,38.0%,27,55.6%,53.8%,1.24,7:00
2,Rafael Nadal,ESP,2,456,82.5%,23.1%,25,11.0%,3,1.3%,65.8%,77.3%,61.5%,71.9%,12,41.7%,34.6%,13,69.2%,53.3%,1.23,5:33
7,David Ferrer,ESP,5,1096,93.0%,18.4%,28,5.2%,4,0.7%,66.3%,75.8%,63.4%,71.6%,25,76.0%,34.0%,41,39.0%,52.6%,1.20,12:23
,Ernests Gulbis,LAT,2,531,93.5%,8.9%,69,26.7%,5,1.9%,72.5%,81.3%,66.2%,77.1%,8,62.5%,27.5%,15,26.7%,51.6%,1.20,5:44
27,Philipp Kohlschreiber,GER,5,1112,94.4%,18.2%,98,17.2%,15,2.6%,62.6%,80.3%,58.2%,72.1%,22,77.3%,33.5%,30,53.3%,53.2%,1.20,11:10
8,Janko Tipsarevic,SRB,3,668,90.7%,16.4%,46,14.4%,8,2.5%,60.0%,80.2%,56.3%,70.6%,18,72.2%,35.1%,25,36.0%,52.1%,1.19,7:50
,Philipp Petzschner,GER,2,459,86.5%,21.6%,29,13.2%,3,1.4%,67.3%,73.6%,58.3%,68.6%,17,70.6%,36.8%,23,34.8%,52.1%,1.17,4:24
19,Kei Nishikori,JPN,3,548,76.7%,33.3%,8,3.1%,14,5.4%,58.2%,72.4%,53.2%,64.4%,24,58.3%,41.5%,28,53.6%,52.4%,1.16,6:31
,Lukas Lacko,SVK,3,643,84.9%,18.9%,39,12.5%,5,1.6%,64.5%,81.2%,49.5%,70.0%,15,46.7%,34.2%,22,45.5%,51.6%,1.14,6:03
Q,Jerzy Janowicz,POL,3,816,91.4%,12.7%,53,13.6%,13,3.3%,64.5%,82.5%,56.1%,73.1%,15,60.0%,30.4%,26,34.6%,50.9%,1.13,8:37
,Denis Istomin,UZB,4,1154,87.2%,16.0%,65,11.3%,9,1.6%,69.0%,78.1%,51.1%,69.7%,38,68.4%,34.2%,36,41.7%,51.9%,1.13,12:43
30,Andy Roddick,USA,3,637,90.6%,16.0%,42,12.6%,5,1.5%,73.3%,76.6%,53.9%,70.6%,15,66.7%,32.9%,21,38.1%,52.6%,1.12,7:41
,Steve Darcis,BEL,1,324,72.0%,26.9%,7,4.8%,0,0.0%,71.0%,65.0%,57.1%,62.8%,13,46.2%,41.3%,14,50.0%,50.9%,1.11,3:41
Q,Jesse Levine,CAN,2,473,81.6%,18.9%,23,10.0%,6,2.6%,63.8%,72.6%,56.6%,66.8%,14,50.0%,36.5%,20,35.0%,51.2%,1.10,5:02
26,Mikhail Youzhny,RUS,5,1079,82.0%,26.1%,30,5.5%,11,2.0%,64.3%,71.8%,53.4%,65.2%,47,66.0%,38.3%,46,50.0%,51.8%,1.10,12:27
5,Jo-Wilfried Tsonga,FRA,6,1332,92.7%,18.3%,86,12.3%,12,1.7%,63.4%,78.5%,53.7%,69.4%,41,80.5%,33.5%,48,41.7%,52.3%,1.10,15:00
,Marcos Baghdatis,CYP,3,541,76.2%,32.6%,26,9.5%,8,2.9%,56.9%,70.5%,50.0%,61.7%,29,65.5%,42.3%,30,46.7%,52.1%,1.10,5:48
Q,Andrey Kuznetsov,RUS,1,327,80.0%,23.1%,19,12.2%,7,4.5%,60.3%,76.6%,48.4%,65.4%,12,58.3%,38.0%,17,35.3%,51.1%,1.10,3:04
11,John Isner,USA,1,327,92.6%,7.1%,31,19.6%,4,2.5%,76.6%,81.8%,62.2%,77.2%,5,60.0%,24.9%,9,22.2%,50.2%,1.09,3:12
16,Marin Cilic,CRO,4,1083,84.7%,21.2%,39,7.3%,13,2.4%,61.5%,73.8%,53.2%,65.9%,37,64.9%,37.1%,43,41.9%,51.2%,1.09,12:38
31,Florian Mayer,GER,5,1147,85.9%,18.3%,44,7.8%,8,1.4%,65.1%,73.6%,57.4%,68.0%,39,66.7%,34.9%,49,34.7%,51.2%,1.09,11:26
,Xavier Malisse,BEL,4,905,81.7%,25.0%,41,9.4%,4,0.9%,62.7%,74.5%,48.5%,64.8%,23,43.5%,38.0%,53,34.0%,50.9%,1.08,9:24
17,Fernando Verdasco,ESP,3,777,85.2%,16.7%,55,13.8%,19,4.8%,65.8%,75.7%,54.0%,68.3%,31,71.0%,34.2%,24,41.7%,51.7%,1.08,8:26
23,Andreas Seppi,ITA,1,337,77.8%,14.8%,8,5.5%,6,4.1%,59.6%,70.1%,64.4%,67.8%,6,0.0%,34.6%,18,22.2%,49.0%,1.07,3:26
,Michael Llodra,FRA,1,256,75.0%,15.0%,16,13.7%,3,2.6%,71.8%,70.2%,54.5%,65.8%,10,50.0%,36.0%,10,30.0%,49.6%,1.05,2:22
,Benoit Paire,FRA,3,720,84.9%,21.2%,36,9.9%,15,4.1%,55.8%,71.9%,52.8%,63.5%,28,71.4%,38.2%,39,28.2%,51.0%,1.05,6:31
,Juan Ignacio Chela,ARG,1,400,83.9%,20.7%,9,4.3%,2,1.0%,65.7%,68.8%,55.6%,64.3%,18,72.2%,36.8%,18,33.3%,51.2%,1.03,4:53
,Benjamin Becker,GER,2,441,76.5%,28.6%,34,15.9%,6,2.8%,61.7%,69.7%,53.7%,63.6%,17,52.9%,37.4%,21,47.6%,50.1%,1.03,4:40
15,Juan Monaco,ARG,3,660,84.6%,15.1%,5,1.6%,14,4.4%,68.5%,73.6%,53.5%,67.3%,16,50.0%,33.6%,19,42.1%,50.0%,1.03,7:45
,Ivo Karlovic,CRO,2,458,86.8%,10.5%,43,19.1%,12,5.3%,64.4%,86.2%,47.5%,72.4%,12,58.3%,28.3%,10,40.0%,50.0%,1.03,5:04
25,Stan Wawrinka,SUI,1,330,81.5%,23.1%,20,12.1%,14,8.5%,50.9%,73.8%,54.3%,64.2%,9,44.4%,36.4%,12,50.0%,50.3%,1.02,3:29
WC,Grega Zemlja,SLO,2,510,90.2%,11.9%,31,12.5%,12,4.8%,61.7%,76.5%,58.9%,69.8%,11,63.6%,30.9%,16,31.3%,49.8%,1.02,5:17
WC,James Ward,GBR,2,620,82.6%,20.4%,26,8.5%,5,1.6%,63.5%,71.3%,49.1%,63.2%,25,68.0%,37.7%,23,43.5%,50.3%,1.02,7:39
,Nicolas Mahut,FRA,2,606,83.0%,19.6%,25,8.0%,8,2.6%,63.9%,77.0%,48.7%,66.8%,26,65.4%,33.8%,17,58.8%,50.8%,1.02,7:00
,Alejandro Falla,COL,3,853,87.7%,13.7%,12,2.8%,9,2.1%,67.1%,74.6%,64.0%,71.2%,25,64.0%,29.1%,28,35.7%,49.9%,1.01,9:04
Q,Kenny De Schepper,FRA,2,330,89.3%,17.9%,22,13.3%,4,2.4%,65.1%,75.9%,53.4%,68.1%,9,66.7%,32.3%,13,38.5%,50.3%,1.01,3:27
,Viktor Troicki,SRB,4,1049,75.9%,20.2%,49,9.6%,20,3.9%,61.0%,73.2%,47.5%,63.2%,42,52.4%,36.8%,42,40.5%,49.6%,1.00,11:35
22,Alexandr Dolgopolov,UKR,2,427,87.5%,16.1%,32,14.6%,6,2.7%,63.9%,73.6%,46.8%,63.9%,23,82.6%,36.1%,18,27.8%,50.4%,1.00,3:45
28,Radek Stepanek,CZE,3,462,77.8%,25.7%,15,6.0%,3,1.2%,64.7%,66.5%,51.1%,61.0%,24,66.7%,39.0%,16,56.3%,50.9%,1.00,5:35
9,Juan Martin del Potro,ARG,4,782,83.3%,18.5%,46,11.6%,14,3.5%,68.9%,72.4%,54.5%,66.8%,18,38.9%,32.8%,27,44.4%,50.0%,0.99,9:21
,Sam Querrey,USA,3,1074,91.7%,10.8%,63,11.2%,16,2.9%,60.4%,80.2%,51.4%,68.8%,27,74.1%,30.6%,24,37.5%,50.6%,0.98,11:15
14,Feliciano Lopez,ESP,1,298,95.5%,4.8%,28,18.2%,6,3.9%,57.1%,83.0%,48.5%,68.2%,9,88.9%,31.3%,3,33.3%,50.3%,0.98,2:59
WC,David Goffin,BEL,3,684,88.7%,20.4%,31,8.9%,11,3.1%,65.1%,72.4%,54.9%,66.3%,23,73.9%,32.6%,27,40.7%,49.9%,0.97,7:16
,Martin Klizan,SVK,2,731,80.4%,17.2%,18,5.1%,12,3.4%,57.1%,72.6%,52.3%,63.9%,28,60.7%,34.8%,34,29.4%,48.8%,0.97,8:40
WC,Tommy Haas,GER,1,340,88.9%,7.7%,20,11.9%,7,4.2%,69.6%,76.9%,52.9%,69.6%,11,72.7%,29.1%,6,33.3%,49.1%,0.96,3:19
29,Julien Benneteau,FRA,3,770,85.2%,14.5%,43,10.9%,17,4.3%,68.8%,73.4%,52.8%,67.0%,26,65.4%,31.6%,21,42.9%,49.7%,0.96,8:45
Q,Jurgen Zopp,EST,1,318,85.2%,10.7%,18,11.8%,6,3.9%,61.2%,77.4%,52.5%,67.8%,9,55.6%,30.7%,11,27.3%,48.4%,0.95,3:31
,Guillermo Garcia Lopez,ESP,2,632,80.4%,12.0%,25,8.1%,12,3.9%,59.1%,75.3%,54.0%,66.6%,25,60.0%,31.8%,14,42.9%,48.7%,0.95,7:21
,Ryan Harrison,USA,2,408,88.2%,12.1%,19,9.4%,5,2.5%,66.8%,75.6%,50.7%,67.3%,9,55.6%,30.6%,17,23.5%,48.8%,0.94,4:36
,Lukasz Kubot,POL,2,351,71.4%,24.1%,14,8.4%,10,6.0%,63.9%,67.0%,51.7%,61.4%,11,27.3%,35.7%,11,63.6%,47.9%,0.93,4:02
20,Bernard Tomic,AUS,1,237,73.7%,15.8%,5,4.2%,1,0.8%,69.2%,68.7%,54.1%,64.2%,14,64.3%,33.3%,9,33.3%,48.9%,0.93,2:33
,Lukas Rosol,CZE,3,710,86.9%,9.8%,41,11.4%,10,2.8%,68.2%,79.2%,52.6%,70.8%,16,50.0%,27.1%,13,46.2%,49.2%,0.93,7:35
,Cedrik Marcel Stebe,GER,1,253,61.1%,22.2%,4,3.5%,4,3.5%,58.3%,62.7%,43.8%,54.8%,13,46.2%,42.0%,16,25.0%,47.8%,0.93,3:03
WC,Jamie Baker,GBR,1,237,88.2%,0.0%,6,5.6%,2,1.9%,62.6%,73.1%,50.0%,64.5%,9,77.8%,33.1%,5,0.0%,47.3%,0.93,3:01
,Jurgen Melzer,AUT,2,635,78.4%,15.4%,14,4.3%,16,5.0%,65.2%,71.0%,52.7%,64.6%,22,50.0%,32.9%,17,47.1%,49.0%,0.93,6:16
WC,Oliver Golding,GBR,1,283,90.9%,14.3%,17,11.0%,10,6.5%,70.8%,76.1%,42.2%,66.2%,7,71.4%,31.0%,4,75.0%,50.2%,0.92,3:04
32,Kevin Anderson,RSA,1,324,90.9%,0.0%,20,12.7%,4,2.5%,74.5%,71.8%,52.5%,66.9%,7,71.4%,30.5%,11,0.0%,48.1%,0.92,3:29
,Edouard Roger-Vasselin,FRA,1,407,80.6%,15.6%,6,2.8%,4,1.9%,66.4%,70.0%,54.9%,64.9%,12,50.0%,32.1%,15,33.3%,49.1%,0.92,4:48
13,Gilles Simon,FRA,2,339,76.0%,24.0%,14,8.0%,7,4.0%,60.2%,73.6%,38.6%,59.7%,20,70.0%,36.8%,15,40.0%,48.7%,0.91,3:54
,Bjorn Phau,GER,2,488,82.1%,17.5%,26,10.4%,17,6.8%,58.8%,77.6%,46.6%,64.8%,20,65.0%,31.9%,14,50.0%,48.8%,0.91,5:27
LL,Wayne Odesnik,USA,1,319,75.0%,16.0%,6,3.9%,5,3.3%,63.4%,68.0%,51.8%,62.1%,12,50.0%,34.3%,14,28.6%,47.6%,0.91,3:25
24,Marcel Granollers,ESP,1,345,82.1%,22.2%,7,3.6%,9,4.6%,63.4%,76.4%,39.4%,62.9%,15,66.7%,33.8%,9,66.7%,50.1%,0.91,3:40
,Paolo Lorenzi,ITA,1,334,80.8%,7.4%,8,5.0%,3,1.9%,64.0%,73.8%,50.0%,65.2%,9,44.4%,31.8%,11,18.2%,47.9%,0.91,3:51
Q,Inigo Cervantes Huegun,ESP,2,444,74.3%,22.9%,17,7.5%,7,3.1%,57.0%,69.2%,45.9%,59.2%,15,40.0%,37.0%,12,66.7%,48.4%,0.91,5:23
Q,Ruben Bemelmans,BEL,2,465,81.1%,16.2%,20,8.3%,10,4.1%,61.4%,71.6%,48.4%,62.7%,18,61.1%,33.5%,8,75.0%,48.6%,0.90,5:13
,Carlos Berlocq,ARG,1,301,81.8%,8.7%,26,17.4%,4,2.7%,63.1%,75.5%,41.8%,63.1%,6,33.3%,32.9%,10,20.0%,47.8%,0.89,3:31
,Robin Haase,NED,1,252,81.8%,14.3%,18,13.7%,1,0.8%,62.6%,79.3%,44.9%,66.4%,7,42.9%,29.8%,5,60.0%,48.8%,0.89,2:50
,Grigor Dimitrov,BUL,2,438,87.5%,10.0%,26,11.1%,3,1.3%,63.4%,73.2%,48.8%,64.3%,20,80.0%,31.5%,9,33.3%,49.1%,0.88,4:41
,David Nalbandian,ARG,1,207,73.3%,6.7%,10,10.5%,3,3.2%,55.8%,71.7%,47.6%,61.1%,9,55.6%,33.9%,9,11.1%,46.4%,0.87,2:28
,Paul Henri Mathieu,FRA,1,122,66.7%,11.1%,3,5.1%,2,3.4%,47.5%,82.1%,38.7%,59.3%,9,66.7%,34.9%,6,16.7%,46.7%,0.86,1:24
,Igor Andreev,RUS,2,511,82.5%,9.5%,13,5.2%,6,2.4%,63.1%,73.0%,52.7%,65.5%,12,41.7%,29.3%,11,36.4%,47.2%,0.85,5:22
,Flavio Cipolla,ITA,1,276,63.6%,18.2%,1,0.7%,4,2.8%,65.0%,62.4%,44.0%,55.9%,11,27.3%,36.8%,6,66.7%,46.7%,0.84,3:32
Q,Ryan Sweeting,USA,2,327,84.6%,15.4%,21,11.6%,6,3.3%,65.7%,72.3%,48.4%,64.1%,16,75.0%,29.5%,6,66.7%,48.6%,0.82,3:45
,Ivan Dodig,CRO,1,264,90.9%,4.8%,27,20.1%,8,6.0%,57.5%,80.5%,50.9%,67.9%,5,60.0%,26.2%,6,16.7%,47.3%,0.82,2:40
,Mikhail Kukushkin,KAZ,1,194,60.0%,18.8%,4,4.0%,6,6.1%,56.6%,71.4%,39.5%,57.6%,12,50.0%,34.7%,9,33.3%,46.4%,0.82,2:20
,Yen Hsun Lu,TPE,1,235,77.8%,5.3%,5,4.1%,3,2.5%,66.1%,70.0%,51.2%,63.6%,11,63.6%,29.8%,6,16.7%,47.2%,0.82,2:40
,Pablo Andujar,ESP,1,286,68.2%,14.3%,5,3.3%,10,6.6%,64.2%,68.0%,37.0%,57.0%,15,53.3%,34.8%,8,37.5%,46.5%,0.81,3:26
,Malek Jaziri,TUN,2,478,82.5%,9.8%,24,9.8%,6,2.4%,60.6%,76.5%,47.4%,65.0%,16,56.3%,28.4%,10,40.0%,47.3%,0.81,5:02
Q,Jimmy Wang,TPE,1,212,70.6%,17.6%,0,0.0%,4,4.0%,62.4%,71.4%,42.1%,60.4%,11,54.5%,31.5%,9,33.3%,45.3%,0.80,2:21
,Matthew Ebden,AUS,1,271,72.2%,0.0%,3,2.3%,9,6.9%,64.1%,60.7%,53.2%,58.0%,20,75.0%,33.6%,11,0.0%,45.4%,0.80,2:25
,Alex Bogomolov Jr,RUS,1,205,80.0%,0.0%,5,5.1%,5,5.1%,67.7%,67.2%,46.9%,60.6%,11,72.7%,31.1%,10,0.0%,45.4%,0.79,1:50
,Gilles Muller,LUX,1,194,75.0%,6.3%,16,17.4%,1,1.1%,78.3%,73.6%,40.0%,66.3%,9,55.6%,26.5%,7,14.3%,45.4%,0.79,2:04
,Olivier Rochus,BEL,1,310,76.9%,16.0%,4,2.3%,4,2.3%,65.1%,73.7%,41.0%,62.3%,15,60.0%,29.6%,6,66.7%,48.1%,0.79,3:24
Q,Florent Serra,FRA,2,492,65.9%,20.5%,11,4.2%,9,3.4%,61.2%,65.2%,45.1%,57.4%,30,53.3%,33.6%,16,50.0%,46.3%,0.79,4:49
,Jarkko Nieminen,FIN,2,438,78.8%,2.9%,14,6.4%,2,0.9%,65.9%,70.3%,46.7%,62.3%,15,53.3%,29.4%,9,11.1%,45.9%,0.78,4:19
,Vasek Pospisil,CAN,1,269,81.0%,4.5%,17,12.4%,5,3.6%,56.2%,67.5%,61.7%,65.0%,10,60.0%,26.5%,6,16.7%,46.1%,0.76,2:41
,Tatsuma Ito,JPN,1,200,60.0%,20.0%,3,2.8%,2,1.9%,67.6%,54.8%,57.1%,55.6%,10,40.0%,33.7%,5,60.0%,45.5%,0.76,2:08
,James Blake,USA,1,266,60.0%,15.0%,5,3.5%,5,3.5%,62.4%,68.2%,41.5%,58.2%,17,52.9%,31.2%,9,33.3%,45.5%,0.75,2:31
Q,Guillaume Rufin,FRA,2,529,73.3%,18.2%,26,8.9%,11,3.8%,62.1%,70.3%,43.2%,60.1%,21,42.9%,30.1%,14,57.1%,46.7%,0.75,5:45
6,Tomas Berdych,CZE,1,232,94.4%,5.6%,13,10.7%,4,3.3%,59.0%,84.7%,48.0%,69.7%,7,85.7%,22.7%,1,100.0%,47.4%,0.75,2:34
WC,Josh Goodall,GBR,1,241,85.7%,10.0%,21,15.7%,6,4.5%,55.2%,74.3%,55.0%,65.7%,11,72.7%,25.2%,4,50.0%,47.7%,0.74,2:22
Q,Dustin Brown,JAM,1,213,87.5%,0.0%,9,8.0%,7,6.2%,64.6%,78.1%,40.0%,64.6%,5,60.0%,26.0%,3,0.0%,46.5%,0.73,1:56
,Donald Young,USA,1,219,44.4%,33.3%,2,1.6%,3,2.4%,60.6%,51.9%,40.0%,47.2%,19,47.4%,38.0%,9,66.7%,43.4%,0.72,2:22
,Leonardo Mayer,ARG,1,213,94.1%,0.0%,6,5.4%,4,3.6%,65.2%,78.1%,53.8%,69.6%,2,50.0%,21.8%,1,0.0%,46.9%,0.72,2:34
,Fabio Fognini,ITA,2,389,71.9%,15.6%,8,3.8%,1,0.5%,68.9%,61.0%,56.1%,59.4%,18,50.0%,29.4%,10,50.0%,45.8%,0.72,3:36
,Marinko Matosevic,AUS,1,164,57.1%,7.1%,1,1.3%,3,3.9%,57.1%,63.6%,42.4%,54.5%,11,45.5%,32.2%,4,25.0%,42.7%,0.71,1:33
,Karol Beck,SVK,1,238,73.7%,5.0%,16,13.3%,5,4.2%,56.7%,72.1%,50.0%,62.5%,8,37.5%,26.3%,2,50.0%,44.5%,0.70,2:35
,Albert Montanes,ESP,1,156,50.0%,21.4%,1,1.2%,2,2.4%,80.5%,50.0%,43.8%,48.8%,13,46.2%,35.1%,4,75.0%,42.3%,0.69,1:23
,Adrian Ungur,ROU,1,188,64.3%,7.1%,3,3.1%,6,6.3%,64.6%,59.7%,52.9%,57.3%,9,44.4%,27.2%,2,50.0%,42.6%,0.64,1:40
Q,Simone Bolelli,ITA,1,198,77.8%,5.6%,7,6.4%,5,4.6%,68.8%,73.3%,41.2%,63.3%,9,55.6%,23.6%,1,100.0%,45.5%,0.64,2:12
,Juan Carlos Ferrero,ESP,1,157,50.0%,7.7%,2,2.8%,2,2.8%,66.7%,56.3%,41.7%,51.4%,11,45.5%,30.6%,8,12.5%,40.1%,0.63,1:38
,Thomaz Bellucci,BRA,1,180,57.1%,20.0%,5,5.5%,1,1.1%,61.5%,58.9%,40.0%,51.6%,9,33.3%,30.3%,4,75.0%,41.1%,0.63,2:15
WC,Lleyton Hewitt,AUS,1,174,78.6%,0.0%,1,1.2%,3,3.5%,59.3%,64.7%,51.4%,59.3%,7,57.1%,25.0%,8,0.0%,42.0%,0.61,1:58
,Dudi Sela,ISR,1,195,81.3%,6.3%,2,1.9%,4,3.8%,53.8%,71.9%,55.1%,64.2%,9,66.7%,21.3%,5,20.0%,44.6%,0.60,1:56
,Dmitry Tursunov,RUS,1,185,78.6%,0.0%,10,10.5%,2,2.1%,62.1%,66.1%,58.3%,63.2%,9,66.7%,22.2%,4,0.0%,43.2%,0.60,1:53
Q,Adrian Menendez Maceiras,ESP,1,187,64.3%,7.1%,2,2.0%,5,5.1%,57.6%,61.4%,45.2%,54.5%,10,50.0%,27.3%,5,20.0%,41.7%,0.60,2:06
,Igor Kunitsyn,RUS,1,147,41.7%,8.3%,3,4.2%,0,0.0%,73.6%,50.9%,31.6%,45.8%,13,46.2%,32.0%,3,33.3%,38.8%,0.59,1:43
,Matthias Bachinger,GER,1,151,61.5%,0.0%,7,9.3%,3,4.0%,62.7%,68.1%,39.3%,57.3%,10,50.0%,25.0%,1,0.0%,41.1%,0.59,1:28
,Ruben Ramirez Hidalgo,ESP,1,231,88.9%,5.6%,4,3.1%,5,3.9%,58.6%,64.0%,58.5%,61.7%,10,80.0%,21.4%,5,20.0%,43.7%,0.56,2:37
,Rui Machado,POR,1,187,64.3%,7.1%,6,5.8%,11,10.6%,52.9%,69.1%,38.8%,54.8%,9,44.4%,25.3%,2,50.0%,41.7%,0.56,1:54
,Tobias Kamke,GER,1,162,50.0%,0.0%,2,2.2%,6,6.7%,71.1%,59.4%,34.6%,52.2%,11,45.5%,26.4%,3,0.0%,40.7%,0.55,1:48
,Santiago Giraldo,COL,1,165,80.0%,0.0%,5,6.0%,1,1.2%,67.9%,66.7%,63.0%,65.5%,4,25.0%,18.5%,2,0.0%,42.4%,0.54,1:31
,Blaz Kavcic,SLO,1,166,71.4%,0.0%,8,8.9%,1,1.1%,67.8%,65.6%,48.3%,60.0%,8,50.0%,21.1%,3,0.0%,42.2%,0.53,1:43
,Potito Starace,ITA,1,75,40.0%,0.0%,1,2.4%,1,2.4%,53.7%,68.2%,26.3%,48.8%,5,40.0%,26.5%,3,0.0%,38.7%,0.52,0:49
,Albert Ramos,ESP,1,138,20.0%,9.1%,0,0.0%,5,6.3%,57.5%,45.7%,29.4%,38.8%,18,55.6%,27.6%,2,50.0%,34.1%,0.45,1:19
