Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
2,Rafael Nadal,ESP,7,1432,82.6%,38.5%,23,3.5%,8,1.2%,71.7%,69.3%,59.6%,66.6%,50,62.0%,45.7%,115,36.5%,55.4%,1.37,20:01
7,Tommy Robredo,ESP,4,847,87.0%,33.8%,10,2.4%,6,1.4%,78.9%,69.7%,55.7%,66.7%,24,62.5%,43.6%,41,56.1%,55.0%,1.31,9:35
1,Roger Federer,SUI,7,1377,87.0%,33.0%,40,6.0%,8,1.2%,62.5%,72.9%,60.5%,68.3%,48,70.8%,41.7%,96,36.5%,54.5%,1.31,15:21
20,Tomas Berdych,CZE,4,525,81.4%,37.5%,23,8.5%,6,2.2%,57.0%,74.8%,52.1%,65.1%,32,75.0%,45.5%,32,46.9%,55.6%,1.30,5:54
15,David Ferrer,ESP,3,624,76.6%,42.2%,6,1.9%,9,2.8%,61.2%,67.0%,52.8%,61.5%,29,62.1%,49.7%,39,48.7%,55.8%,1.29,6:48
27,Olivier Rochus,BEL,3,648,81.6%,36.7%,3,1.0%,3,1.0%,66.1%,68.3%,60.8%,65.7%,17,47.1%,44.2%,50,36.0%,53.7%,1.29,7:14
11,Radek Stepanek,CZE,3,614,93.9%,22.4%,30,9.9%,9,3.0%,62.5%,82.6%,52.6%,71.4%,23,87.0%,36.5%,24,45.8%,53.7%,1.27,6:38
13,Nicolas Kiefer,GER,3,594,84.1%,28.9%,26,9.4%,8,2.9%,52.9%,74.0%,55.4%,65.2%,23,69.6%,42.8%,39,33.3%,53.2%,1.23,7:30
21,Sebastien Grosjean,FRA,2,481,73.0%,38.9%,10,4.3%,0,0.0%,57.0%,74.0%,49.5%,63.5%,30,66.7%,45.0%,35,40.0%,53.8%,1.23,6:07
4,Ivan Ljubicic,CRO,6,1284,85.1%,35.1%,53,8.2%,18,2.8%,59.2%,74.0%,52.5%,65.2%,51,70.6%,42.7%,67,50.7%,54.1%,1.23,16:28
6,Nikolay Davydenko,RUS,5,952,76.7%,39.7%,19,4.2%,10,2.2%,65.4%,68.0%,52.9%,62.8%,57,70.2%,45.2%,70,41.4%,53.6%,1.21,11:04
,Novak Djokovic,SRB,5,865,81.7%,32.9%,27,6.2%,12,2.7%,68.6%,71.3%,56.9%,66.8%,32,59.4%,39.7%,45,51.1%,53.4%,1.20,10:44
8,James Blake,USA,3,787,83.6%,26.2%,14,3.7%,3,0.8%,63.8%,70.4%,59.6%,66.5%,19,47.4%,39.9%,37,43.2%,52.6%,1.19,7:32
,Alberto Martin,ESP,4,693,79.2%,37.0%,20,5.5%,9,2.5%,63.8%,70.1%,51.1%,63.3%,34,67.6%,43.5%,36,55.6%,53.8%,1.18,8:02
31,Dmitry Tursunov,RUS,3,725,83.9%,29.6%,26,7.0%,14,3.8%,59.0%,75.3%,48.7%,64.4%,38,76.3%,41.2%,37,43.2%,53.1%,1.16,7:38
,Juan Monaco,ARG,3,743,73.2%,36.8%,12,3.5%,4,1.2%,73.0%,62.7%,58.7%,61.6%,34,55.9%,44.0%,63,33.3%,52.1%,1.15,8:39
12,Mario Ancic,CRO,5,1118,86.5%,20.9%,38,6.9%,4,0.7%,63.6%,74.2%,55.0%,67.2%,47,74.5%,37.6%,49,36.7%,52.1%,1.15,13:34
19,Marcos Baghdatis,CYP,2,572,82.2%,22.7%,15,5.3%,7,2.5%,53.7%,73.9%,57.6%,66.3%,24,66.7%,38.3%,20,50.0%,52.3%,1.14,6:22
3,David Nalbandian,ARG,6,1330,79.4%,33.0%,21,3.3%,21,3.3%,61.3%,66.8%,55.0%,62.3%,54,61.1%,42.4%,81,42.0%,52.0%,1.12,15:10
Q,Evgeny Korolev,KAZ,2,593,74.5%,24.5%,10,3.7%,14,5.1%,60.4%,71.5%,52.8%,64.1%,23,47.8%,39.4%,28,42.9%,50.8%,1.10,6:20
,Raemon Sluiter,NED,3,585,75.6%,40.0%,21,7.1%,14,4.7%,54.2%,76.9%,41.5%,60.7%,25,56.0%,43.4%,38,47.4%,52.1%,1.10,6:28
,Richard Gasquet,FRA,2,416,71.9%,28.1%,19,9.3%,7,3.4%,58.8%,71.7%,47.6%,61.8%,20,55.0%,42.0%,26,34.6%,51.7%,1.10,4:24
28,Fernando Verdasco,ESP,2,518,65.8%,37.8%,2,0.8%,7,2.7%,77.8%,62.0%,45.6%,58.4%,31,58.1%,45.6%,31,45.2%,51.9%,1.10,5:37
29,Paul Henri Mathieu,FRA,3,684,71.4%,41.7%,8,2.3%,10,2.9%,64.5%,60.4%,52.5%,57.6%,37,62.2%,46.8%,44,45.5%,52.2%,1.10,9:36
Q,Martin Vassallo Arguello,ARG,4,930,73.2%,34.7%,26,5.7%,3,0.7%,79.9%,61.9%,53.8%,60.3%,44,56.8%,43.2%,60,41.7%,51.5%,1.09,11:05
14,Lleyton Hewitt,AUS,4,890,70.8%,40.9%,25,5.4%,12,2.6%,58.9%,66.5%,46.9%,58.5%,48,60.4%,45.2%,52,51.9%,52.1%,1.09,10:38
25,Gael Monfils,FRA,4,1181,80.0%,28.9%,31,5.3%,19,3.2%,62.2%,69.5%,52.5%,63.1%,54,66.7%,40.1%,58,44.8%,51.5%,1.09,12:55
10,Gaston Gaudio,ARG,4,937,74.3%,35.6%,8,1.6%,12,2.5%,65.6%,67.0%,52.1%,61.9%,45,57.8%,41.4%,64,40.6%,52.0%,1.08,11:09
9,Fernando Gonzalez,CHI,2,499,73.0%,26.3%,16,7.5%,7,3.3%,64.8%,70.3%,46.7%,62.0%,22,54.5%,40.6%,41,24.4%,49.7%,1.07,5:32
,Kristof Vliegen,BEL,1,335,70.8%,28.0%,11,7.2%,5,3.3%,60.5%,71.7%,46.7%,61.8%,18,61.1%,40.4%,21,33.3%,50.1%,1.06,3:29
23,Tommy Haas,GER,3,634,84.6%,21.6%,25,7.7%,7,2.1%,58.9%,74.5%,55.2%,66.6%,26,69.2%,35.4%,23,47.8%,51.4%,1.06,7:12
