Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Novak Djokovic,SRB,7,1366,93.8%,28.3%,68,10.6%,21,3.3%,62.9%,84.1%,56.1%,73.7%,33,78.8%,41.3%,84,38.1%,56.4%,1.57,16:12
4,Alexander Zverev,GER,4,897,89.6%,28.4%,61,14.4%,35,8.2%,68.0%,83.0%,48.5%,72.0%,20,60.0%,38.3%,47,44.7%,54.3%,1.37,9:54
,Aljaz Bedene,SLO,3,438,89.7%,34.2%,21,9.3%,4,1.8%,60.9%,78.8%,55.7%,69.8%,14,71.4%,39.4%,20,65.0%,55.0%,1.30,4:48
7,Matteo Berrettini,ITA,7,1472,91.1%,24.6%,117,16.0%,15,2.0%,60.0%,80.5%,56.3%,70.8%,42,73.8%,37.5%,67,44.8%,54.1%,1.28,17:05
2,Daniil Medvedev,RUS,4,1005,86.4%,27.5%,51,10.7%,12,2.5%,58.6%,81.0%,49.7%,68.1%,20,45.0%,39.7%,47,46.8%,53.1%,1.24,10:44
22,Daniel Evans,GBR,3,565,85.7%,24.5%,9,3.3%,8,3.0%,61.6%,79.0%,54.8%,69.7%,19,63.2%,37.1%,23,52.2%,52.7%,1.23,6:24
16,Felix Auger Aliassime,CAN,5,1041,80.9%,22.1%,62,12.9%,17,3.5%,62.0%,76.1%,58.2%,69.3%,35,51.4%,37.7%,49,38.8%,52.3%,1.23,12:50
14,Hubert Hurkacz,POL,6,1202,90.2%,20.8%,54,9.1%,10,1.7%,62.0%,78.3%,56.2%,69.9%,26,61.5%,36.0%,48,41.7%,52.7%,1.20,12:26
6,Roger Federer,SUI,5,1046,88.0%,19.5%,42,8.5%,7,1.4%,63.6%,75.1%,57.0%,68.5%,35,71.4%,37.9%,49,34.7%,52.3%,1.20,11:10
,James Duckworth,AUS,3,600,88.0%,22.9%,22,7.5%,6,2.0%,63.6%,72.7%,62.6%,69.0%,26,76.9%,37.3%,26,42.3%,52.8%,1.20,6:13
5,Andrey Rublev,RUS,4,876,83.8%,28.2%,34,7.8%,10,2.3%,61.6%,73.5%,53.9%,66.0%,28,57.1%,40.1%,42,47.6%,53.0%,1.18,9:17
23,Lorenzo Sonego,ITA,4,752,84.4%,28.3%,48,12.4%,14,3.6%,67.7%,76.0%,48.0%,66.9%,26,61.5%,39.2%,33,51.5%,53.5%,1.18,8:30
,Nick Kyrgios,AUS,3,592,88.0%,20.0%,56,19.6%,8,2.8%,68.1%,73.2%,64.8%,70.5%,19,68.4%,34.9%,24,41.7%,52.0%,1.18,6:15
10,Denis Shapovalov,CAN,6,1178,87.5%,24.5%,65,11.0%,43,7.3%,59.5%,78.8%,49.2%,66.8%,52,76.9%,39.0%,66,34.8%,53.0%,1.17,14:09
9,Diego Schwartzman,ARG,3,660,76.5%,36.0%,2,0.6%,8,2.5%,61.8%,70.1%,50.8%,62.8%,34,64.7%,43.3%,38,47.4%,52.9%,1.16,8:04
29,Cameron Norrie,GBR,3,660,85.7%,29.1%,21,6.5%,17,5.2%,67.9%,71.4%,53.8%,65.7%,18,55.6%,39.9%,33,48.5%,52.6%,1.16,6:55
,Sebastian Korda,USA,4,1102,79.3%,28.2%,34,6.5%,12,2.3%,65.4%,70.3%,55.0%,65.0%,41,56.1%,40.5%,68,35.3%,52.1%,1.16,12:26
,Jiri Vesely,CZE,2,306,92.0%,12.0%,18,12.1%,5,3.4%,65.8%,78.6%,56.9%,71.1%,7,71.4%,33.1%,8,37.5%,51.6%,1.15,3:51
Q,Marc Polmans,AUS,2,508,79.5%,30.0%,14,5.5%,8,3.1%,65.4%,71.7%,48.9%,63.8%,19,57.9%,40.6%,29,41.4%,52.2%,1.12,5:48
Q,Oscar Otte,GER,2,685,83.3%,15.1%,38,11.5%,17,5.1%,62.8%,80.8%,46.3%,68.0%,19,52.6%,35.9%,19,42.1%,51.4%,1.12,7:48
32,Marin Cilic,CRO,3,804,80.0%,19.4%,45,11.7%,20,5.2%,59.9%,77.4%,46.1%,64.8%,29,58.6%,39.3%,38,31.6%,51.5%,1.12,9:20
,Ilya Ivashka,BLR,4,745,82.5%,25.8%,40,10.8%,11,3.0%,58.6%,76.5%,51.0%,65.9%,21,47.6%,38.1%,33,48.5%,51.9%,1.12,8:39
,Emil Ruusuvuori,FIN,1,270,81.0%,23.8%,7,5.4%,3,2.3%,67.4%,70.1%,52.4%,64.3%,9,55.6%,39.7%,12,41.7%,51.5%,1.11,2:45
,Frances Tiafoe,USA,3,533,93.0%,15.6%,25,9.6%,6,2.3%,66.2%,73.3%,61.4%,69.2%,13,76.9%,34.1%,16,43.8%,51.2%,1.11,5:51
28,John Isner,USA,1,306,92.3%,7.4%,36,24.3%,2,1.4%,62.2%,81.5%,58.9%,73.0%,4,50.0%,29.7%,6,33.3%,50.7%,1.10,3:18
,Alexander Bublik,KAZ,3,523,90.7%,15.6%,60,23.0%,20,7.7%,49.8%,84.6%,55.0%,69.7%,13,69.2%,33.2%,14,50.0%,51.4%,1.10,5:09
,Marton Fucsovics,HUN,5,1071,80.2%,30.7%,30,5.5%,30,5.5%,58.6%,74.3%,47.6%,63.2%,42,59.5%,40.2%,59,45.8%,51.9%,1.09,12:59
Q,Denis Kudla,USA,3,649,80.0%,26.8%,25,7.8%,14,4.4%,52.4%,72.5%,54.6%,63.9%,25,56.0%,39.1%,26,57.7%,51.3%,1.08,7:07
LL,Botic Van De Zandschulp,NED,2,463,86.5%,19.4%,21,9.2%,12,5.3%,57.5%,76.3%,55.7%,67.5%,11,54.5%,34.9%,28,25.0%,51.0%,1.08,4:55
,Steve Johnson,USA,2,575,86.7%,18.2%,26,9.2%,11,3.9%,59.6%,73.8%,56.1%,66.7%,25,76.0%,35.8%,24,33.3%,51.0%,1.08,5:46
,Pierre Hugues Herbert,FRA,1,447,74.2%,29.0%,28,12.7%,26,11.8%,51.4%,79.6%,39.3%,60.0%,19,57.9%,42.7%,19,47.4%,51.2%,1.07,5:02
WC,Liam Broady,GBR,2,412,74.2%,27.6%,9,4.3%,1,0.5%,70.5%,65.1%,50.8%,60.9%,22,63.6%,42.0%,29,27.6%,51.5%,1.07,5:02
18,Grigor Dimitrov,BUL,2,472,91.9%,10.8%,12,5.3%,14,6.2%,65.2%,78.4%,53.2%,69.6%,16,81.3%,32.2%,18,22.2%,50.2%,1.06,4:49
25,Karen Khachanov,RUS,5,1221,83.3%,24.3%,58,9.2%,16,2.5%,65.0%,71.9%,53.6%,65.5%,57,70.2%,36.7%,46,54.3%,51.5%,1.06,13:39
