Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Rafael Nadal[ESP] [yr|ev],d.,2,(2)Novak Djokovic[SRB] [yr|ev],3-6 7-5 6-2 6-4,1.18,2.5%,70.0%,72.6%,50.0%,6/9,8.7%,65.1%,72.0%,36.4%,4/10,3:31,1
SF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,8,(7)Andy Murray[GBR] [yr|ev],6-3 6-2 6-1,2.99,3.4%,76.3%,91.1%,57.1%,0/0,3.0%,52.2%,62.9%,34.4%,0/6,1:40,1
SF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,17,(18)Ernests Gulbis[LAT] [yr|ev],6-3 6-3 3-6 6-3,1.15,8.1%,66.7%,79.7%,43.2%,5/7,12.4%,57.1%,70.0%,53.3%,5/10,2:34,1
QF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,5,(5)David Ferrer[ESP] [yr|ev],4-6 6-4 6-0 6-1,1.39,1.0%,61.8%,68.3%,56.4%,11/14,2.1%,63.2%,53.3%,42.9%,5/14,2:34,1
QF,8,(7)Andy Murray[GBR] [yr|ev],d.,28,(23)Gael Monfils[FRA] [yr|ev],6-4 6-1 4-6 1-6 6-0,1.23,0.7%,62.2%,65.5%,60.8%,9/13,2.9%,75.5%,60.0%,41.2%,11/18,3:15,1
QF,17,(18)Ernests Gulbis[LAT] [yr|ev],d.,6,(6)Tomas Berdych[CZE] [yr|ev],6-3 6-2 6-4,1.57,12.7%,59.5%,80.9%,59.4%,2/3,3.8%,50.0%,69.2%,43.6%,3/8,1:59,10
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,9,(8)Milos Raonic[CAN] [yr|ev],7-5 7-6(5) 6-4,1.41,4.1%,68.4%,74.6%,74.2%,1/2,18.4%,70.2%,78.8%,29.4%,6/9,2:22,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,83,Dusan Lajovic[SRB] [yr|ev],6-1 6-2 6-1,2.69,0.0%,62.7%,81.1%,63.6%,3/4,5.3%,49.1%,50.0%,13.8%,2/10,1:33,1
R16,5,(5)David Ferrer[ESP] [yr|ev],d.,20,(19)Kevin Anderson[RSA] [yr|ev],6-3 6-3 6-7(5) 6-1,1.33,1.6%,72.4%,74.2%,47.1%,5/7,7.1%,64.3%,64.2%,40.0%,9/16,2:51,3
R16,28,(23)Gael Monfils[FRA] [yr|ev],d.,41,Guillermo Garcia Lopez[ESP] [yr|ev],6-0 6-2 7-5,1.69,5.2%,58.4%,75.6%,56.3%,2/4,0.0%,51.2%,50.0%,40.0%,9/17,1:58,6
R16,8,(7)Andy Murray[GBR] [yr|ev],d.,25,(24)Fernando Verdasco[ESP] [yr|ev],6-4 7-5 7-6(3),1.33,3.6%,61.6%,75.4%,55.8%,4/6,0.7%,75.4%,58.7%,52.9%,15/19,2:54,1
R16,6,(6)Tomas Berdych[CZE] [yr|ev],d.,11,(10)John Isner[USA] [yr|ev],6-4 6-4 6-4,1.54,13.3%,63.9%,83.0%,63.3%,2/2,8.1%,62.8%,70.4%,50.0%,5/8,1:51,4
R16,17,(18)Ernests Gulbis[LAT] [yr|ev],d.,4,(4)Roger Federer[SUI] [yr|ev],6-7(5) 7-6(3) 6-2 4-6 6-3,1.12,8.4%,60.4%,69.9%,60.7%,2/7,4.3%,63.4%,68.6%,50.8%,5/12,3:42,10
R16,9,(8)Milos Raonic[CAN] [yr|ev],d.,39,Marcel Granollers[ESP] [yr|ev],6-3 6-3 6-3,1.22,6.1%,63.3%,79.0%,47.2%,2/2,4.0%,70.7%,67.9%,40.9%,1/5,1:54,3
R16,2,(2)Novak Djokovic[SRB] [yr|ev],d.,14,(13)Jo-Wilfried Tsonga[FRA] [yr|ev],6-1 6-4 6-1,1.96,1.5%,66.7%,70.5%,77.3%,1/2,7.0%,56.3%,55.0%,35.5%,2/9,1:29,1
R32,1,(1)Rafael Nadal[ESP] [yr|ev],d.,65,Leonardo Mayer[ARG] [yr|ev],6-2 7-5 6-2,1.63,0.0%,72.3%,70.0%,65.2%,6/8,2.2%,54.3%,52.0%,45.2%,3/10,2:17,1
R32,83,Dusan Lajovic[SRB] [yr|ev],d.,75,Jack Sock[USA] [yr|ev],6-4 7-5 6-3,1.30,3.1%,51.0%,78.0%,58.3%,8/9,3.3%,52.2%,72.3%,44.2%,3/8,2:14,23
R32,20,(19)Kevin Anderson[RSA] [yr|ev],d.,37,Ivo Karlovic[CRO] [yr|ev],6-3 RET,2.33,26.9%,73.1%,84.2%,71.4%,0/0,20.7%,62.1%,77.8%,18.2%,4/5,0:43,5
R32,5,(5)David Ferrer[ESP] [yr|ev],d.,33,(32)Andreas Seppi[ITA] [yr|ev],6-2 7-6(2) 6-3,1.25,3.8%,62.3%,72.7%,52.5%,4/6,1.0%,59.4%,58.3%,53.7%,8/13,2:22,3
