Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
16,Tommy Haas,GER,1,39,100.0%,33.3%,4,22.2%,0,0.0%,66.7%,91.7%,83.3%,88.9%,0,-,38.1%,1,100.0%,61.5%,3.43,0:27
1,Rafael Nadal,ESP,7,1147,88.4%,52.6%,7,1.3%,9,1.6%,67.3%,74.8%,60.2%,70.0%,40,72.5%,51.8%,79,64.6%,60.6%,1.73,15:22
17,Tommy Robredo,ESP,3,735,92.9%,19.6%,12,3.6%,5,1.5%,71.1%,77.4%,66.3%,74.2%,17,76.5%,36.5%,41,26.8%,53.3%,1.41,7:52
4,Roger Federer,SUI,4,922,89.2%,24.3%,38,9.0%,7,1.7%,65.7%,77.7%,60.0%,71.6%,16,50.0%,39.1%,49,36.7%,54.0%,1.38,9:56
18,Ernests Gulbis,LAT,6,1256,86.8%,29.4%,75,12.6%,24,4.0%,57.6%,77.8%,61.1%,70.8%,30,53.3%,39.9%,67,44.8%,54.5%,1.37,14:53
,Ivo Karlovic,CRO,3,425,97.3%,13.5%,52,25.4%,4,2.0%,68.3%,87.1%,53.8%,76.6%,6,83.3%,31.4%,13,38.5%,53.2%,1.34,4:28
29,Gilles Simon,FRA,3,573,84.8%,39.6%,15,5.6%,6,2.2%,56.5%,73.0%,55.6%,65.4%,17,58.8%,45.7%,35,54.3%,55.0%,1.32,6:34
2,Novak Djokovic,SRB,7,1401,84.1%,36.7%,41,5.9%,13,1.9%,66.1%,72.4%,55.1%,66.6%,46,60.9%,43.0%,83,48.2%,54.6%,1.29,16:29
6,Tomas Berdych,CZE,5,1004,86.7%,26.5%,46,9.4%,12,2.5%,57.4%,79.6%,54.8%,69.1%,25,56.0%,38.8%,45,48.9%,53.5%,1.25,11:25
,Jack Sock,USA,3,390,81.8%,27.3%,12,6.7%,5,2.8%,54.5%,75.3%,58.0%,67.4%,12,50.0%,40.1%,23,39.1%,52.6%,1.23,4:22
5,David Ferrer,ESP,5,979,81.8%,35.6%,11,2.3%,14,2.9%,65.6%,69.7%,54.2%,64.3%,33,57.6%,43.4%,61,42.6%,53.8%,1.22,11:15
19,Kevin Anderson,RSA,4,655,80.8%,28.0%,34,11.0%,10,3.2%,66.3%,74.6%,49.0%,66.0%,22,54.5%,41.0%,48,29.2%,52.8%,1.21,7:29
32,Andreas Seppi,ITA,3,610,79.1%,31.8%,14,5.1%,8,2.9%,55.1%,68.0%,58.2%,63.6%,22,59.1%,43.2%,44,31.8%,52.3%,1.19,6:36
28,Philipp Kohlschreiber,GER,3,729,77.6%,33.9%,13,3.6%,7,1.9%,63.5%,68.4%,54.9%,63.5%,28,53.6%,43.0%,33,60.6%,53.2%,1.18,7:52
24,Fernando Verdasco,ESP,4,986,83.3%,27.4%,21,4.5%,9,1.9%,73.5%,68.3%,60.5%,66.2%,44,72.7%,40.0%,51,39.2%,52.4%,1.18,11:17
25,Marin Cilic,CRO,3,666,82.0%,26.5%,40,12.2%,9,2.7%,56.5%,76.9%,49.0%,64.7%,35,74.3%,41.2%,35,37.1%,52.9%,1.17,7:24
13,Jo-Wilfried Tsonga,FRA,4,683,78.9%,29.1%,31,9.5%,7,2.1%,62.0%,75.7%,48.4%,65.3%,18,33.3%,40.3%,37,43.2%,52.3%,1.16,7:38
,Adrian Mannarino,FRA,2,354,71.4%,37.9%,8,4.8%,3,1.8%,61.1%,63.7%,58.5%,61.7%,14,42.9%,44.4%,25,44.0%,52.5%,1.16,3:51
,Dusan Lajovic,SRB,4,621,79.2%,31.5%,16,5.2%,6,2.0%,53.3%,75.5%,51.7%,64.4%,29,62.1%,40.6%,28,60.7%,52.3%,1.14,7:13
,Teymuraz Gabashvili,RUS,2,393,78.1%,27.3%,5,2.7%,3,1.6%,62.1%,69.0%,56.5%,64.3%,13,46.2%,40.8%,27,33.3%,51.7%,1.14,4:28
31,Dmitry Tursunov,RUS,3,618,89.8%,22.4%,23,7.1%,10,3.1%,62.0%,74.1%,58.5%,68.2%,31,83.9%,36.1%,19,57.9%,52.9%,1.13,6:33
